# Knoten des beweglichen Netzes in einem Fenster um die Austrittskante.
shape,i,j,r_m,z_m
pi-1.50,21,142,6.687926793e-06,8.047953768e-07
pi-1.50,22,142,7.069311812e-06,8.047953768e-07
pi-1.50,23,142,7.500000000e-06,8.047953768e-07
pi-1.50,24,142,7.930688188e-06,8.047953768e-07
pi-1.50,25,142,8.312073207e-06,8.047953768e-07
pi-1.50,26,142,8.649666408e-06,8.047953768e-07
pi-1.50,27,142,8.948653331e-06,8.047953768e-07
pi-1.50,28,142,9.213077990e-06,8.047953768e-07
pi-1.50,29,142,9.447128524e-06,8.047953768e-07
pi-1.50,30,142,9.654286293e-06,8.047953768e-07
pi-1.50,31,142,9.837638793e-06,8.047953768e-07
pi-1.50,32,142,1.000000000e-05,8.047953768e-07
pi-1.50,33,142,1.016521408e-05,8.047953768e-07
pi-1.50,34,142,1.035205666e-05,8.047953768e-07
pi-1.50,35,142,1.056377494e-05,8.047953768e-07
pi-1.50,36,142,1.080333583e-05,8.047953768e-07
pi-1.50,37,142,1.107454247e-05,8.047953768e-07
pi-1.50,38,142,1.138175433e-05,8.047953768e-07
pi-1.50,0,143,0.000000000e+00,-8.718578829e-07
pi-1.50,1,143,3.457928304e-07,-8.641107019e-07
pi-1.50,2,143,7.390462315e-07,-8.363844658e-07
pi-1.50,3,143,1.186568459e-06,-7.799641271e-07
pi-1.50,4,143,1.696085312e-06,-6.824843765e-07
pi-1.50,5,143,2.242036574e-06,-5.366295332e-07
pi-1.50,6,143,2.728788634e-06,-3.676469226e-07
pi-1.50,7,143,3.156170042e-06,-1.860228286e-07
pi-1.50,8,143,3.531869760e-06,2.169502194e-09
pi-1.50,9,143,3.862049691e-06,1.922417745e-07
pi-1.50,10,143,4.151961149e-06,3.805742301e-07
pi-1.50,11,143,4.406719149e-06,5.647822250e-07
pi-1.50,12,143,4.630479836e-06,7.429413492e-07
pi-1.50,13,143,4.827106181e-06,9.138298654e-07
pi-1.50,14,143,5.000000000e-06,1.076663794e-06
pi-1.50,15,143,5.162361207e-06,1.076663794e-06
pi-1.50,16,143,5.345713707e-06,1.076663794e-06
pi-1.50,17,143,5.552871476e-06,1.076663794e-06
pi-1.50,18,143,5.786922010e-06,1.076663794e-06
pi-1.50,19,143,6.051346669e-06,1.076663794e-06
pi-1.50,20,143,6.350333592e-06,1.076663794e-06
pi-1.50,21,143,6.687926793e-06,1.076663794e-06
pi-1.50,22,143,7.069311812e-06,1.076663794e-06
pi-1.50,23,143,7.500000000e-06,1.076663794e-06
pi-1.50,24,143,7.930688188e-06,1.076663794e-06
pi-1.50,25,143,8.312073207e-06,1.076663794e-06
pi-1.50,26,143,8.649666408e-06,1.076663794e-06
pi-1.50,27,143,8.948653331e-06,1.076663794e-06
pi-1.50,28,143,9.213077990e-06,1.076663794e-06
pi-1.50,29,143,9.447128524e-06,1.076663794e-06
pi-1.50,30,143,9.654286293e-06,1.076663794e-06
pi-1.50,31,143,9.837638793e-06,1.076663794e-06
pi-1.50,32,143,1.000000000e-05,1.076663794e-06
pi-1.50,33,143,1.016521408e-05,1.076663794e-06
pi-1.50,34,143,1.035205666e-05,1.076663794e-06
pi-1.50,35,143,1.056377494e-05,1.076663794e-06
pi-1.50,36,143,1.080333583e-05,1.076663794e-06
pi-1.50,37,143,1.107454247e-05,1.076663794e-06
pi-1.50,38,143,1.138175433e-05,1.076663794e-06
pi-1.50,0,144,0.000000000e+00,-4.759198928e-07
pi-1.50,1,144,3.457928304e-07,-4.685233706e-07
pi-1.50,2,144,7.390462315e-07,-4.420521004e-07
pi-1.50,3,144,1.186568459e-06,-3.881855021e-07
pi-1.50,4,144,1.696085312e-06,-2.951179541e-07
pi-1.50,5,144,2.242036574e-06,-1.558649036e-07
pi-1.50,6,144,2.728788634e-06,5.469087572e-09
pi-1.50,7,144,3.156170042e-06,1.788723737e-07
pi-1.50,8,144,3.531869760e-06,3.585466001e-07
pi-1.50,9,144,3.862049691e-06,5.400156766e-07
pi-1.50,10,144,4.151961149e-06,7.198236854e-07
pi-1.50,11,144,4.406719149e-06,8.956939180e-07
pi-1.50,12,144,4.630479836e-06,1.065789068e-06
pi-1.50,13,144,4.827106181e-06,1.228942699e-06
pi-1.50,14,144,5.000000000e-06,1.384406314e-06
pi-1.50,15,144,5.162361207e-06,1.384406314e-06
pi-1.50,16,144,5.345713707e-06,1.384406314e-06
pi-1.50,17,144,5.552871476e-06,1.384406314e-06
pi-1.50,18,144,5.786922010e-06,1.384406314e-06
pi-1.50,19,144,6.051346669e-06,1.384406314e-06
pi-1.50,20,144,6.350333592e-06,1.384406314e-06
pi-1.50,21,144,6.687926793e-06,1.384406314e-06
pi-1.50,22,144,7.069311812e-06,1.384406314e-06
pi-1.50,23,144,7.500000000e-06,1.384406314e-06
pi-1.50,24,144,7.930688188e-06,1.384406314e-06
pi-1.50,25,144,8.312073207e-06,1.384406314e-06
pi-1.50,26,144,8.649666408e-06,1.384406314e-06
pi-1.50,27,144,8.948653331e-06,1.384406314e-06
pi-1.50,28,144,9.213077990e-06,1.384406314e-06
pi-1.50,29,144,9.447128524e-06,1.384406314e-06
pi-1.50,30,144,9.654286293e-06,1.384406314e-06
pi-1.50,31,144,9.837638793e-06,1.384406314e-06
pi-1.50,32,144,1.000000000e-05,1.384406314e-06
pi-1.50,33,144,1.016521408e-05,1.384406314e-06
pi-1.50,34,144,1.035205666e-05,1.384406314e-06
pi-1.50,35,144,1.056377494e-05,1.384406314e-06
pi-1.50,36,144,1.080333583e-05,1.384406314e-06
pi-1.50,37,144,1.107454247e-05,1.384406314e-06
pi-1.50,38,144,1.138175433e-05,1.384406314e-06
pi-1.50,0,145,0.000000000e+00,-2.757005915e-08
pi-1.50,1,145,3.457928304e-07,-2.057061384e-08
pi-1.50,2,145,7.390462315e-07,4.479565664e-09
pi-1.50,3,145,1.186568459e-06,5.545437528e-08
pi-1.50,4,145,1.696085312e-06,1.435256603e-07
pi-1.50,5,145,2.242036574e-06,2.753030131e-07
pi-1.50,6,145,2.728788634e-06,4.279759075e-07
pi-1.50,7,145,3.156170042e-06,5.920701656e-07
pi-1.50,8,145,3.531869760e-06,7.620987132e-07
pi-1.50,9,145,3.862049691e-06,9.338257557e-07
pi-1.50,10,145,4.151961149e-06,1.103980904e-06
pi-1.50,11,145,4.406719149e-06,1.270409672e-06
pi-1.50,12,145,4.630479836e-06,1.431373389e-06
pi-1.50,13,145,4.827106181e-06,1.585768237e-06
pi-1.50,14,145,5.000000000e-06,1.732885902e-06
pi-1.50,15,145,5.162361207e-06,1.732885902e-06
pi-1.50,16,145,5.345713707e-06,1.732885902e-06
pi-1.50,17,145,5.552871476e-06,1.732885902e-06
pi-1.50,18,145,5.786922010e-06,1.732885902e-06
pi-1.50,19,145,6.051346669e-06,1.732885902e-06
pi-1.50,20,145,6.350333592e-06,1.732885902e-06
pi-1.50,21,145,6.687926793e-06,1.732885902e-06
pi-1.50,22,145,7.069311812e-06,1.732885902e-06
pi-1.50,23,145,7.500000000e-06,1.732885902e-06
pi-1.50,24,145,7.930688188e-06,1.732885902e-06
pi-1.50,25,145,8.312073207e-06,1.732885902e-06
pi-1.50,26,145,8.649666408e-06,1.732885902e-06
pi-1.50,27,145,8.948653331e-06,1.732885902e-06
pi-1.50,28,145,9.213077990e-06,1.732885902e-06
pi-1.50,29,145,9.447128524e-06,1.732885902e-06
pi-1.50,30,145,9.654286293e-06,1.732885902e-06
pi-1.50,31,145,9.837638793e-06,1.732885902e-06
pi-1.50,32,145,1.000000000e-05,1.732885902e-06
pi-1.50,33,145,1.016521408e-05,1.732885902e-06
pi-1.50,34,145,1.035205666e-05,1.732885902e-06
pi-1.50,35,145,1.056377494e-05,1.732885902e-06
pi-1.50,36,145,1.080333583e-05,1.732885902e-06
pi-1.50,37,145,1.107454247e-05,1.732885902e-06
pi-1.50,38,145,1.138175433e-05,1.732885902e-06
pi-1.50,0,146,0.000000000e+00,4.799936278e-07
pi-1.50,1,146,3.457928304e-07,4.865435541e-07
pi-1.50,2,146,7.390462315e-07,5.099849585e-07
pi-1.50,3,146,1.186568459e-06,5.576860590e-07
pi-1.50,4,146,1.696085312e-06,6.401012214e-07
pi-1.50,5,146,2.242036574e-06,7.634155562e-07
pi-1.50,6,146,2.728788634e-06,9.062834772e-07
pi-1.50,7,146,3.156170042e-06,1.059839258e-06
pi-1.50,8,146,3.531869760e-06,1.218948216e-06
pi-1.50,9,146,3.862049691e-06,1.379646587e-06
pi-1.50,10,146,4.151961149e-06,1.538874015e-06
pi-1.50,11,146,4.406719149e-06,1.694614379e-06
pi-1.50,12,146,4.630479836e-06,1.845240668e-06
pi-1.50,13,146,4.827106181e-06,1.989719955e-06
pi-1.50,14,146,5.000000000e-06,2.127389415e-06
pi-1.50,15,146,5.162361207e-06,2.127389415e-06
pi-1.50,16,146,5.345713707e-06,2.127389415e-06
pi-1.50,17,146,5.552871476e-06,2.127389415e-06
pi-1.50,18,146,5.786922010e-06,2.127389415e-06
pi-1.50,19,146,6.051346669e-06,2.127389415e-06
pi-1.50,20,146,6.350333592e-06,2.127389415e-06
pi-1.50,21,146,6.687926793e-06,2.127389415e-06
pi-1.50,22,146,7.069311812e-06,2.127389415e-06
pi-1.50,23,146,7.500000000e-06,2.127389415e-06
pi-1.50,24,146,7.930688188e-06,2.127389415e-06
pi-1.50,25,146,8.312073207e-06,2.127389415e-06
pi-1.50,26,146,8.649666408e-06,2.127389415e-06
pi-1.50,27,146,8.948653331e-06,2.127389415e-06
pi-1.50,28,146,9.213077990e-06,2.127389415e-06
pi-1.50,29,146,9.447128524e-06,2.127389415e-06
pi-1.50,30,146,9.654286293e-06,2.127389415e-06
pi-1.50,31,146,9.837638793e-06,2.127389415e-06
pi-1.50,32,146,1.000000000e-05,2.127389415e-06
pi-1.50,33,146,1.016521408e-05,2.127389415e-06
pi-1.50,34,146,1.035205666e-05,2.127389415e-06
pi-1.50,35,146,1.056377494e-05,2.127389415e-06
pi-1.50,36,146,1.080333583e-05,2.127389415e-06
pi-1.50,37,146,1.107454247e-05,2.127389415e-06
pi-1.50,38,146,1.138175433e-05,2.127389415e-06
pi-1.50,0,147,0.000000000e+00,1.054815165e-06
pi-1.50,1,147,3.457928304e-07,1.060856006e-06
pi-1.50,2,147,7.390462315e-07,1.082475455e-06
pi-1.50,3,147,1.186568459e-06,1.126469043e-06
pi-1.50,4,147,1.696085312e-06,1.202478584e-06
pi-1.50,5,147,2.242036574e-06,1.316208456e-06
pi-1.50,6,147,2.728788634e-06,1.447972135e-06
pi-1.50,7,147,3.156170042e-06,1.589592973e-06
pi-1.50,8,147,3.531869760e-06,1.736335373e-06
pi-1.50,9,147,3.862049691e-06,1.884543652e-06
pi-1.50,10,147,4.151961149e-06,2.031395314e-06
pi-1.50,11,147,4.406719149e-06,2.175030941e-06
pi-1.50,12,147,4.630479836e-06,2.313949979e-06
pi-1.50,13,147,4.827106181e-06,2.447199782e-06
pi-1.50,14,147,5.000000000e-06,2.574169045e-06
pi-1.50,15,147,5.162361207e-06,2.574169045e-06
pi-1.50,16,147,5.345713707e-06,2.574169045e-06
pi-1.50,17,147,5.552871476e-06,2.574169045e-06
pi-1.50,18,147,5.786922010e-06,2.574169045e-06
pi-1.50,19,147,6.051346669e-06,2.574169045e-06
pi-1.50,20,147,6.350333592e-06,2.574169045e-06
pi-1.50,21,147,6.687926793e-06,2.574169045e-06
pi-1.50,22,147,7.069311812e-06,2.574169045e-06
pi-1.50,23,147,7.500000000e-06,2.574169045e-06
pi-1.50,24,147,7.930688188e-06,2.574169045e-06
pi-1.50,25,147,8.312073207e-06,2.574169045e-06
pi-1.50,26,147,8.649666408e-06,2.574169045e-06
pi-1.50,27,147,8.948653331e-06,2.574169045e-06
pi-1.50,28,147,9.213077990e-06,2.574169045e-06
pi-1.50,29,147,9.447128524e-06,2.574169045e-06
pi-1.50,30,147,9.654286293e-06,2.574169045e-06
pi-1.50,31,147,9.837638793e-06,2.574169045e-06
pi-1.50,32,147,1.000000000e-05,2.574169045e-06
pi-1.50,33,147,1.016521408e-05,2.574169045e-06
pi-1.50,34,147,1.035205666e-05,2.574169045e-06
pi-1.50,35,147,1.056377494e-05,2.574169045e-06
pi-1.50,36,147,1.080333583e-05,2.574169045e-06
pi-1.50,37,147,1.107454247e-05,2.574169045e-06
pi-1.50,38,147,1.138175433e-05,2.574169045e-06
pi-1.50,0,148,0.000000000e+00,1.706005379e-06
pi-1.50,1,148,3.457928304e-07,1.711469500e-06
pi-1.50,2,148,7.390462315e-07,1.731024935e-06
pi-1.50,3,148,1.186568459e-06,1.770818444e-06
pi-1.50,4,148,1.696085312e-06,1.839571335e-06
pi-1.50,5,148,2.242036574e-06,1.942443389e-06
pi-1.50,6,148,2.728788634e-06,2.061627558e-06
pi-1.50,7,148,3.156170042e-06,2.189727820e-06
pi-1.50,8,148,3.531869760e-06,2.322460687e-06
pi-1.50,9,148,3.862049691e-06,2.456519486e-06
pi-1.50,10,148,4.151961149e-06,2.589351184e-06
pi-1.50,11,148,4.406719149e-06,2.719273882e-06
pi-1.50,12,148,4.630479836e-06,2.844930285e-06
pi-1.50,13,148,4.827106181e-06,2.965458697e-06
pi-1.50,14,148,5.000000000e-06,3.080306174e-06
pi-1.50,15,148,5.162361207e-06,3.080306174e-06
pi-1.50,16,148,5.345713707e-06,3.080306174e-06
pi-1.50,17,148,5.552871476e-06,3.080306174e-06
pi-1.50,18,148,5.786922010e-06,3.080306174e-06
pi-1.50,19,148,6.051346669e-06,3.080306174e-06
pi-1.50,20,148,6.350333592e-06,3.080306174e-06
pi-1.50,21,148,6.687926793e-06,3.080306174e-06
pi-1.50,22,148,7.069311812e-06,3.080306174e-06
pi-1.50,23,148,7.500000000e-06,3.080306174e-06
pi-1.50,24,148,7.930688188e-06,3.080306174e-06
pi-1.50,25,148,8.312073207e-06,3.080306174e-06
pi-1.50,26,148,8.649666408e-06,3.080306174e-06
pi-1.50,27,148,8.948653331e-06,3.080306174e-06
pi-1.50,28,148,9.213077990e-06,3.080306174e-06
pi-1.50,29,148,9.447128524e-06,3.080306174e-06
pi-1.50,30,148,9.654286293e-06,3.080306174e-06
pi-1.50,31,148,9.837638793e-06,3.080306174e-06
pi-1.50,32,148,1.000000000e-05,3.080306174e-06
pi-1.50,33,148,1.016521408e-05,3.080306174e-06
pi-1.50,34,148,1.035205666e-05,3.080306174e-06
pi-1.50,35,148,1.056377494e-05,3.080306174e-06
pi-1.50,36,148,1.080333583e-05,3.080306174e-06
pi-1.50,37,148,1.107454247e-05,3.080306174e-06
pi-1.50,38,148,1.138175433e-05,3.080306174e-06
pi-1.50,0,149,0.000000000e+00,2.442744155e-06
pi-1.50,1,149,3.457928304e-07,2.447555790e-06
pi-1.50,2,149,7.390462315e-07,2.464776055e-06
pi-1.50,3,149,1.186568459e-06,2.499817711e-06
pi-1.50,4,149,1.696085312e-06,2.560360628e-06
pi-1.50,5,149,2.242036574e-06,2.650948443e-06
pi-1.50,6,149,2.728788634e-06,2.755900498e-06
pi-1.50,7,149,3.156170042e-06,2.868703950e-06
pi-1.50,8,149,3.531869760e-06,2.985586816e-06
pi-1.50,9,149,3.862049691e-06,3.103637280e-06
pi-1.50,10,149,4.151961149e-06,3.220607175e-06
pi-1.50,11,149,4.406719149e-06,3.335015442e-06
pi-1.50,12,149,4.630479836e-06,3.445666864e-06
pi-1.50,13,149,4.827106181e-06,3.551802642e-06
pi-1.50,14,149,5.000000000e-06,3.652935861e-06
pi-1.50,15,149,5.162361207e-06,3.652935861e-06
pi-1.50,16,149,5.345713707e-06,3.652935861e-06
pi-1.50,17,149,5.552871476e-06,3.652935861e-06
pi-1.50,18,149,5.786922010e-06,3.652935861e-06
pi-1.50,19,149,6.051346669e-06,3.652935861e-06
pi-1.50,20,149,6.350333592e-06,3.652935861e-06
pi-1.50,21,149,6.687926793e-06,3.652935861e-06
pi-1.50,22,149,7.069311812e-06,3.652935861e-06
pi-1.50,23,149,7.500000000e-06,3.652935861e-06
pi-1.50,24,149,7.930688188e-06,3.652935861e-06
pi-1.50,25,149,8.312073207e-06,3.652935861e-06
pi-1.50,26,149,8.649666408e-06,3.652935861e-06
pi-1.50,27,149,8.948653331e-06,3.652935861e-06
pi-1.50,28,149,9.213077990e-06,3.652935861e-06
pi-1.50,29,149,9.447128524e-06,3.652935861e-06
pi-1.50,30,149,9.654286293e-06,3.652935861e-06
pi-1.50,31,149,9.837638793e-06,3.652935861e-06
pi-1.50,32,149,1.000000000e-05,3.652935861e-06
pi-1.50,33,149,1.016521408e-05,3.652935861e-06
pi-1.50,34,149,1.035205666e-05,3.652935861e-06
pi-1.50,35,149,1.056377494e-05,3.652935861e-06
pi-1.50,36,149,1.080333583e-05,3.652935861e-06
pi-1.50,37,149,1.107454247e-05,3.652935861e-06
pi-1.50,38,149,1.138175433e-05,3.652935861e-06
pi-1.50,0,150,0.000000000e+00,3.277399338e-06
pi-1.50,1,150,3.457928304e-07,3.281471768e-06
pi-1.50,2,150,7.390462315e-07,3.296046509e-06
pi-1.50,3,150,1.186568459e-06,3.325704765e-06
pi-1.50,4,150,1.696085312e-06,3.376946559e-06
pi-1.50,5,150,2.242036574e-06,3.453617496e-06
pi-1.50,6,150,2.728788634e-06,3.542445916e-06
pi-1.50,7,150,3.156170042e-06,3.637919533e-06
pi-1.50,8,150,3.531869760e-06,3.736845850e-06
pi-1.50,9,150,3.862049691e-06,3.836760388e-06
pi-1.50,10,150,4.151961149e-06,3.935760364e-06
pi-1.50,11,150,4.406719149e-06,4.032592251e-06
pi-1.50,12,150,4.630479836e-06,4.126244451e-06
pi-1.50,13,150,4.827106181e-06,4.216074741e-06
pi-1.50,14,150,5.000000000e-06,4.301671006e-06
pi-1.50,15,150,5.162361207e-06,4.301671006e-06
pi-1.50,16,150,5.345713707e-06,4.301671006e-06
pi-1.50,17,150,5.552871476e-06,4.301671006e-06
pi-1.50,18,150,5.786922010e-06,4.301671006e-06
pi-1.50,19,150,6.051346669e-06,4.301671006e-06
pi-1.50,20,150,6.350333592e-06,4.301671006e-06
pi-1.50,21,150,6.687926793e-06,4.301671006e-06
pi-1.50,22,150,7.069311812e-06,4.301671006e-06
pi-1.50,23,150,7.500000000e-06,4.301671006e-06
pi-1.50,24,150,7.930688188e-06,4.301671006e-06
pi-1.50,25,150,8.312073207e-06,4.301671006e-06
pi-1.50,26,150,8.649666408e-06,4.301671006e-06
pi-1.50,27,150,8.948653331e-06,4.301671006e-06
pi-1.50,28,150,9.213077990e-06,4.301671006e-06
pi-1.50,29,150,9.447128524e-06,4.301671006e-06
pi-1.50,30,150,9.654286293e-06,4.301671006e-06
pi-1.50,31,150,9.837638793e-06,4.301671006e-06
pi-1.50,32,150,1.000000000e-05,4.301671006e-06
pi-1.50,33,150,1.016521408e-05,4.301671006e-06
pi-1.50,34,150,1.035205666e-05,4.301671006e-06
pi-1.50,35,150,1.056377494e-05,4.301671006e-06
pi-1.50,36,150,1.080333583e-05,4.301671006e-06
pi-1.50,37,150,1.107454247e-05,4.301671006e-06
pi-1.50,38,150,1.138175433e-05,4.301671006e-06
pi-1.50,0,151,0.000000000e+00,4.222240811e-06
pi-1.50,1,151,3.457928304e-07,4.225476451e-06
pi-1.50,2,151,7.390462315e-07,4.237056420e-06
pi-1.50,3,151,1.186568459e-06,4.260620591e-06
pi-1.50,4,151,1.696085312e-06,4.301333383e-06
pi-1.50,5,151,2.242036574e-06,4.362250218e-06
pi-1.50,6,151,2.728788634e-06,4.432826454e-06
pi-1.50,7,151,3.156170042e-06,4.508682453e-06
pi-1.50,8,151,3.531869760e-06,4.587281703e-06
pi-1.50,9,151,3.862049691e-06,4.666666116e-06
pi-1.50,10,151,4.151961149e-06,4.745323889e-06
pi-1.50,11,151,4.406719149e-06,4.822259065e-06
pi-1.50,12,151,4.630479836e-06,4.896667907e-06
pi-1.50,13,151,4.827106181e-06,4.968040152e-06
pi-1.50,14,151,5.000000000e-06,5.036048367e-06
pi-1.50,15,151,5.162361207e-06,5.036048367e-06
pi-1.50,16,151,5.345713707e-06,5.036048367e-06
pi-1.50,17,151,5.552871476e-06,5.036048367e-06
pi-1.50,18,151,5.786922010e-06,5.036048367e-06
pi-1.50,19,151,6.051346669e-06,5.036048367e-06
pi-1.50,20,151,6.350333592e-06,5.036048367e-06
pi-1.50,21,151,6.687926793e-06,5.036048367e-06
pi-1.50,22,151,7.069311812e-06,5.036048367e-06
pi-1.50,23,151,7.500000000e-06,5.036048367e-06
pi-1.50,24,151,7.930688188e-06,5.036048367e-06
pi-1.50,25,151,8.312073207e-06,5.036048367e-06
pi-1.50,26,151,8.649666408e-06,5.036048367e-06
pi-1.50,27,151,8.948653331e-06,5.036048367e-06
pi-1.50,28,151,9.213077990e-06,5.036048367e-06
pi-1.50,29,151,9.447128524e-06,5.036048367e-06
pi-1.50,30,151,9.654286293e-06,5.036048367e-06
pi-1.50,31,151,9.837638793e-06,5.036048367e-06
pi-1.50,32,151,1.000000000e-05,5.036048367e-06
pi-1.50,33,151,1.016521408e-05,5.036048367e-06
pi-1.50,34,151,1.035205666e-05,5.036048367e-06
pi-1.50,35,151,1.056377494e-05,5.036048367e-06
pi-1.50,36,151,1.080333583e-05,5.036048367e-06
pi-1.50,37,151,1.107454247e-05,5.036048367e-06
pi-1.50,38,151,1.138175433e-05,5.036048367e-06
pi-1.50,0,152,0.000000000e+00,5.291887044e-06
pi-1.50,1,152,3.457928304e-07,5.294175362e-06
pi-1.50,2,152,7.390462315e-07,5.302364978e-06
pi-1.50,3,152,1.186568459e-06,5.319030092e-06
pi-1.50,4,152,1.696085312e-06,5.347823098e-06
pi-1.50,5,152,2.242036574e-06,5.390904860e-06
pi-1.50,6,152,2.728788634e-06,5.440817969e-06
pi-1.50,7,152,3.156170042e-06,5.494465046e-06
pi-1.50,8,152,3.531869760e-06,5.550052212e-06
pi-1.50,9,152,3.862049691e-06,5.606194663e-06
pi-1.50,10,152,4.151961149e-06,5.661823217e-06
pi-1.50,11,152,4.406719149e-06,5.716233512e-06
pi-1.50,12,152,4.630479836e-06,5.768857127e-06
pi-1.50,13,152,4.827106181e-06,5.819333191e-06
pi-1.50,14,152,5.000000000e-06,5.867430137e-06
pi-1.50,15,152,5.162361207e-06,5.867430137e-06
pi-1.50,16,152,5.345713707e-06,5.867430137e-06
pi-1.50,17,152,5.552871476e-06,5.867430137e-06
pi-1.50,18,152,5.786922010e-06,5.867430137e-06
pi-1.50,19,152,6.051346669e-06,5.867430137e-06
pi-1.50,20,152,6.350333592e-06,5.867430137e-06
pi-1.50,21,152,6.687926793e-06,5.867430137e-06
pi-1.50,22,152,7.069311812e-06,5.867430137e-06
pi-1.50,23,152,7.500000000e-06,5.867430137e-06
pi-1.50,24,152,7.930688188e-06,5.867430137e-06
pi-1.50,25,152,8.312073207e-06,5.867430137e-06
pi-1.50,26,152,8.649666408e-06,5.867430137e-06
pi-1.50,27,152,8.948653331e-06,5.867430137e-06
pi-1.50,28,152,9.213077990e-06,5.867430137e-06
pi-1.50,29,152,9.447128524e-06,5.867430137e-06
pi-1.50,30,152,9.654286293e-06,5.867430137e-06
pi-1.50,31,152,9.837638793e-06,5.867430137e-06
pi-1.50,32,152,1.000000000e-05,5.867430137e-06
pi-1.50,33,152,1.016521408e-05,5.867430137e-06
pi-1.50,34,152,1.035205666e-05,5.867430137e-06
pi-1.50,35,152,1.056377494e-05,5.867430137e-06
pi-1.50,36,152,1.080333583e-05,5.867430137e-06
pi-1.50,37,152,1.107454247e-05,5.867430137e-06
pi-1.50,38,152,1.138175433e-05,5.867430137e-06
pi-1.50,0,153,0.000000000e+00,6.503664927e-06
pi-1.50,1,153,3.457928304e-07,6.504880045e-06
pi-1.50,2,153,7.390462315e-07,6.509228807e-06
pi-1.50,3,153,1.186568459e-06,6.518078136e-06
pi-1.50,4,153,1.696085312e-06,6.533367489e-06
pi-1.50,5,153,2.242036574e-06,6.556244303e-06
pi-1.50,6,153,2.728788634e-06,6.582748625e-06
pi-1.50,7,153,3.156170042e-06,6.611235720e-06
pi-1.50,8,153,3.531869760e-06,6.640753018e-06
pi-1.50,9,153,3.862049691e-06,6.670565179e-06
pi-1.50,10,153,4.151961149e-06,6.700104456e-06
pi-1.50,11,153,4.406719149e-06,6.728996826e-06
pi-1.50,12,153,4.630479836e-06,6.756940451e-06
pi-1.50,13,153,4.827106181e-06,6.783743708e-06
pi-1.50,14,153,5.000000000e-06,6.809283632e-06
pi-1.50,15,153,5.162361207e-06,6.809283632e-06
pi-1.50,16,153,5.345713707e-06,6.809283632e-06
pi-1.50,17,153,5.552871476e-06,6.809283632e-06
pi-1.50,18,153,5.786922010e-06,6.809283632e-06
pi-1.50,19,153,6.051346669e-06,6.809283632e-06
pi-1.50,20,153,6.350333592e-06,6.809283632e-06
pi-1.50,21,153,6.687926793e-06,6.809283632e-06
pi-1.50,22,153,7.069311812e-06,6.809283632e-06
pi-1.50,23,153,7.500000000e-06,6.809283632e-06
pi-1.50,24,153,7.930688188e-06,6.809283632e-06
pi-1.50,25,153,8.312073207e-06,6.809283632e-06
pi-1.50,26,153,8.649666408e-06,6.809283632e-06
pi-1.50,27,153,8.948653331e-06,6.809283632e-06
pi-1.50,28,153,9.213077990e-06,6.809283632e-06
pi-1.50,29,153,9.447128524e-06,6.809283632e-06
pi-1.50,30,153,9.654286293e-06,6.809283632e-06
pi-1.50,31,153,9.837638793e-06,6.809283632e-06
pi-1.50,32,153,1.000000000e-05,6.809283632e-06
pi-1.50,33,153,1.016521408e-05,6.809283632e-06
pi-1.50,34,153,1.035205666e-05,6.809283632e-06
pi-1.50,35,153,1.056377494e-05,6.809283632e-06
pi-1.50,36,153,1.080333583e-05,6.809283632e-06
pi-1.50,37,153,1.107454247e-05,6.809283632e-06
pi-1.50,38,153,1.138175433e-05,6.809283632e-06
pi-1.50,0,154,0.000000000e+00,7.875686139e-06
pi-1.50,1,154,3.457928304e-07,7.875686139e-06
pi-1.50,2,154,7.390462315e-07,7.875686139e-06
pi-1.50,3,154,1.186568459e-06,7.875686139e-06
pi-1.50,4,154,1.696085312e-06,7.875686139e-06
pi-1.50,5,154,2.242036574e-06,7.875686139e-06
pi-1.50,6,154,2.728788634e-06,7.875686139e-06
pi-1.50,7,154,3.156170042e-06,7.875686139e-06
pi-1.50,8,154,3.531869760e-06,7.875686139e-06
pi-1.50,9,154,3.862049691e-06,7.875686139e-06
pi-1.50,10,154,4.151961149e-06,7.875686139e-06
pi-1.50,11,154,4.406719149e-06,7.875686139e-06
pi-1.50,12,154,4.630479836e-06,7.875686139e-06
pi-1.50,13,154,4.827106181e-06,7.875686139e-06
pi-1.50,14,154,5.000000000e-06,7.875686139e-06
pi-1.50,15,154,5.162361207e-06,7.875686139e-06
pi-1.50,16,154,5.345713707e-06,7.875686139e-06
pi-1.50,17,154,5.552871476e-06,7.875686139e-06
pi-1.50,18,154,5.786922010e-06,7.875686139e-06
pi-1.50,19,154,6.051346669e-06,7.875686139e-06
pi-1.50,20,154,6.350333592e-06,7.875686139e-06
pi-1.50,21,154,6.687926793e-06,7.875686139e-06
pi-1.50,22,154,7.069311812e-06,7.875686139e-06
pi-1.50,23,154,7.500000000e-06,7.875686139e-06
pi-1.50,24,154,7.930688188e-06,7.875686139e-06
pi-1.50,25,154,8.312073207e-06,7.875686139e-06
pi-1.50,26,154,8.649666408e-06,7.875686139e-06
pi-1.50,27,154,8.948653331e-06,7.875686139e-06
pi-1.50,28,154,9.213077990e-06,7.875686139e-06
pi-1.50,29,154,9.447128524e-06,7.875686139e-06
pi-1.50,30,154,9.654286293e-06,7.875686139e-06
pi-1.50,31,154,9.837638793e-06,7.875686139e-06
pi-1.50,32,154,1.000000000e-05,7.875686139e-06
