# Potential und Feldstaerke in einem festen Fenster, identisch fuer jede
# vorgeschriebene Form.  Punkte im Leiter tragen kein Feld und sind leer.
shape,r_m,z_m,phi_V,E_V_per_m
pi-1.50,1.500000000e-05,2.600000000e-05,1.089173272e+03,5.681644225e+06
pi-1.50,1.520833333e-05,2.600000000e-05,1.088895244e+03,5.665598620e+06
pi-1.50,1.541666667e-05,2.600000000e-05,1.088616347e+03,5.649543797e+06
pi-1.50,1.562500000e-05,2.600000000e-05,1.088337450e+03,5.633525041e+06
pi-1.50,1.583333333e-05,2.600000000e-05,1.088058553e+03,5.617542660e+06
pi-1.50,1.604166667e-05,2.600000000e-05,1.087771820e+03,5.602067380e+06
pi-1.50,1.625000000e-05,2.600000000e-05,1.087484383e+03,5.586663620e+06
pi-1.50,1.645833333e-05,2.600000000e-05,1.087196945e+03,5.571288997e+06
pi-1.50,1.666666667e-05,2.600000000e-05,1.086909508e+03,5.555943752e+06
pi-1.50,1.687500000e-05,2.600000000e-05,1.086618662e+03,5.540646750e+06
pi-1.50,1.708333333e-05,2.600000000e-05,1.086323029e+03,5.525402196e+06
pi-1.50,1.729166667e-05,2.600000000e-05,1.086027397e+03,5.510182697e+06
pi-1.50,1.750000000e-05,2.600000000e-05,1.085731764e+03,5.494988462e+06
pi-1.50,1.770833333e-05,2.600000000e-05,1.085436132e+03,5.479819699e+06
pi-1.50,1.791666667e-05,2.600000000e-05,1.085134803e+03,5.463495477e+06
pi-1.50,1.812500000e-05,2.600000000e-05,1.084832262e+03,5.446945900e+06
pi-1.50,1.833333333e-05,2.600000000e-05,1.084529720e+03,5.430422674e+06
pi-1.50,1.854166667e-05,2.600000000e-05,1.084227179e+03,5.413926041e+06
pi-1.50,1.875000000e-05,2.600000000e-05,1.083920529e+03,5.397269328e+06
pi-1.50,1.895833333e-05,2.600000000e-05,1.083612579e+03,5.380577591e+06
pi-1.50,1.916666667e-05,2.600000000e-05,1.083304629e+03,5.363909846e+06
pi-1.50,1.937500000e-05,2.600000000e-05,1.082995947e+03,5.347074151e+06
pi-1.50,1.958333333e-05,2.600000000e-05,1.082683744e+03,5.329338312e+06
pi-1.50,1.979166667e-05,2.600000000e-05,1.082371540e+03,5.311626782e+06
pi-1.50,2.000000000e-05,2.600000000e-05,1.082059337e+03,5.293939804e+06
pi-1.50,2.020833333e-05,2.600000000e-05,1.081743570e+03,5.276197762e+06
pi-1.50,2.041666667e-05,2.600000000e-05,1.081427802e+03,5.258477673e+06
pi-1.50,2.062500000e-05,2.600000000e-05,1.081112035e+03,5.240779760e+06
pi-1.50,2.083333333e-05,2.600000000e-05,1.080793514e+03,5.223831516e+06
pi-1.50,2.104166667e-05,2.600000000e-05,1.080474385e+03,5.207061916e+06
pi-1.50,2.125000000e-05,2.600000000e-05,1.080155257e+03,5.190310176e+06
pi-1.50,2.145833333e-05,2.600000000e-05,1.079835413e+03,5.173579191e+06
pi-1.50,2.166666667e-05,2.600000000e-05,1.079513004e+03,5.156874571e+06
pi-1.50,2.187500000e-05,2.600000000e-05,1.079190594e+03,5.140185694e+06
pi-1.50,2.208333333e-05,2.600000000e-05,1.078868185e+03,5.123512715e+06
pi-1.50,2.229166667e-05,2.600000000e-05,1.078545349e+03,5.106863547e+06
pi-1.50,2.250000000e-05,2.600000000e-05,1.078219861e+03,5.090277244e+06
pi-1.50,2.270833333e-05,2.600000000e-05,1.077894373e+03,5.073704620e+06
pi-1.50,2.291666667e-05,2.600000000e-05,1.077568885e+03,5.057145809e+06
pi-1.50,2.312500000e-05,2.600000000e-05,1.077243397e+03,5.040600947e+06
pi-1.50,2.333333333e-05,2.600000000e-05,1.076916496e+03,5.024130262e+06
pi-1.50,2.354166667e-05,2.600000000e-05,1.076588284e+03,5.007727507e+06
pi-1.50,2.375000000e-05,2.600000000e-05,1.076260072e+03,4.991336409e+06
pi-1.50,2.395833333e-05,2.600000000e-05,1.075931860e+03,4.974957082e+06
pi-1.50,2.416666667e-05,2.600000000e-05,1.075603648e+03,4.958589644e+06
pi-1.50,2.437500000e-05,2.600000000e-05,1.075274807e+03,4.942289912e+06
pi-1.50,2.458333333e-05,2.600000000e-05,1.074944409e+03,4.926138463e+06
pi-1.50,2.479166667e-05,2.600000000e-05,1.074614011e+03,4.909996605e+06
pi-1.50,2.500000000e-05,2.600000000e-05,1.074283613e+03,4.893864431e+06
pi-1.50,0.000000000e+00,2.625000000e-05,1.098583139e+03,6.293010017e+06
pi-1.50,2.083333333e-07,2.625000000e-05,1.098577973e+03,6.292488733e+06
pi-1.50,4.166666667e-07,2.625000000e-05,1.098570248e+03,6.291837852e+06
pi-1.50,6.250000000e-07,2.625000000e-05,1.098557563e+03,6.290903655e+06
pi-1.50,8.333333333e-07,2.625000000e-05,1.098540688e+03,6.289700458e+06
pi-1.50,1.041666667e-06,2.625000000e-05,1.098518744e+03,6.288167683e+06
pi-1.50,1.250000000e-06,2.625000000e-05,1.098493568e+03,6.286483873e+06
pi-1.50,1.458333333e-06,2.625000000e-05,1.098461005e+03,6.284353874e+06
pi-1.50,1.666666667e-06,2.625000000e-05,1.098428442e+03,6.282297678e+06
pi-1.50,1.875000000e-06,2.625000000e-05,1.098385866e+03,6.279816364e+06
pi-1.50,2.083333333e-06,2.625000000e-05,1.098341644e+03,6.277316597e+06
pi-1.50,2.291666667e-06,2.625000000e-05,1.098294734e+03,6.274639783e+06
pi-1.50,2.500000000e-06,2.625000000e-05,1.098239229e+03,6.271265901e+06
pi-1.50,2.708333333e-06,2.625000000e-05,1.098183724e+03,6.267966727e+06
pi-1.50,2.916666667e-06,2.625000000e-05,1.098119253e+03,6.263996257e+06
pi-1.50,3.125000000e-06,2.625000000e-05,1.098053806e+03,6.260021362e+06
pi-1.50,3.333333333e-06,2.625000000e-05,1.097980976e+03,6.255526159e+06
pi-1.50,3.541666667e-06,2.625000000e-05,1.097906491e+03,6.250974065e+06
pi-1.50,3.750000000e-06,2.625000000e-05,1.097824783e+03,6.245914321e+06
pi-1.50,3.958333333e-06,2.625000000e-05,1.097740021e+03,6.240681654e+06
pi-1.50,4.166666667e-06,2.625000000e-05,1.097651296e+03,6.235202327e+06
pi-1.50,4.375000000e-06,2.625000000e-05,1.097557211e+03,6.229368949e+06
pi-1.50,4.583333333e-06,2.625000000e-05,1.097458860e+03,6.223264676e+06
pi-1.50,4.791666667e-06,2.625000000e-05,1.097356344e+03,6.216899485e+06
pi-1.50,5.000000000e-06,2.625000000e-05,1.097249646e+03,6.210101427e+06
pi-1.50,5.208333333e-06,2.625000000e-05,1.097138044e+03,6.202626615e+06
pi-1.50,5.416666667e-06,2.625000000e-05,1.097022309e+03,6.195353747e+06
pi-1.50,5.625000000e-06,2.625000000e-05,1.096902390e+03,6.187823657e+06
pi-1.50,5.833333333e-06,2.625000000e-05,1.096778424e+03,6.180045805e+06
pi-1.50,6.041666667e-06,2.625000000e-05,1.096650558e+03,6.172029672e+06
pi-1.50,6.250000000e-06,2.625000000e-05,1.096517339e+03,6.163673881e+06
pi-1.50,6.458333333e-06,2.625000000e-05,1.096380610e+03,6.155111678e+06
pi-1.50,6.666666667e-06,2.625000000e-05,1.096240863e+03,6.146380749e+06
pi-1.50,6.875000000e-06,2.625000000e-05,1.096094851e+03,6.137236586e+06
pi-1.50,7.083333333e-06,2.625000000e-05,1.095947605e+03,6.128112184e+06
pi-1.50,7.291666667e-06,2.625000000e-05,1.095793132e+03,6.119120719e+06
pi-1.50,7.500000000e-06,2.625000000e-05,1.095638660e+03,6.110188951e+06
pi-1.50,7.708333333e-06,2.625000000e-05,1.095476140e+03,6.100842334e+06
pi-1.50,7.916666667e-06,2.625000000e-05,1.095313619e+03,6.091553680e+06
pi-1.50,8.125000000e-06,2.625000000e-05,1.095144174e+03,6.081255084e+06
pi-1.50,8.333333333e-06,2.625000000e-05,1.094973571e+03,6.070893328e+06
pi-1.50,8.541666667e-06,2.625000000e-05,1.094797182e+03,6.060151411e+06
pi-1.50,8.750000000e-06,2.625000000e-05,1.094618096e+03,6.049274368e+06
pi-1.50,8.958333333e-06,2.625000000e-05,1.094435880e+03,6.038228509e+06
pi-1.50,9.166666667e-06,2.625000000e-05,1.094249018e+03,6.026884555e+06
pi-1.50,9.375000000e-06,2.625000000e-05,1.094058858e+03,6.015360539e+06
pi-1.50,9.583333333e-06,2.625000000e-05,1.093865331e+03,6.003648752e+06
pi-1.50,9.791666667e-06,2.625000000e-05,1.093668389e+03,5.991743319e+06
pi-1.50,1.000000000e-05,2.625000000e-05,1.093468139e+03,5.979022805e+06
pi-1.50,1.020833333e-05,2.625000000e-05,1.093264027e+03,5.966184409e+06
pi-1.50,1.041666667e-05,2.625000000e-05,1.093056700e+03,5.953635460e+06
pi-1.50,1.062500000e-05,2.625000000e-05,1.092846165e+03,5.940925496e+06
pi-1.50,1.083333333e-05,2.625000000e-05,1.092632583e+03,5.928047266e+06
pi-1.50,1.104166667e-05,2.625000000e-05,1.092415651e+03,5.914987350e+06
pi-1.50,1.125000000e-05,2.625000000e-05,1.092195060e+03,5.901739767e+06
pi-1.50,1.145833333e-05,2.625000000e-05,1.091972017e+03,5.888372015e+06
pi-1.50,1.166666667e-05,2.625000000e-05,1.091745934e+03,5.874836419e+06
pi-1.50,1.187500000e-05,2.625000000e-05,1.091516148e+03,5.861110668e+06
pi-1.50,1.208333333e-05,2.625000000e-05,1.091284772e+03,5.847331114e+06
pi-1.50,1.229166667e-05,2.625000000e-05,1.091048689e+03,5.833285489e+06
pi-1.50,1.250000000e-05,2.625000000e-05,1.090811506e+03,5.819214162e+06
pi-1.50,1.270833333e-05,2.625000000e-05,1.090570065e+03,5.804919296e+06
pi-1.50,1.291666667e-05,2.625000000e-05,1.090326549e+03,5.790538268e+06
pi-1.50,1.312500000e-05,2.625000000e-05,1.090081310e+03,5.776092990e+06
pi-1.50,1.333333333e-05,2.625000000e-05,1.089830935e+03,5.761363514e+06
pi-1.50,1.354166667e-05,2.625000000e-05,1.089580560e+03,5.746677718e+06
pi-1.50,1.375000000e-05,2.625000000e-05,1.089326421e+03,5.731818572e+06
pi-1.50,1.395833333e-05,2.625000000e-05,1.089068677e+03,5.716792828e+06
pi-1.50,1.416666667e-05,2.625000000e-05,1.088810932e+03,5.701808168e+06
pi-1.50,1.437500000e-05,2.625000000e-05,1.088550006e+03,5.686671010e+06
pi-1.50,1.458333333e-05,2.625000000e-05,1.088284428e+03,5.671289375e+06
pi-1.50,1.479166667e-05,2.625000000e-05,1.088018850e+03,5.655946081e+06
pi-1.50,1.500000000e-05,2.625000000e-05,1.087753272e+03,5.640641440e+06
pi-1.50,1.520833333e-05,2.625000000e-05,1.087480335e+03,5.624992770e+06
pi-1.50,1.541666667e-05,2.625000000e-05,1.087206535e+03,5.609334361e+06
pi-1.50,1.562500000e-05,2.625000000e-05,1.086932735e+03,5.593711220e+06
pi-1.50,1.583333333e-05,2.625000000e-05,1.086658935e+03,5.578123643e+06
pi-1.50,1.604166667e-05,2.625000000e-05,1.086377340e+03,5.563022751e+06
pi-1.50,1.625000000e-05,2.625000000e-05,1.086095044e+03,5.547991013e+06
pi-1.50,1.645833333e-05,2.625000000e-05,1.085812748e+03,5.532987807e+06
pi-1.50,1.666666667e-05,2.625000000e-05,1.085530452e+03,5.518013366e+06
pi-1.50,1.687500000e-05,2.625000000e-05,1.085244756e+03,5.503082468e+06
pi-1.50,1.708333333e-05,2.625000000e-05,1.084954287e+03,5.488197775e+06
pi-1.50,1.729166667e-05,2.625000000e-05,1.084663817e+03,5.473337654e+06
pi-1.50,1.750000000e-05,2.625000000e-05,1.084373348e+03,5.458502306e+06
pi-1.50,1.770833333e-05,2.625000000e-05,1.084082878e+03,5.443691932e+06
pi-1.50,1.791666667e-05,2.625000000e-05,1.083786711e+03,5.427745506e+06
pi-1.50,1.812500000e-05,2.625000000e-05,1.083489330e+03,5.411577496e+06
pi-1.50,1.833333333e-05,2.625000000e-05,1.083191949e+03,5.395435365e+06
pi-1.50,1.854166667e-05,2.625000000e-05,1.082894568e+03,5.379319346e+06
pi-1.50,1.875000000e-05,2.625000000e-05,1.082593066e+03,5.363039792e+06
pi-1.50,1.895833333e-05,2.625000000e-05,1.082290257e+03,5.346723873e+06
pi-1.50,1.916666667e-05,2.625000000e-05,1.081987449e+03,5.330431551e+06
pi-1.50,1.937500000e-05,2.625000000e-05,1.081683904e+03,5.313973546e+06
pi-1.50,1.958333333e-05,2.625000000e-05,1.081376813e+03,5.296627861e+06
pi-1.50,1.979166667e-05,2.625000000e-05,1.081069723e+03,5.279306120e+06
pi-1.50,2.000000000e-05,2.625000000e-05,1.080762633e+03,5.262008560e+06
pi-1.50,2.020833333e-05,2.625000000e-05,1.080451942e+03,5.244647658e+06
pi-1.50,2.041666667e-05,2.625000000e-05,1.080141252e+03,5.227308413e+06
pi-1.50,2.062500000e-05,2.625000000e-05,1.079830561e+03,5.209991041e+06
pi-1.50,2.083333333e-05,2.625000000e-05,1.079517077e+03,5.193399811e+06
pi-1.50,2.104166667e-05,2.625000000e-05,1.079202977e+03,5.176981878e+06
pi-1.50,2.125000000e-05,2.625000000e-05,1.078888877e+03,5.160581590e+06
pi-1.50,2.145833333e-05,2.625000000e-05,1.078574048e+03,5.144199627e+06
pi-1.50,2.166666667e-05,2.625000000e-05,1.078256603e+03,5.127835926e+06
pi-1.50,2.187500000e-05,2.625000000e-05,1.077939159e+03,5.111487804e+06
pi-1.50,2.208333333e-05,2.625000000e-05,1.077621714e+03,5.095155413e+06
pi-1.50,2.229166667e-05,2.625000000e-05,1.077303831e+03,5.078844979e+06
pi-1.50,2.250000000e-05,2.625000000e-05,1.076983224e+03,5.062586821e+06
pi-1.50,2.270833333e-05,2.625000000e-05,1.076662616e+03,5.046342226e+06
pi-1.50,2.291666667e-05,2.625000000e-05,1.076342009e+03,5.030111325e+06
pi-1.50,2.312500000e-05,2.625000000e-05,1.076021402e+03,5.013894251e+06
pi-1.50,2.333333333e-05,2.625000000e-05,1.075699327e+03,4.997743749e+06
pi-1.50,2.354166667e-05,2.625000000e-05,1.075375889e+03,4.981654154e+06
pi-1.50,2.375000000e-05,2.625000000e-05,1.075052452e+03,4.965576141e+06
pi-1.50,2.395833333e-05,2.625000000e-05,1.074729014e+03,4.949509824e+06
pi-1.50,2.416666667e-05,2.625000000e-05,1.074405576e+03,4.933455316e+06
pi-1.50,2.437500000e-05,2.625000000e-05,1.074081472e+03,4.917463567e+06
pi-1.50,2.458333333e-05,2.625000000e-05,1.073755716e+03,4.901608002e+06
pi-1.50,2.479166667e-05,2.625000000e-05,1.073429959e+03,4.885761991e+06
pi-1.50,2.500000000e-05,2.625000000e-05,1.073104203e+03,4.869925629e+06
pi-1.50,0.000000000e+00,2.650000000e-05,1.096938519e+03,6.233522115e+06
pi-1.50,2.083333333e-07,2.650000000e-05,1.096933470e+03,6.233017115e+06
pi-1.50,4.166666667e-07,2.650000000e-05,1.096925921e+03,6.232386438e+06
pi-1.50,6.250000000e-07,2.650000000e-05,1.096913524e+03,6.231481188e+06
pi-1.50,8.333333333e-07,2.650000000e-05,1.096897031e+03,6.230315208e+06
pi-1.50,1.041666667e-06,2.650000000e-05,1.096875585e+03,6.228829807e+06
pi-1.50,1.250000000e-06,2.650000000e-05,1.096850979e+03,6.227197889e+06
pi-1.50,1.458333333e-06,2.650000000e-05,1.096819154e+03,6.225133698e+06
pi-1.50,1.666666667e-06,2.650000000e-05,1.096787329e+03,6.223140696e+06
pi-1.50,1.875000000e-06,2.650000000e-05,1.096745717e+03,6.220735915e+06
pi-1.50,2.083333333e-06,2.650000000e-05,1.096702495e+03,6.218313058e+06
pi-1.50,2.291666667e-06,2.650000000e-05,1.096656646e+03,6.215718453e+06
pi-1.50,2.500000000e-06,2.650000000e-05,1.096602394e+03,6.212448355e+06
pi-1.50,2.708333333e-06,2.650000000e-05,1.096548142e+03,6.209250333e+06
pi-1.50,2.916666667e-06,2.650000000e-05,1.096485123e+03,6.205401782e+06
pi-1.50,3.125000000e-06,2.650000000e-05,1.096421151e+03,6.201548657e+06
pi-1.50,3.333333333e-06,2.650000000e-05,1.096349958e+03,6.197191191e+06
pi-1.50,3.541666667e-06,2.650000000e-05,1.096277148e+03,6.192778321e+06
pi-1.50,3.750000000e-06,2.650000000e-05,1.096197273e+03,6.187873294e+06
pi-1.50,3.958333333e-06,2.650000000e-05,1.096114410e+03,6.182800393e+06
pi-1.50,4.166666667e-06,2.650000000e-05,1.096027671e+03,6.177488166e+06
pi-1.50,4.375000000e-06,2.650000000e-05,1.095935689e+03,6.171832495e+06
pi-1.50,4.583333333e-06,2.650000000e-05,1.095839532e+03,6.165913929e+06
pi-1.50,4.791666667e-06,2.650000000e-05,1.095739299e+03,6.159742113e+06
pi-1.50,5.000000000e-06,2.650000000e-05,1.095634974e+03,6.153150273e+06
pi-1.50,5.208333333e-06,2.650000000e-05,1.095525848e+03,6.145901821e+06
pi-1.50,5.416666667e-06,2.650000000e-05,1.095412677e+03,6.138848809e+06
pi-1.50,5.625000000e-06,2.650000000e-05,1.095295409e+03,6.131545952e+06
pi-1.50,5.833333333e-06,2.650000000e-05,1.095174179e+03,6.124002386e+06
pi-1.50,6.041666667e-06,2.650000000e-05,1.095049129e+03,6.116227281e+06
pi-1.50,6.250000000e-06,2.650000000e-05,1.094918836e+03,6.108122159e+06
pi-1.50,6.458333333e-06,2.650000000e-05,1.094785104e+03,6.099816306e+06
pi-1.50,6.666666667e-06,2.650000000e-05,1.094648416e+03,6.091346325e+06
pi-1.50,6.875000000e-06,2.650000000e-05,1.094505586e+03,6.082474636e+06
pi-1.50,7.083333333e-06,2.650000000e-05,1.094361548e+03,6.073621782e+06
pi-1.50,7.291666667e-06,2.650000000e-05,1.094210426e+03,6.064897003e+06
pi-1.50,7.500000000e-06,2.650000000e-05,1.094059304e+03,6.056229970e+06
pi-1.50,7.708333333e-06,2.650000000e-05,1.093900289e+03,6.047159338e+06
pi-1.50,7.916666667e-06,2.650000000e-05,1.093741273e+03,6.038144792e+06
pi-1.50,8.125000000e-06,2.650000000e-05,1.093575464e+03,6.028148914e+06
pi-1.50,8.333333333e-06,2.650000000e-05,1.093408518e+03,6.018091373e+06
pi-1.50,8.541666667e-06,2.650000000e-05,1.093235894e+03,6.007663603e+06
pi-1.50,8.750000000e-06,2.650000000e-05,1.093060621e+03,5.997103931e+06
pi-1.50,8.958333333e-06,2.650000000e-05,1.092882275e+03,5.986379572e+06
pi-1.50,9.166666667e-06,2.650000000e-05,1.092699366e+03,5.975364566e+06
pi-1.50,9.375000000e-06,2.650000000e-05,1.092513216e+03,5.964173742e+06
pi-1.50,9.583333333e-06,2.650000000e-05,1.092323757e+03,5.952799543e+06
pi-1.50,9.791666667e-06,2.650000000e-05,1.092130941e+03,5.941236182e+06
pi-1.50,1.000000000e-05,2.650000000e-05,1.091934873e+03,5.928879918e+06
pi-1.50,1.020833333e-05,2.650000000e-05,1.091735006e+03,5.916407582e+06
pi-1.50,1.041666667e-05,2.650000000e-05,1.091531977e+03,5.904215153e+06
pi-1.50,1.062500000e-05,2.650000000e-05,1.091325790e+03,5.891864989e+06
pi-1.50,1.083333333e-05,2.650000000e-05,1.091116604e+03,5.879350039e+06
pi-1.50,1.104166667e-05,2.650000000e-05,1.090904119e+03,5.866657062e+06
pi-1.50,1.125000000e-05,2.650000000e-05,1.090688030e+03,5.853779985e+06
pi-1.50,1.145833333e-05,2.650000000e-05,1.090469524e+03,5.840784885e+06
pi-1.50,1.166666667e-05,2.650000000e-05,1.090248024e+03,5.827625119e+06
pi-1.50,1.187500000e-05,2.650000000e-05,1.090022870e+03,5.814278473e+06
pi-1.50,1.208333333e-05,2.650000000e-05,1.089796150e+03,5.800878672e+06
pi-1.50,1.229166667e-05,2.650000000e-05,1.089564783e+03,5.787217367e+06
pi-1.50,1.250000000e-05,2.650000000e-05,1.089332333e+03,5.773530445e+06
pi-1.50,1.270833333e-05,2.650000000e-05,1.089095676e+03,5.759623345e+06
pi-1.50,1.291666667e-05,2.650000000e-05,1.088856972e+03,5.745631134e+06
pi-1.50,1.312500000e-05,2.650000000e-05,1.088616563e+03,5.731575190e+06
pi-1.50,1.333333333e-05,2.650000000e-05,1.088371078e+03,5.717239078e+06
pi-1.50,1.354166667e-05,2.650000000e-05,1.088125593e+03,5.702945527e+06
pi-1.50,1.375000000e-05,2.650000000e-05,1.087876383e+03,5.688480260e+06
pi-1.50,1.395833333e-05,2.650000000e-05,1.087623605e+03,5.673850011e+06
pi-1.50,1.416666667e-05,2.650000000e-05,1.087370826e+03,5.659259832e+06
pi-1.50,1.437500000e-05,2.650000000e-05,1.087114896e+03,5.644518318e+06
pi-1.50,1.458333333e-05,2.650000000e-05,1.086854354e+03,5.629534599e+06
pi-1.50,1.479166667e-05,2.650000000e-05,1.086593813e+03,5.614588317e+06
pi-1.50,1.500000000e-05,2.650000000e-05,1.086333272e+03,5.599679772e+06
pi-1.50,1.520833333e-05,2.650000000e-05,1.086065426e+03,5.584428503e+06
pi-1.50,1.541666667e-05,2.650000000e-05,1.085796723e+03,5.569166973e+06
pi-1.50,1.562500000e-05,2.650000000e-05,1.085528020e+03,5.553939926e+06
pi-1.50,1.583333333e-05,2.650000000e-05,1.085259317e+03,5.538747644e+06
pi-1.50,1.604166667e-05,2.650000000e-05,1.084982859e+03,5.524021515e+06
pi-1.50,1.625000000e-05,2.650000000e-05,1.084705705e+03,5.509362172e+06
pi-1.50,1.645833333e-05,2.650000000e-05,1.084428551e+03,5.494730766e+06
pi-1.50,1.666666667e-05,2.650000000e-05,1.084151396e+03,5.480127522e+06
pi-1.50,1.687500000e-05,2.650000000e-05,1.083870851e+03,5.465563083e+06
pi-1.50,1.708333333e-05,2.650000000e-05,1.083585544e+03,5.451038548e+06
pi-1.50,1.729166667e-05,2.650000000e-05,1.083300238e+03,5.436538111e+06
pi-1.50,1.750000000e-05,2.650000000e-05,1.083014931e+03,5.422061963e+06
pi-1.50,1.770833333e-05,2.650000000e-05,1.082729625e+03,5.407610301e+06
pi-1.50,1.791666667e-05,2.650000000e-05,1.082438618e+03,5.392041934e+06
pi-1.50,1.812500000e-05,2.650000000e-05,1.082146398e+03,5.376255747e+06
pi-1.50,1.833333333e-05,2.650000000e-05,1.081854178e+03,5.360494977e+06
pi-1.50,1.854166667e-05,2.650000000e-05,1.081561958e+03,5.344759848e+06
pi-1.50,1.875000000e-05,2.650000000e-05,1.081265602e+03,5.328857662e+06
pi-1.50,1.895833333e-05,2.650000000e-05,1.080967935e+03,5.312917755e+06
pi-1.50,1.916666667e-05,2.650000000e-05,1.080670269e+03,5.297001058e+06
pi-1.50,1.937500000e-05,2.650000000e-05,1.080371860e+03,5.280920940e+06
pi-1.50,1.958333333e-05,2.650000000e-05,1.080069883e+03,5.263965549e+06
pi-1.50,1.979166667e-05,2.650000000e-05,1.079767906e+03,5.247033745e+06
pi-1.50,2.000000000e-05,2.650000000e-05,1.079465929e+03,5.230125758e+06
pi-1.50,2.020833333e-05,2.650000000e-05,1.079160315e+03,5.213146077e+06
pi-1.50,2.041666667e-05,2.650000000e-05,1.078854701e+03,5.196187763e+06
pi-1.50,2.062500000e-05,2.650000000e-05,1.078549087e+03,5.179251026e+06
pi-1.50,2.083333333e-05,2.650000000e-05,1.078240640e+03,5.163016845e+06
pi-1.50,2.104166667e-05,2.650000000e-05,1.077931569e+03,5.146950607e+06
pi-1.50,2.125000000e-05,2.650000000e-05,1.077622498e+03,5.130901804e+06
pi-1.50,2.145833333e-05,2.650000000e-05,1.077312683e+03,5.114868885e+06
pi-1.50,2.166666667e-05,2.650000000e-05,1.077000203e+03,5.098846073e+06
pi-1.50,2.187500000e-05,2.650000000e-05,1.076687723e+03,5.082838683e+06
pi-1.50,2.208333333e-05,2.650000000e-05,1.076375243e+03,5.066846861e+06
pi-1.50,2.229166667e-05,2.650000000e-05,1.076062312e+03,5.050875137e+06
pi-1.50,2.250000000e-05,2.650000000e-05,1.075746586e+03,5.034945041e+06
pi-1.50,2.270833333e-05,2.650000000e-05,1.075430860e+03,5.019028396e+06
pi-1.50,2.291666667e-05,2.650000000e-05,1.075115134e+03,5.003125331e+06
pi-1.50,2.312500000e-05,2.650000000e-05,1.074799407e+03,4.987235976e+06
pi-1.50,2.333333333e-05,2.650000000e-05,1.074482158e+03,4.971405553e+06
pi-1.50,2.354166667e-05,2.650000000e-05,1.074163494e+03,4.955628980e+06
pi-1.50,2.375000000e-05,2.650000000e-05,1.073844831e+03,4.939863921e+06
pi-1.50,2.395833333e-05,2.650000000e-05,1.073526168e+03,4.924110486e+06
pi-1.50,2.416666667e-05,2.650000000e-05,1.073207505e+03,4.908368787e+06
pi-1.50,2.437500000e-05,2.650000000e-05,1.072888136e+03,4.892684882e+06
pi-1.50,2.458333333e-05,2.650000000e-05,1.072567022e+03,4.877125012e+06
pi-1.50,2.479166667e-05,2.650000000e-05,1.072245908e+03,4.861574666e+06
pi-1.50,2.500000000e-05,2.650000000e-05,1.071924794e+03,4.846033934e+06
pi-1.50,0.000000000e+00,2.675000000e-05,1.095353844e+03,6.178700989e+06
pi-1.50,2.083333333e-07,2.675000000e-05,1.095348899e+03,6.178210269e+06
pi-1.50,4.166666667e-07,2.675000000e-05,1.095341508e+03,6.177597305e+06
pi-1.50,6.250000000e-07,2.675000000e-05,1.095329369e+03,6.176717431e+06
pi-1.50,8.333333333e-07,2.675000000e-05,1.095313220e+03,6.175584075e+06
pi-1.50,1.041666667e-06,2.675000000e-05,1.095292220e+03,6.174140200e+06
pi-1.50,1.250000000e-06,2.675000000e-05,1.095268126e+03,6.172553764e+06
pi-1.50,1.458333333e-06,2.675000000e-05,1.095236963e+03,6.170547266e+06
pi-1.50,1.666666667e-06,2.675000000e-05,1.095205800e+03,6.168609648e+06
pi-1.50,1.875000000e-06,2.675000000e-05,1.095165052e+03,6.166271966e+06
pi-1.50,2.083333333e-06,2.675000000e-05,1.095122728e+03,6.163916530e+06
