# Potential und Feldstaerke in einem festen Fenster, identisch fuer jede
# vorgeschriebene Form.  Punkte im Leiter tragen kein Feld und sind leer.
shape,r_m,z_m,phi_V,E_V_per_m
pi+0.00,1.895833333e-05,-9.500000000e-06,1.317739287e+03,1.215934373e+07
pi+0.00,1.916666667e-05,-9.500000000e-06,1.315379174e+03,1.200438122e+07
pi+0.00,1.937500000e-05,-9.500000000e-06,1.313099012e+03,1.185102635e+07
pi+0.00,1.958333333e-05,-9.500000000e-06,1.310888543e+03,1.169908605e+07
pi+0.00,1.979166667e-05,-9.500000000e-06,1.308678074e+03,1.154738763e+07
pi+0.00,2.000000000e-05,-9.500000000e-06,1.306467605e+03,1.139594076e+07
pi+0.00,2.020833333e-05,-9.500000000e-06,1.304317560e+03,1.125057549e+07
pi+0.00,2.041666667e-05,-9.500000000e-06,1.302227181e+03,1.111117950e+07
pi+0.00,2.062500000e-05,-9.500000000e-06,1.300136801e+03,1.097199788e+07
pi+0.00,2.083333333e-05,-9.500000000e-06,1.298046422e+03,1.083303888e+07
pi+0.00,2.104166667e-05,-9.500000000e-06,1.296048335e+03,1.069650708e+07
pi+0.00,2.125000000e-05,-9.500000000e-06,1.294055549e+03,1.056031180e+07
pi+0.00,2.145833333e-05,-9.500000000e-06,1.292062763e+03,1.042433431e+07
pi+0.00,2.166666667e-05,-9.500000000e-06,1.290138105e+03,1.029601181e+07
pi+0.00,2.187500000e-05,-9.500000000e-06,1.288230478e+03,1.016973647e+07
pi+0.00,2.208333333e-05,-9.500000000e-06,1.286322852e+03,1.004365325e+07
pi+0.00,2.229166667e-05,-9.500000000e-06,1.284469814e+03,9.927271874e+06
pi+0.00,2.250000000e-05,-9.500000000e-06,1.282646729e+03,9.816261738e+06
pi+0.00,2.270833333e-05,-9.500000000e-06,1.280823644e+03,9.705403624e+06
pi+0.00,2.291666667e-05,-9.500000000e-06,1.279007167e+03,9.595302041e+06
pi+0.00,2.312500000e-05,-9.500000000e-06,1.277272655e+03,9.492776375e+06
pi+0.00,2.333333333e-05,-9.500000000e-06,1.275538143e+03,9.390382542e+06
pi+0.00,2.354166667e-05,-9.500000000e-06,1.273803631e+03,9.288124901e+06
pi+0.00,2.375000000e-05,-9.500000000e-06,1.272071807e+03,9.186243867e+06
pi+0.00,2.395833333e-05,-9.500000000e-06,1.270429366e+03,9.092332403e+06
pi+0.00,2.416666667e-05,-9.500000000e-06,1.268786925e+03,8.998536272e+06
pi+0.00,2.437500000e-05,-9.500000000e-06,1.267144483e+03,8.904859119e+06
pi+0.00,2.458333333e-05,-9.500000000e-06,1.265502042e+03,8.811304738e+06
pi+0.00,2.479166667e-05,-9.500000000e-06,1.263902083e+03,8.721482587e+06
pi+0.00,2.500000000e-05,-9.500000000e-06,1.262354518e+03,8.636214439e+06
pi+0.00,0.000000000e+00,-9.250000000e-06,,
pi+0.00,2.083333333e-07,-9.250000000e-06,,
pi+0.00,4.166666667e-07,-9.250000000e-06,,
pi+0.00,6.250000000e-07,-9.250000000e-06,,
pi+0.00,8.333333333e-07,-9.250000000e-06,,
pi+0.00,1.041666667e-06,-9.250000000e-06,,
pi+0.00,1.250000000e-06,-9.250000000e-06,,
pi+0.00,1.458333333e-06,-9.250000000e-06,,
pi+0.00,1.666666667e-06,-9.250000000e-06,,
pi+0.00,1.875000000e-06,-9.250000000e-06,,
pi+0.00,2.083333333e-06,-9.250000000e-06,,
pi+0.00,2.291666667e-06,-9.250000000e-06,,
pi+0.00,2.500000000e-06,-9.250000000e-06,,
pi+0.00,2.708333333e-06,-9.250000000e-06,,
pi+0.00,2.916666667e-06,-9.250000000e-06,,
pi+0.00,3.125000000e-06,-9.250000000e-06,,
pi+0.00,3.333333333e-06,-9.250000000e-06,,
pi+0.00,3.541666667e-06,-9.250000000e-06,,
pi+0.00,3.750000000e-06,-9.250000000e-06,,
pi+0.00,3.958333333e-06,-9.250000000e-06,,
pi+0.00,4.166666667e-06,-9.250000000e-06,,
pi+0.00,4.375000000e-06,-9.250000000e-06,,
pi+0.00,4.583333333e-06,-9.250000000e-06,,
pi+0.00,4.791666667e-06,-9.250000000e-06,,
pi+0.00,5.000000000e-06,-9.250000000e-06,1.500000000e+03,1.666104330e+07
pi+0.00,5.208333333e-06,-9.250000000e-06,1.496525544e+03,1.628307469e+07
pi+0.00,5.416666667e-06,-9.250000000e-06,1.493196524e+03,1.565622717e+07
pi+0.00,5.625000000e-06,-9.250000000e-06,1.489998340e+03,1.506829327e+07
pi+0.00,5.833333333e-06,-9.250000000e-06,1.486910885e+03,1.451668196e+07
pi+0.00,6.041666667e-06,-9.250000000e-06,1.483908382e+03,1.399250877e+07
pi+0.00,6.250000000e-06,-9.250000000e-06,1.481060763e+03,1.351448181e+07
pi+0.00,6.458333333e-06,-9.250000000e-06,1.478280139e+03,1.305582393e+07
pi+0.00,6.666666667e-06,-9.250000000e-06,1.475601043e+03,1.262599153e+07
pi+0.00,6.875000000e-06,-9.250000000e-06,1.473011279e+03,1.221927659e+07
pi+0.00,7.083333333e-06,-9.250000000e-06,1.470504006e+03,1.183393362e+07
pi+0.00,7.291666667e-06,-9.250000000e-06,1.468066434e+03,1.146559273e+07
pi+0.00,7.500000000e-06,-9.250000000e-06,1.465733490e+03,1.112220353e+07
pi+0.00,7.708333333e-06,-9.250000000e-06,1.463401378e+03,1.078003004e+07
pi+0.00,7.916666667e-06,-9.250000000e-06,1.461244538e+03,1.049382149e+07
pi+0.00,8.125000000e-06,-9.250000000e-06,1.459087697e+03,1.020837637e+07
pi+0.00,8.333333333e-06,-9.250000000e-06,1.456980909e+03,9.932270091e+06
pi+0.00,8.541666667e-06,-9.250000000e-06,1.454990912e+03,9.676774808e+06
pi+0.00,8.750000000e-06,-9.250000000e-06,1.453000914e+03,9.422016854e+06
pi+0.00,8.958333333e-06,-9.250000000e-06,1.451095203e+03,9.172250745e+06
pi+0.00,9.166666667e-06,-9.250000000e-06,1.449246798e+03,8.926105822e+06
pi+0.00,9.375000000e-06,-9.250000000e-06,1.447421312e+03,8.684556408e+06
pi+0.00,9.583333333e-06,-9.250000000e-06,1.445687406e+03,8.458882017e+06
pi+0.00,9.791666667e-06,-9.250000000e-06,1.443961017e+03,8.235138248e+06
pi+0.00,1.000000000e-05,-9.250000000e-06,1.442320975e+03,8.025877523e+06
pi+0.00,1.020833333e-05,-9.250000000e-06,1.440696674e+03,7.819621817e+06
pi+0.00,1.041666667e-05,-9.250000000e-06,1.439134382e+03,7.623206401e+06
pi+0.00,1.062500000e-05,-9.250000000e-06,1.437607282e+03,7.432637192e+06
pi+0.00,1.083333333e-05,-9.250000000e-06,1.436113872e+03,7.247627635e+06
pi+0.00,1.104166667e-05,-9.250000000e-06,1.434671189e+03,7.070474715e+06
pi+0.00,1.125000000e-05,-9.250000000e-06,1.433264200e+03,6.898878180e+06
pi+0.00,1.145833333e-05,-9.250000000e-06,1.431892232e+03,6.777035143e+06
pi+0.00,1.166666667e-05,-9.250000000e-06,1.428687587e+03,2.154635039e+07
pi+0.00,1.187500000e-05,-9.250000000e-06,1.424315455e+03,2.115189644e+07
pi+0.00,1.208333333e-05,-9.250000000e-06,1.420038434e+03,2.073617593e+07
pi+0.00,1.229166667e-05,-9.250000000e-06,1.415855434e+03,2.033414240e+07
pi+0.00,1.250000000e-05,-9.250000000e-06,1.411761293e+03,1.994508047e+07
pi+0.00,1.270833333e-05,-9.250000000e-06,1.407745519e+03,1.956761817e+07
pi+0.00,1.291666667e-05,-9.250000000e-06,1.403790933e+03,1.919936599e+07
pi+0.00,1.312500000e-05,-9.250000000e-06,1.399956643e+03,1.884720124e+07
pi+0.00,1.333333333e-05,-9.250000000e-06,1.396170971e+03,1.850217968e+07
pi+0.00,1.354166667e-05,-9.250000000e-06,1.392469146e+03,1.816885358e+07
pi+0.00,1.375000000e-05,-9.250000000e-06,1.388837376e+03,1.784500250e+07
pi+0.00,1.395833333e-05,-9.250000000e-06,1.385277541e+03,1.753080209e+07
pi+0.00,1.416666667e-05,-9.250000000e-06,1.381774043e+03,1.722425381e+07
pi+0.00,1.437500000e-05,-9.250000000e-06,1.378365449e+03,1.693005503e+07
pi+0.00,1.458333333e-05,-9.250000000e-06,1.374956855e+03,1.663649444e+07
pi+0.00,1.479166667e-05,-9.250000000e-06,1.371703591e+03,1.636200213e+07
pi+0.00,1.500000000e-05,-9.250000000e-06,1.368454973e+03,1.608862439e+07
pi+0.00,1.520833333e-05,-9.250000000e-06,1.365248789e+03,1.582088653e+07
pi+0.00,1.541666667e-05,-9.250000000e-06,1.362168140e+03,1.556861499e+07
pi+0.00,1.562500000e-05,-9.250000000e-06,1.359087491e+03,1.531684700e+07
pi+0.00,1.583333333e-05,-9.250000000e-06,1.356037112e+03,1.506899015e+07
pi+0.00,1.604166667e-05,-9.250000000e-06,1.353131256e+03,1.483775582e+07
pi+0.00,1.625000000e-05,-9.250000000e-06,1.350225400e+03,1.460696001e+07
pi+0.00,1.645833333e-05,-9.250000000e-06,1.347319544e+03,1.437662383e+07
pi+0.00,1.666666667e-05,-9.250000000e-06,1.344538163e+03,1.416077070e+07
pi+0.00,1.687500000e-05,-9.250000000e-06,1.341812554e+03,1.395157855e+07
pi+0.00,1.708333333e-05,-9.250000000e-06,1.339086945e+03,1.374276993e+07
pi+0.00,1.729166667e-05,-9.250000000e-06,1.336361336e+03,1.353436259e+07
pi+0.00,1.750000000e-05,-9.250000000e-06,1.333772938e+03,1.334849429e+07
pi+0.00,1.770833333e-05,-9.250000000e-06,1.331231412e+03,1.317048195e+07
pi+0.00,1.791666667e-05,-9.250000000e-06,1.328689886e+03,1.299276159e+07
pi+0.00,1.812500000e-05,-9.250000000e-06,1.326148360e+03,1.281534538e+07
pi+0.00,1.833333333e-05,-9.250000000e-06,1.323656392e+03,1.264375992e+07
pi+0.00,1.854166667e-05,-9.250000000e-06,1.321291632e+03,1.248659216e+07
pi+0.00,1.875000000e-05,-9.250000000e-06,1.318926872e+03,1.232966191e+07
pi+0.00,1.895833333e-05,-9.250000000e-06,1.316562112e+03,1.217297835e+07
pi+0.00,1.916666667e-05,-9.250000000e-06,1.314197352e+03,1.201655113e+07
pi+0.00,1.937500000e-05,-9.250000000e-06,1.311942202e+03,1.186231278e+07
pi+0.00,1.958333333e-05,-9.250000000e-06,1.309728394e+03,1.170904066e+07
pi+0.00,1.979166667e-05,-9.250000000e-06,1.307514586e+03,1.155601353e+07
pi+0.00,2.000000000e-05,-9.250000000e-06,1.305300778e+03,1.140324124e+07
pi+0.00,2.020833333e-05,-9.250000000e-06,1.303170979e+03,1.125889491e+07
pi+0.00,2.041666667e-05,-9.250000000e-06,1.301078203e+03,1.111836345e+07
pi+0.00,2.062500000e-05,-9.250000000e-06,1.298985426e+03,1.097804853e+07
pi+0.00,2.083333333e-05,-9.250000000e-06,1.296906001e+03,1.083828915e+07
pi+0.00,2.104166667e-05,-9.250000000e-06,1.294911509e+03,1.070084911e+07
pi+0.00,2.125000000e-05,-9.250000000e-06,1.292917016e+03,1.056362036e+07
pi+0.00,2.145833333e-05,-9.250000000e-06,1.290922524e+03,1.042661123e+07
pi+0.00,2.166666667e-05,-9.250000000e-06,1.289012837e+03,1.029915473e+07
pi+0.00,2.187500000e-05,-9.250000000e-06,1.287104052e+03,1.017198398e+07
pi+0.00,2.208333333e-05,-9.250000000e-06,1.285195268e+03,1.004500660e+07
pi+0.00,2.229166667e-05,-9.250000000e-06,1.283357442e+03,9.930645735e+06
pi+0.00,2.250000000e-05,-9.250000000e-06,1.281533691e+03,9.818899979e+06
pi+0.00,2.270833333e-05,-9.250000000e-06,1.279709940e+03,9.707306896e+06
pi+0.00,2.291666667e-05,-9.250000000e-06,1.277909570e+03,9.598009188e+06
pi+0.00,2.312500000e-05,-9.250000000e-06,1.276174854e+03,9.494854291e+06
pi+0.00,2.333333333e-05,-9.250000000e-06,1.274440137e+03,9.391831551e+06
pi+0.00,2.354166667e-05,-9.250000000e-06,1.272705421e+03,9.288945364e+06
pi+0.00,2.375000000e-05,-9.250000000e-06,1.270990710e+03,9.187969633e+06
pi+0.00,2.395833333e-05,-9.250000000e-06,1.269348484e+03,9.093529803e+06
pi+0.00,2.416666667e-05,-9.250000000e-06,1.267706259e+03,8.999205394e+06
pi+0.00,2.437500000e-05,-9.250000000e-06,1.266064034e+03,8.905000075e+06
pi+0.00,2.458333333e-05,-9.250000000e-06,1.264421808e+03,8.810917665e+06
pi+0.00,2.479166667e-05,-9.250000000e-06,1.262839953e+03,8.722126831e+06
pi+0.00,2.500000000e-05,-9.250000000e-06,1.261292974e+03,8.636423748e+06
pi+0.00,0.000000000e+00,-9.000000000e-06,,
pi+0.00,2.083333333e-07,-9.000000000e-06,,
pi+0.00,4.166666667e-07,-9.000000000e-06,,
pi+0.00,6.250000000e-07,-9.000000000e-06,,
pi+0.00,8.333333333e-07,-9.000000000e-06,,
pi+0.00,1.041666667e-06,-9.000000000e-06,,
pi+0.00,1.250000000e-06,-9.000000000e-06,,
pi+0.00,1.458333333e-06,-9.000000000e-06,,
pi+0.00,1.666666667e-06,-9.000000000e-06,,
pi+0.00,1.875000000e-06,-9.000000000e-06,,
pi+0.00,2.083333333e-06,-9.000000000e-06,,
pi+0.00,2.291666667e-06,-9.000000000e-06,,
pi+0.00,2.500000000e-06,-9.000000000e-06,,
pi+0.00,2.708333333e-06,-9.000000000e-06,,
pi+0.00,2.916666667e-06,-9.000000000e-06,,
pi+0.00,3.125000000e-06,-9.000000000e-06,,
pi+0.00,3.333333333e-06,-9.000000000e-06,,
pi+0.00,3.541666667e-06,-9.000000000e-06,,
pi+0.00,3.750000000e-06,-9.000000000e-06,,
pi+0.00,3.958333333e-06,-9.000000000e-06,,
pi+0.00,4.166666667e-06,-9.000000000e-06,,
pi+0.00,4.375000000e-06,-9.000000000e-06,,
pi+0.00,4.583333333e-06,-9.000000000e-06,,
pi+0.00,4.791666667e-06,-9.000000000e-06,,
pi+0.00,5.000000000e-06,-9.000000000e-06,1.500000000e+03,1.681768655e+07
pi+0.00,5.208333333e-06,-9.000000000e-06,1.496493561e+03,1.643605370e+07
pi+0.00,5.416666667e-06,-9.000000000e-06,1.493134026e+03,1.580111325e+07
pi+0.00,5.625000000e-06,-9.000000000e-06,1.489907072e+03,1.520745534e+07
pi+0.00,5.833333333e-06,-9.000000000e-06,1.486792825e+03,1.465057386e+07
pi+0.00,6.041666667e-06,-9.000000000e-06,1.483765657e+03,1.412160268e+07
pi+0.00,6.250000000e-06,-9.000000000e-06,1.480889169e+03,1.363734810e+07
pi+0.00,6.458333333e-06,-9.000000000e-06,1.478087334e+03,1.317450940e+07
pi+0.00,6.666666667e-06,-9.000000000e-06,1.475380670e+03,1.273865124e+07
pi+0.00,6.875000000e-06,-9.000000000e-06,1.472773508e+03,1.232831919e+07
pi+0.00,7.083333333e-06,-9.000000000e-06,1.470240217e+03,1.193715959e+07
pi+0.00,7.291666667e-06,-9.000000000e-06,1.467789248e+03,1.156582444e+07
pi+0.00,7.500000000e-06,-9.000000000e-06,1.465432108e+03,1.121684956e+07
pi+0.00,7.708333333e-06,-9.000000000e-06,1.463090560e+03,1.087380001e+07
pi+0.00,7.916666667e-06,-9.000000000e-06,1.460911624e+03,1.058258763e+07
pi+0.00,8.125000000e-06,-9.000000000e-06,1.458732689e+03,1.029221074e+07
pi+0.00,8.333333333e-06,-9.000000000e-06,1.456621386e+03,1.001412232e+07
pi+0.00,8.541666667e-06,-9.000000000e-06,1.454611532e+03,9.753919616e+06
pi+0.00,8.750000000e-06,-9.000000000e-06,1.452601678e+03,9.494524512e+06
pi+0.00,8.958333333e-06,-9.000000000e-06,1.450694195e+03,9.240856460e+06
pi+0.00,9.166666667e-06,-9.000000000e-06,1.448828019e+03,8.989982912e+06
pi+0.00,9.375000000e-06,-9.000000000e-06,1.447000534e+03,8.746309949e+06
pi+0.00,9.583333333e-06,-9.000000000e-06,1.445250664e+03,8.516109153e+06
pi+0.00,9.791666667e-06,-9.000000000e-06,1.443522367e+03,8.290113790e+06
pi+0.00,1.000000000e-05,-9.000000000e-06,1.441867919e+03,8.076521983e+06
pi+0.00,1.020833333e-05,-9.000000000e-06,1.440241973e+03,7.867844449e+06
pi+0.00,1.041666667e-05,-9.000000000e-06,1.438666610e+03,7.667271131e+06
pi+0.00,1.062500000e-05,-9.000000000e-06,1.437138193e+03,7.474272649e+06
pi+0.00,1.083333333e-05,-9.000000000e-06,1.435642822e+03,7.286690339e+06
pi+0.00,1.104166667e-05,-9.000000000e-06,1.434189186e+03,7.105648950e+06
pi+0.00,1.125000000e-05,-9.000000000e-06,1.432780665e+03,6.931479653e+06
pi+0.00,1.145833333e-05,-9.000000000e-06,1.431406793e+03,6.822176285e+06
pi+0.00,1.166666667e-05,-9.000000000e-06,1.427557616e+03,2.167302463e+07
pi+0.00,1.187500000e-05,-9.000000000e-06,1.423177804e+03,2.123900775e+07
pi+0.00,1.208333333e-05,-9.000000000e-06,1.418886798e+03,2.081906739e+07
pi+0.00,1.229166667e-05,-9.000000000e-06,1.414681723e+03,2.041166749e+07
pi+0.00,1.250000000e-05,-9.000000000e-06,1.410580030e+03,2.001926565e+07
pi+0.00,1.270833333e-05,-9.000000000e-06,1.406559908e+03,1.963897599e+07
pi+0.00,1.291666667e-05,-9.000000000e-06,1.402603903e+03,1.926808779e+07
pi+0.00,1.312500000e-05,-9.000000000e-06,1.398745435e+03,1.891044384e+07
pi+0.00,1.333333333e-05,-9.000000000e-06,1.394963099e+03,1.856359155e+07
pi+0.00,1.354166667e-05,-9.000000000e-06,1.391239329e+03,1.822517540e+07
pi+0.00,1.375000000e-05,-9.000000000e-06,1.387615310e+03,1.790000211e+07
pi+0.00,1.395833333e-05,-9.000000000e-06,1.384035867e+03,1.758111009e+07
pi+0.00,1.416666667e-05,-9.000000000e-06,1.380543974e+03,1.727379376e+07
pi+0.00,1.437500000e-05,-9.000000000e-06,1.377118183e+03,1.697532141e+07
pi+0.00,1.458333333e-05,-9.000000000e-06,1.373719635e+03,1.668076819e+07
pi+0.00,1.479166667e-05,-9.000000000e-06,1.370456270e+03,1.640298398e+07
pi+0.00,1.500000000e-05,-9.000000000e-06,1.367192905e+03,1.612578168e+07
pi+0.00,1.520833333e-05,-9.000000000e-06,1.364006021e+03,1.585834867e+07
pi+0.00,1.541666667e-05,-9.000000000e-06,1.360913068e+03,1.560269637e+07
pi+0.00,1.562500000e-05,-9.000000000e-06,1.357820114e+03,1.534756294e+07
pi+0.00,1.583333333e-05,-9.000000000e-06,1.354792479e+03,1.510033017e+07
pi+0.00,1.604166667e-05,-9.000000000e-06,1.351876700e+03,1.486616706e+07
pi+0.00,1.625000000e-05,-9.000000000e-06,1.348960920e+03,1.463245375e+07
pi+0.00,1.645833333e-05,-9.000000000e-06,1.346045141e+03,1.439921213e+07
pi+0.00,1.666666667e-05,-9.000000000e-06,1.343290934e+03,1.418479338e+07
pi+0.00,1.687500000e-05,-9.000000000e-06,1.340557663e+03,1.397313184e+07
pi+0.00,1.708333333e-05,-9.000000000e-06,1.337824392e+03,1.376186193e+07
pi+0.00,1.729166667e-05,-9.000000000e-06,1.335091121e+03,1.355100197e+07
pi+0.00,1.750000000e-05,-9.000000000e-06,1.332532702e+03,1.336892434e+07
pi+0.00,1.770833333e-05,-9.000000000e-06,1.329985598e+03,1.318897123e+07
pi+0.00,1.791666667e-05,-9.000000000e-06,1.327438495e+03,1.300931478e+07
pi+0.00,1.812500000e-05,-9.000000000e-06,1.324891391e+03,1.282996745e+07
pi+0.00,1.833333333e-05,-9.000000000e-06,1.322428774e+03,1.266041952e+07
pi+0.00,1.854166667e-05,-9.000000000e-06,1.320060208e+03,1.250167987e+07
pi+0.00,1.875000000e-05,-9.000000000e-06,1.317691642e+03,1.234318049e+07
pi+0.00,1.895833333e-05,-9.000000000e-06,1.315323077e+03,1.218493075e+07
pi+0.00,1.916666667e-05,-9.000000000e-06,1.312954511e+03,1.202694051e+07
pi+0.00,1.937500000e-05,-9.000000000e-06,1.310725730e+03,1.187180069e+07
pi+0.00,1.958333333e-05,-9.000000000e-06,1.308509441e+03,1.171713080e+07
pi+0.00,1.979166667e-05,-9.000000000e-06,1.306293151e+03,1.156270805e+07
pi+0.00,2.000000000e-05,-9.000000000e-06,1.304076861e+03,1.140854250e+07
pi+0.00,2.020833333e-05,-9.000000000e-06,1.301968517e+03,1.126524579e+07
pi+0.00,2.041666667e-05,-9.000000000e-06,1.299874189e+03,1.112353924e+07
pi+0.00,2.062500000e-05,-9.000000000e-06,1.297779861e+03,1.098205053e+07
pi+0.00,2.083333333e-05,-9.000000000e-06,1.295717794e+03,1.084161968e+07
pi+0.00,2.104166667e-05,-9.000000000e-06,1.293722420e+03,1.070312226e+07
pi+0.00,2.125000000e-05,-9.000000000e-06,1.291727047e+03,1.056483698e+07
pi+0.00,2.145833333e-05,-9.000000000e-06,1.289747103e+03,1.042849075e+07
pi+0.00,2.166666667e-05,-9.000000000e-06,1.287837956e+03,1.030022910e+07
pi+0.00,2.187500000e-05,-9.000000000e-06,1.285928809e+03,1.017215412e+07
pi+0.00,2.208333333e-05,-9.000000000e-06,1.284021651e+03,1.004462377e+07
pi+0.00,2.229166667e-05,-9.000000000e-06,1.282197996e+03,9.931996451e+06
pi+0.00,2.250000000e-05,-9.000000000e-06,1.280374341e+03,9.819516707e+06
pi+0.00,2.270833333e-05,-9.000000000e-06,1.278550686e+03,9.707189666e+06
pi+0.00,2.291666667e-05,-9.000000000e-06,1.276767337e+03,9.598741091e+06
pi+0.00,2.312500000e-05,-9.000000000e-06,1.275033135e+03,9.494966337e+06
pi+0.00,2.333333333e-05,-9.000000000e-06,1.273298934e+03,9.391323538e+06
pi+0.00,2.354166667e-05,-9.000000000e-06,1.271564732e+03,9.287817112e+06
pi+0.00,2.375000000e-05,-9.000000000e-06,1.269867988e+03,9.187795938e+06
pi+0.00,2.395833333e-05,-9.000000000e-06,1.268226647e+03,9.092842587e+06
pi+0.00,2.416666667e-05,-9.000000000e-06,1.266585306e+03,8.998004306e+06
pi+0.00,2.437500000e-05,-9.000000000e-06,1.264943965e+03,8.903284771e+06
pi+0.00,2.458333333e-05,-9.000000000e-06,1.263302624e+03,8.808687815e+06
pi+0.00,2.479166667e-05,-9.000000000e-06,1.261739633e+03,8.720981627e+06
pi+0.00,2.500000000e-05,-9.000000000e-06,1.260193852e+03,8.634861844e+06
pi+0.00,0.000000000e+00,-8.750000000e-06,,
pi+0.00,2.083333333e-07,-8.750000000e-06,,
pi+0.00,4.166666667e-07,-8.750000000e-06,,
pi+0.00,6.250000000e-07,-8.750000000e-06,,
pi+0.00,8.333333333e-07,-8.750000000e-06,,
pi+0.00,1.041666667e-06,-8.750000000e-06,,
pi+0.00,1.250000000e-06,-8.750000000e-06,,
pi+0.00,1.458333333e-06,-8.750000000e-06,,
pi+0.00,1.666666667e-06,-8.750000000e-06,,
pi+0.00,1.875000000e-06,-8.750000000e-06,,
pi+0.00,2.083333333e-06,-8.750000000e-06,,
pi+0.00,2.291666667e-06,-8.750000000e-06,,
pi+0.00,2.500000000e-06,-8.750000000e-06,,
pi+0.00,2.708333333e-06,-8.750000000e-06,,
pi+0.00,2.916666667e-06,-8.750000000e-06,,
pi+0.00,3.125000000e-06,-8.750000000e-06,,
pi+0.00,3.333333333e-06,-8.750000000e-06,,
pi+0.00,3.541666667e-06,-8.750000000e-06,,
pi+0.00,3.750000000e-06,-8.750000000e-06,,
pi+0.00,3.958333333e-06,-8.750000000e-06,,
pi+0.00,4.166666667e-06,-8.750000000e-06,,
pi+0.00,4.375000000e-06,-8.750000000e-06,,
pi+0.00,4.583333333e-06,-8.750000000e-06,,
pi+0.00,4.791666667e-06,-8.750000000e-06,,
pi+0.00,5.000000000e-06,-8.750000000e-06,1.500000000e+03,1.697433002e+07
pi+0.00,5.208333333e-06,-8.750000000e-06,1.496461165e+03,1.658898656e+07
pi+0.00,5.416666667e-06,-8.750000000e-06,1.493070715e+03,1.594583672e+07
pi+0.00,5.625000000e-06,-8.750000000e-06,1.489814612e+03,1.534637700e+07
pi+0.00,5.833333333e-06,-8.750000000e-06,1.486673220e+03,1.478415129e+07
pi+0.00,6.041666667e-06,-8.750000000e-06,1.483621070e+03,1.425031267e+07
pi+0.00,6.250000000e-06,-8.750000000e-06,1.480715340e+03,1.375976459e+07
pi+0.00,6.458333333e-06,-8.750000000e-06,1.477892040e+03,1.329268546e+07
pi+0.00,6.666666667e-06,-8.750000000e-06,1.475157450e+03,1.285074329e+07
pi+0.00,6.875000000e-06,-8.750000000e-06,1.472532715e+03,1.243674309e+07
pi+0.00,7.083333333e-06,-8.750000000e-06,1.469973071e+03,1.203971566e+07
pi+0.00,7.291666667e-06,-8.750000000e-06,1.467508628e+03,1.166534660e+07
pi+0.00,7.500000000e-06,-8.750000000e-06,1.465126980e+03,1.131074101e+07
pi+0.00,7.708333333e-06,-8.750000000e-06,1.462776036e+03,1.096684586e+07
pi+0.00,7.916666667e-06,-8.750000000e-06,1.460574720e+03,1.067059130e+07
pi+0.00,8.125000000e-06,-8.750000000e-06,1.458373405e+03,1.037524853e+07
pi+0.00,8.333333333e-06,-8.750000000e-06,1.456257763e+03,1.009516383e+07
pi+0.00,8.541666667e-06,-8.750000000e-06,1.454227796e+03,9.830222781e+06
pi+0.00,8.750000000e-06,-8.750000000e-06,1.452197829e+03,9.566163927e+06
pi+0.00,8.958333333e-06,-8.750000000e-06,1.450288830e+03,9.308511716e+06
pi+0.00,9.166666667e-06,-8.750000000e-06,1.448404654e+03,9.052884624e+06
pi+0.00,9.375000000e-06,-8.750000000e-06,1.446575430e+03,8.807083327e+06
pi+0.00,9.583333333e-06,-8.750000000e-06,1.444809391e+03,8.572333052e+06
pi+0.00,9.791666667e-06,-8.750000000e-06,1.443079442e+03,8.344086889e+06
pi+0.00,1.000000000e-05,-8.750000000e-06,1.441410402e+03,8.126142724e+06
pi+0.00,1.020833333e-05,-8.750000000e-06,1.439783055e+03,7.915043217e+06
pi+0.00,1.041666667e-05,-8.750000000e-06,1.438194451e+03,7.710292533e+06
pi+0.00,1.062500000e-05,-8.750000000e-06,1.436664948e+03,7.514867098e+06
pi+0.00,1.083333333e-05,-8.750000000e-06,1.435167815e+03,7.324714680e+06
pi+0.00,1.104166667e-05,-8.750000000e-06,1.433709967e+03,7.140722622e+06
pi+0.00,1.125000000e-05,-8.750000000e-06,1.432293486e+03,6.963559948e+06
pi+0.00,1.145833333e-05,-8.750000000e-06,1.430917595e+03,2.205718419e+07
pi+0.00,1.166666667e-05,-8.750000000e-06,1.426429065e+03,2.176279776e+07
pi+0.00,1.187500000e-05,-8.750000000e-06,1.422034086e+03,2.132453760e+07
pi+0.00,1.208333333e-05,-8.750000000e-06,1.417731191e+03,2.090059302e+07
pi+0.00,1.229166667e-05,-8.750000000e-06,1.413514758e+03,2.048932514e+07
pi+0.00,1.250000000e-05,-8.750000000e-06,1.409387522e+03,2.009116319e+07
pi+0.00,1.270833333e-05,-8.750000000e-06,1.405363852e+03,1.970818511e+07
pi+0.00,1.291666667e-05,-8.750000000e-06,1.401407277e+03,1.933480272e+07
pi+0.00,1.312500000e-05,-8.750000000e-06,1.397524641e+03,1.897170358e+07
pi+0.00,1.333333333e-05,-8.750000000e-06,1.393746537e+03,1.862317327e+07
pi+0.00,1.354166667e-05,-8.750000000e-06,1.390000832e+03,1.827968852e+07
pi+0.00,1.375000000e-05,-8.750000000e-06,1.386385496e+03,1.795334949e+07
pi+0.00,1.395833333e-05,-8.750000000e-06,1.382786453e+03,1.762978419e+07
pi+0.00,1.416666667e-05,-8.750000000e-06,1.379307125e+03,1.732186460e+07
pi+0.00,1.437500000e-05,-8.750000000e-06,1.375864144e+03,1.701913342e+07
