# Bahnen im r-z-Schnitt.  Jede Zeile ist ein Bahnpunkt; die Bahnen sind
# durch Neustarten der Integration mit wachsender Schrittzahl abgetastet,
# damit die Datei nicht die ganze Historie tragen muss.
case,particle,step,r_m,z_m
kation_mit_raumladung,32,13482,8.731633081e-06,2.738021774e-05
kation_mit_raumladung,32,13903,8.802211514e-06,2.914452174e-05
kation_mit_raumladung,32,14325,8.876000409e-06,3.097128652e-05
kation_mit_raumladung,32,14746,8.952616033e-06,3.285216253e-05
kation_mit_raumladung,32,15167,9.032189848e-06,3.479172347e-05
kation_mit_raumladung,32,15589,9.114883610e-06,3.679510698e-05
kation_mit_raumladung,32,16010,9.200269763e-06,3.885315124e-05
kation_mit_raumladung,32,16431,9.288502642e-06,4.097087716e-05
kation_mit_raumladung,32,16853,9.379759796e-06,4.315388484e-05
kation_mit_raumladung,32,17274,9.473561527e-06,4.539219218e-05
kation_mit_raumladung,32,17695,9.570075675e-06,4.769126845e-05
kation_mit_raumladung,32,18116,9.669260479e-06,5.005149255e-05
kation_mit_raumladung,32,18538,9.771318915e-06,5.247908192e-05
kation_mit_raumladung,32,18959,9.875723959e-06,5.496293552e-05
kation_mit_raumladung,32,19380,9.982668695e-06,5.750914444e-05
kation_mit_raumladung,32,19802,1.009237172e-05,6.012440242e-05
kation_mit_raumladung,32,20223,1.020426933e-05,6.279674990e-05
kation_mit_raumladung,32,20644,1.031857175e-05,6.553275540e-05
kation_mit_raumladung,32,21066,1.043550865e-05,6.833960085e-05
kation_mit_raumladung,32,21487,1.055447785e-05,7.120444792e-05
kation_mit_raumladung,32,21908,1.067570508e-05,7.413434798e-05
kation_mit_raumladung,32,22329,1.079913671e-05,7.712979035e-05
kation_mit_raumladung,32,22751,1.092501365e-05,8.019862665e-05
kation_mit_raumladung,32,23172,1.105266819e-05,8.332682835e-05
kation_mit_raumladung,32,23593,1.118230163e-05,8.652211950e-05
kation_mit_raumladung,32,24015,1.131409072e-05,8.979287460e-05
kation_mit_raumladung,32,24436,1.144719815e-05,9.312414332e-05
kation_mit_raumladung,32,24857,1.158158973e-05,9.652413052e-05
kation_mit_raumladung,32,25279,1.171697746e-05,1.000000000e-04
kation_mit_raumladung,36,1,8.902439025e-06,1.000001489e-07
kation_mit_raumladung,36,421,8.902550898e-06,1.263898064e-07
kation_mit_raumladung,36,841,8.902891551e-06,2.053096719e-07
kation_mit_raumladung,36,1262,8.903480937e-06,3.371385119e-07
kation_mit_raumladung,36,1682,8.904346700e-06,5.212552291e-07
kation_mit_raumladung,36,2103,8.905535694e-06,7.585438438e-07
kation_mit_raumladung,36,2523,8.907100851e-06,1.047887677e-06
kation_mit_raumladung,36,2944,8.909159831e-06,1.390689868e-06
kation_mit_raumladung,36,3364,8.911854329e-06,1.785358852e-06
kation_mit_raumladung,36,3785,8.915366313e-06,2.233824586e-06
kation_mit_raumladung,36,4205,8.919858338e-06,2.734027837e-06
kation_mit_raumladung,36,4626,8.925539192e-06,3.288440258e-06
kation_mit_raumladung,36,5046,8.932570164e-06,3.894538123e-06
kation_mit_raumladung,36,5467,8.941168809e-06,4.555337515e-06
kation_mit_raumladung,36,5887,8.951469809e-06,5.267846004e-06
kation_mit_raumladung,36,6308,8.963686270e-06,6.035618900e-06
kation_mit_raumladung,36,6728,8.977909446e-06,6.855183232e-06
kation_mit_raumladung,36,7148,8.994299826e-06,7.728483505e-06
kation_mit_raumladung,36,7569,9.013022700e-06,8.657985369e-06
kation_mit_raumladung,36,7989,9.034091243e-06,9.639474883e-06
kation_mit_raumladung,36,8410,9.057691450e-06,1.067783455e-05
kation_mit_raumladung,36,8830,9.083780372e-06,1.176834387e-05
kation_mit_raumladung,36,9251,9.112537736e-06,1.291641152e-05
kation_mit_raumladung,36,9671,9.143871297e-06,1.411680207e-05
kation_mit_raumladung,36,10092,9.177965160e-06,1.537545632e-05
kation_mit_raumladung,36,10512,9.214682292e-06,1.668662517e-05
kation_mit_raumladung,36,10933,9.254213201e-06,1.805678910e-05
kation_mit_raumladung,36,11353,9.296377932e-06,1.947968131e-05
kation_mit_raumladung,36,11774,9.341377439e-06,2.096232807e-05
kation_mit_raumladung,36,12194,9.388990092e-06,2.249794215e-05
kation_mit_raumladung,36,12615,9.439429798e-06,2.409409717e-05
kation_mit_raumladung,36,13035,9.492442792e-06,2.574347653e-05
kation_mit_raumladung,36,13455,9.548130329e-06,2.745007876e-05
kation_mit_raumladung,36,13876,9.606616428e-06,2.921845737e-05
kation_mit_raumladung,36,14296,9.667602593e-06,3.104050614e-05
kation_mit_raumladung,36,14717,9.731355106e-06,3.292520711e-05
kation_mit_raumladung,36,15137,9.797544621e-06,3.486391914e-05
kation_mit_raumladung,36,15558,9.866459913e-06,3.686619541e-05
kation_mit_raumladung,36,15978,9.937747203e-06,3.892285495e-05
kation_mit_raumladung,36,16399,1.001171753e-05,4.104403464e-05
kation_mit_raumladung,36,16819,1.008798835e-05,4.322001054e-05
kation_mit_raumladung,36,17240,1.016688874e-05,4.546150660e-05
kation_mit_raumladung,36,17660,1.024801036e-05,4.775824206e-05
kation_mit_raumladung,36,18081,1.033170774e-05,5.012153308e-05
kation_mit_raumladung,36,18501,1.041755150e-05,5.254054251e-05
kation_mit_raumladung,36,18922,1.050591753e-05,5.502719182e-05
kation_mit_raumladung,36,19342,1.059635172e-05,5.757007813e-05
kation_mit_raumladung,36,19762,1.068902736e-05,6.017545382e-05
kation_mit_raumladung,36,20183,1.078413874e-05,6.285017866e-05
kation_mit_raumladung,36,20603,1.088119778e-05,6.558198946e-05
kation_mit_raumladung,36,21024,1.098062772e-05,6.838434835e-05
kation_mit_raumladung,36,21444,1.108191761e-05,7.124440409e-05
kation_mit_raumladung,36,21865,1.118551069e-05,7.417625140e-05
kation_mit_raumladung,36,22285,1.129087141e-05,7.716644842e-05
kation_mit_raumladung,36,22706,1.139845069e-05,8.022973306e-05
kation_mit_raumladung,36,23126,1.150767625e-05,8.335206307e-05
kation_mit_raumladung,36,23547,1.161898414e-05,8.654883222e-05
kation_mit_raumladung,36,23967,1.173171980e-05,8.980538765e-05
kation_mit_raumladung,36,24388,1.184622319e-05,9.313777446e-05
kation_mit_raumladung,36,24808,1.196163043e-05,9.653067566e-05
kation_mit_raumladung,36,25229,1.207796299e-05,1.000000000e-04
kation_mit_raumladung,40,1,9.878048781e-06,1.000001500e-07
kation_mit_raumladung,40,420,9.878132997e-06,1.264662239e-07
kation_mit_raumladung,40,840,9.878390309e-06,2.058655940e-07
kation_mit_raumladung,40,1260,9.878834704e-06,3.382002072e-07
kation_mit_raumladung,40,1680,9.879489488e-06,5.234735628e-07
kation_mit_raumladung,40,2100,9.880387281e-06,7.616905704e-07
kation_mit_raumladung,40,2519,9.881569961e-06,1.052102318e-06
kation_mit_raumladung,40,2939,9.883128267e-06,1.396112537e-06
kation_mit_raumladung,40,3359,9.885177027e-06,1.793116803e-06
kation_mit_raumladung,40,3779,9.887847888e-06,2.243150834e-06
kation_mit_raumladung,40,4199,9.891283177e-06,2.746265817e-06
kation_mit_raumladung,40,4618,9.895621858e-06,3.301139951e-06
kation_mit_raumladung,40,5038,9.901039185e-06,3.910504435e-06
kation_mit_raumladung,40,5458,9.907680234e-06,4.573198530e-06
kation_mit_raumladung,40,5878,9.915695825e-06,5.289338995e-06
kation_mit_raumladung,40,6298,9.925229688e-06,6.059058326e-06
kation_mit_raumladung,40,6718,9.936415801e-06,6.882503279e-06
kation_mit_raumladung,40,7137,9.949343542e-06,7.757680310e-06
kation_mit_raumladung,40,7557,9.964184076e-06,8.688937296e-06
kation_mit_raumladung,40,7977,9.981004839e-06,9.674430450e-06
kation_mit_raumladung,40,8397,9.999888092e-06,1.071434910e-05
kation_mit_raumladung,40,8817,1.002090276e-05,1.180888977e-05
kation_mit_raumladung,40,9236,1.004404800e-05,1.295545343e-05
kation_mit_raumladung,40,9656,1.006948066e-05,1.415972152e-05
kation_mit_raumladung,40,10076,1.009718516e-05,1.541923875e-05
kation_mit_raumladung,40,10496,1.012718955e-05,1.673422806e-05
kation_mit_raumladung,40,10916,1.015951372e-05,1.810491960e-05
kation_mit_raumladung,40,11336,1.019417013e-05,1.953155090e-05
kation_mit_raumladung,40,11755,1.023107349e-05,2.101076979e-05
kation_mit_raumladung,40,12175,1.027039901e-05,2.254988879e-05
kation_mit_raumladung,40,12595,1.031205571e-05,2.414570320e-05
kation_mit_raumladung,40,13015,1.035603540e-05,2.579847879e-05
kation_mit_raumladung,40,13435,1.040232849e-05,2.750849017e-05
kation_mit_raumladung,40,13854,1.045080516e-05,2.927174448e-05
kation_mit_raumladung,40,14274,1.050168314e-05,3.109695139e-05
kation_mit_raumladung,40,14694,1.055483303e-05,3.298027454e-05
kation_mit_raumladung,40,15114,1.061023607e-05,3.492202575e-05
kation_mit_raumladung,40,15534,1.066787284e-05,3.692252558e-05
kation_mit_raumladung,40,15954,1.072772363e-05,3.898210487e-05
kation_mit_raumladung,40,16373,1.078961762e-05,4.109598903e-05
kation_mit_raumladung,40,16793,1.085382747e-05,4.327461924e-05
kation_mit_raumladung,40,17213,1.092018277e-05,4.551338158e-05
kation_mit_raumladung,40,17633,1.098865818e-05,4.781264427e-05
kation_mit_raumladung,40,18053,1.105922948e-05,5.017278560e-05
kation_mit_raumladung,40,18472,1.113169753e-05,5.258835671e-05
kation_mit_raumladung,40,18892,1.120638336e-05,5.507128722e-05
kation_mit_raumladung,40,19312,1.128309030e-05,5.761629497e-05
kation_mit_raumladung,40,19732,1.136179215e-05,6.022379996e-05
kation_mit_raumladung,40,20152,1.144246232e-05,6.289423354e-05
kation_mit_raumladung,40,20572,1.152507256e-05,6.562803792e-05
kation_mit_raumladung,40,20991,1.160938916e-05,6.841892733e-05
kation_mit_raumladung,40,21411,1.169578404e-05,7.128068370e-05
kation_mit_raumladung,40,21831,1.178402651e-05,7.420719515e-05
kation_mit_raumladung,40,22251,1.187408114e-05,7.719894609e-05
kation_mit_raumladung,40,22671,1.196590574e-05,8.025643174e-05
kation_mit_raumladung,40,23090,1.205922222e-05,8.337264236e-05
kation_mit_raumladung,40,23510,1.215440140e-05,8.656296953e-05
kation_mit_raumladung,40,23930,1.225110909e-05,8.982057976e-05
kation_mit_raumladung,40,24350,1.234916492e-05,9.314599468e-05
kation_mit_raumladung,40,24770,1.244827517e-05,9.653970565e-05
kation_mit_raumladung,40,25190,1.254792408e-05,1.000000000e-04
anion_ohne_raumladung,0,1,1.219512195e-07,1.000002223e-07
anion_ohne_raumladung,0,354,1.219512195e-07,1.278565969e-07
anion_ohne_raumladung,0,707,1.219512195e-07,2.111118460e-07
anion_ohne_raumladung,0,1060,1.219512195e-07,3.497659698e-07
anion_ohne_raumladung,0,1414,1.219512195e-07,5.444473842e-07
anion_ohne_raumladung,0,1767,1.219512195e-07,7.940561943e-07
anion_ohne_raumladung,0,2120,1.219512195e-07,1.099063879e-06
anion_ohne_raumladung,0,2474,1.219512195e-07,1.460570111e-06
anion_ohne_raumladung,0,2827,1.219512195e-07,1.876532482e-06
anion_ohne_raumladung,0,3180,1.219512195e-07,2.347893728e-06
anion_ohne_raumladung,0,3534,1.219512195e-07,2.876224777e-06
anion_ohne_raumladung,0,3887,1.219512195e-07,3.458540709e-06
anion_ohne_raumladung,0,4240,1.219512195e-07,4.096255516e-06
anion_ohne_raumladung,0,4594,1.219512195e-07,4.791411383e-06
anion_ohne_raumladung,0,4947,1.219512195e-07,5.540080876e-06
anion_ohne_raumladung,0,5300,1.219512195e-07,6.344149244e-06
anion_ohne_raumladung,0,5654,1.219512195e-07,7.206129929e-06
anion_ohne_raumladung,0,6007,1.219512195e-07,8.121152983e-06
anion_ohne_raumladung,0,6360,1.219512195e-07,9.091574911e-06
anion_ohne_raumladung,0,6714,1.219512195e-07,1.012038041e-05
anion_ohne_raumladung,0,7067,1.219512195e-07,1.120175703e-05
anion_ohne_raumladung,0,7420,1.219512195e-07,1.233853252e-05
anion_ohne_raumladung,0,7773,1.219512195e-07,1.353070688e-05
anion_ohne_raumladung,0,8127,1.219512195e-07,1.478189301e-05
anion_ohne_raumladung,0,8480,1.219512195e-07,1.608502206e-05
anion_ohne_raumladung,0,8833,1.219512195e-07,1.744354999e-05
anion_ohne_raumladung,0,9187,1.219512195e-07,1.886156094e-05
anion_ohne_raumladung,0,9540,1.219512195e-07,2.033104355e-05
anion_ohne_raumladung,0,9893,1.219512195e-07,2.185592504e-05
anion_ohne_raumladung,0,10247,1.219512195e-07,2.344076080e-05
anion_ohne_raumladung,0,10600,1.219512195e-07,2.507659698e-05
anion_ohne_raumladung,0,10953,1.219512195e-07,2.676783202e-05
anion_ohne_raumladung,0,11307,1.219512195e-07,2.851949261e-05
anion_ohne_raumladung,0,11660,1.219512195e-07,3.032168234e-05
anion_ohne_raumladung,0,12013,1.219512195e-07,3.217927095e-05
anion_ohne_raumladung,0,12367,1.219512195e-07,3.409775635e-05
anion_ohne_raumladung,0,12720,1.219512195e-07,3.606629965e-05
anion_ohne_raumladung,0,13073,1.219512195e-07,3.809024181e-05
anion_ohne_raumladung,0,13427,1.219512195e-07,4.017555203e-05
anion_ohne_raumladung,0,13780,1.219512195e-07,4.231044889e-05
anion_ohne_raumladung,0,14133,1.219512195e-07,4.450074462e-05
anion_ohne_raumladung,0,14486,1.219512195e-07,4.674643922e-05
anion_ohne_raumladung,0,14840,1.219512195e-07,4.905413007e-05
anion_ohne_raumladung,0,15193,1.219512195e-07,5.141077936e-05
anion_ohne_raumladung,0,15546,1.219512195e-07,5.382282753e-05
anion_ohne_raumladung,0,15900,1.219512195e-07,5.629734320e-05
anion_ohne_raumladung,0,16253,1.219512195e-07,5.882034605e-05
anion_ohne_raumladung,0,16606,1.219512195e-07,6.139874777e-05
anion_ohne_raumladung,0,16960,1.219512195e-07,6.404008826e-05
anion_ohne_raumladung,0,17313,1.219512195e-07,6.672944467e-05
anion_ohne_raumladung,0,17666,1.219512195e-07,6.947419996e-05
anion_ohne_raumladung,0,18020,1.219512195e-07,7.228236526e-05
anion_ohne_raumladung,0,18373,1.219512195e-07,7.513807523e-05
anion_ohne_raumladung,0,18726,1.219512195e-07,7.804918408e-05
anion_ohne_raumladung,0,19080,1.219512195e-07,8.102417420e-05
anion_ohne_raumladung,0,19433,1.219512195e-07,8.404623774e-05
anion_ohne_raumladung,0,19786,1.219512195e-07,8.712370015e-05
anion_ohne_raumladung,0,20140,1.219512195e-07,9.026551508e-05
anion_ohne_raumladung,0,20493,1.219512195e-07,9.345393218e-05
anion_ohne_raumladung,0,20846,1.219512195e-07,9.669774815e-05
anion_ohne_raumladung,0,21200,1.219512195e-07,1.000000000e-04
anion_ohne_raumladung,4,1,1.097560976e-06,1.000002223e-07
anion_ohne_raumladung,4,354,1.097560976e-06,1.278565969e-07
anion_ohne_raumladung,4,707,1.097560976e-06,2.111118460e-07
anion_ohne_raumladung,4,1060,1.097560976e-06,3.497659698e-07
anion_ohne_raumladung,4,1414,1.097560976e-06,5.444473842e-07
anion_ohne_raumladung,4,1767,1.097560976e-06,7.940561943e-07
anion_ohne_raumladung,4,2120,1.097560976e-06,1.099063879e-06
anion_ohne_raumladung,4,2474,1.097560976e-06,1.460570111e-06
anion_ohne_raumladung,4,2827,1.097560976e-06,1.876532482e-06
anion_ohne_raumladung,4,3180,1.097560976e-06,2.347893728e-06
anion_ohne_raumladung,4,3534,1.097560976e-06,2.876224777e-06
anion_ohne_raumladung,4,3887,1.097560976e-06,3.458540709e-06
anion_ohne_raumladung,4,4240,1.097560976e-06,4.096255516e-06
anion_ohne_raumladung,4,4594,1.097560976e-06,4.791411383e-06
anion_ohne_raumladung,4,4947,1.097560976e-06,5.540080876e-06
anion_ohne_raumladung,4,5300,1.097560976e-06,6.344149244e-06
anion_ohne_raumladung,4,5654,1.097560976e-06,7.206129929e-06
anion_ohne_raumladung,4,6007,1.097560976e-06,8.121152983e-06
anion_ohne_raumladung,4,6360,1.097560976e-06,9.091574911e-06
anion_ohne_raumladung,4,6714,1.097560976e-06,1.012038041e-05
anion_ohne_raumladung,4,7067,1.097560976e-06,1.120175703e-05
anion_ohne_raumladung,4,7420,1.097560976e-06,1.233853252e-05
anion_ohne_raumladung,4,7773,1.097560976e-06,1.353070688e-05
anion_ohne_raumladung,4,8127,1.097560976e-06,1.478189301e-05
anion_ohne_raumladung,4,8480,1.097560976e-06,1.608502206e-05
anion_ohne_raumladung,4,8833,1.097560976e-06,1.744354999e-05
anion_ohne_raumladung,4,9187,1.097560976e-06,1.886156094e-05
anion_ohne_raumladung,4,9540,1.097560976e-06,2.033104355e-05
anion_ohne_raumladung,4,9893,1.097560976e-06,2.185592504e-05
anion_ohne_raumladung,4,10247,1.097560976e-06,2.344076080e-05
anion_ohne_raumladung,4,10600,1.097560976e-06,2.507659698e-05
anion_ohne_raumladung,4,10953,1.097560976e-06,2.676783202e-05
anion_ohne_raumladung,4,11307,1.097560976e-06,2.851949261e-05
anion_ohne_raumladung,4,11660,1.097560976e-06,3.032168234e-05
anion_ohne_raumladung,4,12013,1.097560976e-06,3.217927095e-05
anion_ohne_raumladung,4,12367,1.097560976e-06,3.409775635e-05
anion_ohne_raumladung,4,12720,1.097560976e-06,3.606629965e-05
anion_ohne_raumladung,4,13073,1.097560976e-06,3.809024181e-05
anion_ohne_raumladung,4,13427,1.097560976e-06,4.017555203e-05
anion_ohne_raumladung,4,13780,1.097560976e-06,4.231044889e-05
anion_ohne_raumladung,4,14133,1.097560976e-06,4.450074462e-05
anion_ohne_raumladung,4,14486,1.097560976e-06,4.674643922e-05
anion_ohne_raumladung,4,14840,1.097560976e-06,4.905413007e-05
anion_ohne_raumladung,4,15193,1.097560976e-06,5.141077936e-05
anion_ohne_raumladung,4,15546,1.097560976e-06,5.382282753e-05
anion_ohne_raumladung,4,15900,1.097560976e-06,5.629734320e-05
anion_ohne_raumladung,4,16253,1.097560976e-06,5.882034605e-05
anion_ohne_raumladung,4,16606,1.097560976e-06,6.139874777e-05
anion_ohne_raumladung,4,16960,1.097560976e-06,6.404008826e-05
anion_ohne_raumladung,4,17313,1.097560976e-06,6.672944467e-05
anion_ohne_raumladung,4,17666,1.097560976e-06,6.947419996e-05
anion_ohne_raumladung,4,18020,1.097560976e-06,7.228236526e-05
anion_ohne_raumladung,4,18373,1.097560976e-06,7.513807523e-05
anion_ohne_raumladung,4,18726,1.097560976e-06,7.804918408e-05
anion_ohne_raumladung,4,19080,1.097560976e-06,8.102417420e-05
anion_ohne_raumladung,4,19433,1.097560976e-06,8.404623774e-05
anion_ohne_raumladung,4,19786,1.097560976e-06,8.712370015e-05
anion_ohne_raumladung,4,20140,1.097560976e-06,9.026551508e-05
anion_ohne_raumladung,4,20493,1.097560976e-06,9.345393218e-05
anion_ohne_raumladung,4,20846,1.097560976e-06,9.669774815e-05
anion_ohne_raumladung,4,21200,1.097560976e-06,1.000000000e-04
anion_ohne_raumladung,8,1,2.073170732e-06,1.000002223e-07
anion_ohne_raumladung,8,354,2.073170732e-06,1.278565969e-07
anion_ohne_raumladung,8,707,2.073170732e-06,2.111118460e-07
anion_ohne_raumladung,8,1060,2.073170732e-06,3.497659698e-07
anion_ohne_raumladung,8,1414,2.073170732e-06,5.444473842e-07
anion_ohne_raumladung,8,1767,2.073170732e-06,7.940561943e-07
anion_ohne_raumladung,8,2120,2.073170732e-06,1.099063879e-06
anion_ohne_raumladung,8,2474,2.073170732e-06,1.460570111e-06
anion_ohne_raumladung,8,2827,2.073170732e-06,1.876532482e-06
anion_ohne_raumladung,8,3180,2.073170732e-06,2.347893728e-06
anion_ohne_raumladung,8,3534,2.073170732e-06,2.876224777e-06
anion_ohne_raumladung,8,3887,2.073170732e-06,3.458540709e-06
anion_ohne_raumladung,8,4240,2.073170732e-06,4.096255516e-06
anion_ohne_raumladung,8,4594,2.073170732e-06,4.791411383e-06
anion_ohne_raumladung,8,4947,2.073170732e-06,5.540080876e-06
anion_ohne_raumladung,8,5300,2.073170732e-06,6.344149244e-06
anion_ohne_raumladung,8,5654,2.073170732e-06,7.206129929e-06
anion_ohne_raumladung,8,6007,2.073170732e-06,8.121152983e-06
anion_ohne_raumladung,8,6360,2.073170732e-06,9.091574911e-06
anion_ohne_raumladung,8,6714,2.073170732e-06,1.012038041e-05
anion_ohne_raumladung,8,7067,2.073170732e-06,1.120175703e-05
anion_ohne_raumladung,8,7420,2.073170732e-06,1.233853252e-05
anion_ohne_raumladung,8,7773,2.073170732e-06,1.353070688e-05
anion_ohne_raumladung,8,8127,2.073170732e-06,1.478189301e-05
anion_ohne_raumladung,8,8480,2.073170732e-06,1.608502206e-05
anion_ohne_raumladung,8,8833,2.073170732e-06,1.744354999e-05
anion_ohne_raumladung,8,9187,2.073170732e-06,1.886156094e-05
anion_ohne_raumladung,8,9540,2.073170732e-06,2.033104355e-05
anion_ohne_raumladung,8,9893,2.073170732e-06,2.185592504e-05
anion_ohne_raumladung,8,10247,2.073170732e-06,2.344076080e-05
anion_ohne_raumladung,8,10600,2.073170732e-06,2.507659698e-05
anion_ohne_raumladung,8,10953,2.073170732e-06,2.676783202e-05
anion_ohne_raumladung,8,11307,2.073170732e-06,2.851949261e-05
anion_ohne_raumladung,8,11660,2.073170732e-06,3.032168234e-05
anion_ohne_raumladung,8,12013,2.073170732e-06,3.217927095e-05
anion_ohne_raumladung,8,12367,2.073170732e-06,3.409775635e-05
anion_ohne_raumladung,8,12720,2.073170732e-06,3.606629965e-05
anion_ohne_raumladung,8,13073,2.073170732e-06,3.809024181e-05
anion_ohne_raumladung,8,13427,2.073170732e-06,4.017555203e-05
anion_ohne_raumladung,8,13780,2.073170732e-06,4.231044889e-05
anion_ohne_raumladung,8,14133,2.073170732e-06,4.450074462e-05
anion_ohne_raumladung,8,14486,2.073170732e-06,4.674643922e-05
anion_ohne_raumladung,8,14840,2.073170732e-06,4.905413007e-05
anion_ohne_raumladung,8,15193,2.073170732e-06,5.141077936e-05
anion_ohne_raumladung,8,15546,2.073170732e-06,5.382282753e-05
anion_ohne_raumladung,8,15900,2.073170732e-06,5.629734320e-05
anion_ohne_raumladung,8,16253,2.073170732e-06,5.882034605e-05
anion_ohne_raumladung,8,16606,2.073170732e-06,6.139874777e-05
anion_ohne_raumladung,8,16960,2.073170732e-06,6.404008826e-05
anion_ohne_raumladung,8,17313,2.073170732e-06,6.672944467e-05
anion_ohne_raumladung,8,17666,2.073170732e-06,6.947419996e-05
anion_ohne_raumladung,8,18020,2.073170732e-06,7.228236526e-05
anion_ohne_raumladung,8,18373,2.073170732e-06,7.513807523e-05
anion_ohne_raumladung,8,18726,2.073170732e-06,7.804918408e-05
anion_ohne_raumladung,8,19080,2.073170732e-06,8.102417420e-05
anion_ohne_raumladung,8,19433,2.073170732e-06,8.404623774e-05
anion_ohne_raumladung,8,19786,2.073170732e-06,8.712370015e-05
anion_ohne_raumladung,8,20140,2.073170732e-06,9.026551508e-05
anion_ohne_raumladung,8,20493,2.073170732e-06,9.345393218e-05
anion_ohne_raumladung,8,20846,2.073170732e-06,9.669774815e-05
anion_ohne_raumladung,8,21200,2.073170732e-06,1.000000000e-04
anion_ohne_raumladung,12,1,3.048780488e-06,1.000002223e-07
anion_ohne_raumladung,12,354,3.048780488e-06,1.278565969e-07
anion_ohne_raumladung,12,707,3.048780488e-06,2.111118460e-07
anion_ohne_raumladung,12,1060,3.048780488e-06,3.497659698e-07
anion_ohne_raumladung,12,1414,3.048780488e-06,5.444473842e-07
anion_ohne_raumladung,12,1767,3.048780488e-06,7.940561943e-07
anion_ohne_raumladung,12,2120,3.048780488e-06,1.099063879e-06
anion_ohne_raumladung,12,2474,3.048780488e-06,1.460570111e-06
anion_ohne_raumladung,12,2827,3.048780488e-06,1.876532482e-06
anion_ohne_raumladung,12,3180,3.048780488e-06,2.347893728e-06
anion_ohne_raumladung,12,3534,3.048780488e-06,2.876224777e-06
anion_ohne_raumladung,12,3887,3.048780488e-06,3.458540709e-06
anion_ohne_raumladung,12,4240,3.048780488e-06,4.096255516e-06
anion_ohne_raumladung,12,4594,3.048780488e-06,4.791411383e-06
anion_ohne_raumladung,12,4947,3.048780488e-06,5.540080876e-06
anion_ohne_raumladung,12,5300,3.048780488e-06,6.344149244e-06
anion_ohne_raumladung,12,5654,3.048780488e-06,7.206129929e-06
anion_ohne_raumladung,12,6007,3.048780488e-06,8.121152983e-06
anion_ohne_raumladung,12,6360,3.048780488e-06,9.091574911e-06
anion_ohne_raumladung,12,6714,3.048780488e-06,1.012038041e-05
anion_ohne_raumladung,12,7067,3.048780488e-06,1.120175703e-05
anion_ohne_raumladung,12,7420,3.048780488e-06,1.233853252e-05
anion_ohne_raumladung,12,7773,3.048780488e-06,1.353070688e-05
anion_ohne_raumladung,12,8127,3.048780488e-06,1.478189301e-05
anion_ohne_raumladung,12,8480,3.048780488e-06,1.608502206e-05
anion_ohne_raumladung,12,8833,3.048780488e-06,1.744354999e-05
anion_ohne_raumladung,12,9187,3.048780488e-06,1.886156094e-05
anion_ohne_raumladung,12,9540,3.048780488e-06,2.033104355e-05
anion_ohne_raumladung,12,9893,3.048780488e-06,2.185592504e-05
anion_ohne_raumladung,12,10247,3.048780488e-06,2.344076080e-05
anion_ohne_raumladung,12,10600,3.048780488e-06,2.507659698e-05
anion_ohne_raumladung,12,10953,3.048780488e-06,2.676783202e-05
anion_ohne_raumladung,12,11307,3.048780488e-06,2.851949261e-05
anion_ohne_raumladung,12,11660,3.048780488e-06,3.032168234e-05
anion_ohne_raumladung,12,12013,3.048780488e-06,3.217927095e-05
anion_ohne_raumladung,12,12367,3.048780488e-06,3.409775635e-05
anion_ohne_raumladung,12,12720,3.048780488e-06,3.606629965e-05
anion_ohne_raumladung,12,13073,3.048780488e-06,3.809024181e-05
anion_ohne_raumladung,12,13427,3.048780488e-06,4.017555203e-05
anion_ohne_raumladung,12,13780,3.048780488e-06,4.231044889e-05
anion_ohne_raumladung,12,14133,3.048780488e-06,4.450074462e-05
anion_ohne_raumladung,12,14486,3.048780488e-06,4.674643922e-05
anion_ohne_raumladung,12,14840,3.048780488e-06,4.905413007e-05
anion_ohne_raumladung,12,15193,3.048780488e-06,5.141077936e-05
anion_ohne_raumladung,12,15546,3.048780488e-06,5.382282753e-05
anion_ohne_raumladung,12,15900,3.048780488e-06,5.629734320e-05
anion_ohne_raumladung,12,16253,3.048780488e-06,5.882034605e-05
anion_ohne_raumladung,12,16606,3.048780488e-06,6.139874777e-05
anion_ohne_raumladung,12,16960,3.048780488e-06,6.404008826e-05
anion_ohne_raumladung,12,17313,3.048780488e-06,6.672944467e-05
anion_ohne_raumladung,12,17666,3.048780488e-06,6.947419996e-05
anion_ohne_raumladung,12,18020,3.048780488e-06,7.228236526e-05
anion_ohne_raumladung,12,18373,3.048780488e-06,7.513807523e-05
anion_ohne_raumladung,12,18726,3.048780488e-06,7.804918408e-05
anion_ohne_raumladung,12,19080,3.048780488e-06,8.102417420e-05
anion_ohne_raumladung,12,19433,3.048780488e-06,8.404623774e-05
anion_ohne_raumladung,12,19786,3.048780488e-06,8.712370015e-05
anion_ohne_raumladung,12,20140,3.048780488e-06,9.026551508e-05
anion_ohne_raumladung,12,20493,3.048780488e-06,9.345393218e-05
anion_ohne_raumladung,12,20846,3.048780488e-06,9.669774815e-05
anion_ohne_raumladung,12,21200,3.048780488e-06,1.000000000e-04
anion_ohne_raumladung,16,1,4.024390244e-06,1.000002223e-07
anion_ohne_raumladung,16,354,4.024390244e-06,1.278565969e-07
anion_ohne_raumladung,16,707,4.024390244e-06,2.111118460e-07
anion_ohne_raumladung,16,1060,4.024390244e-06,3.497659698e-07
anion_ohne_raumladung,16,1414,4.024390244e-06,5.444473842e-07
anion_ohne_raumladung,16,1767,4.024390244e-06,7.940561943e-07
