# Die drei Lasten nebeneinander, ueber der normierten Bogenlaenge tau.
# kind = node   : der ROHE punktweise Knotenwert (nicht konvergent an der Kante, wird nirgends verwendet)
# kind = segment: die konservative Treppenfunktion (die Kraftbuchhaltung)
# kind = handed : die stetige Rekonstruktion, die dem Kapillarloeser TATSAECHLICH uebergeben wird
# kind = cumulative: die kumulierte Kraft G(tau), aus der 'handed' gebaut ist
case,kind,tau,d_over_a,value
singulaer,handed,1.357421875e-01,8.642578125e-01,1.069384212e+04
singulaer,handed,1.362304688e-01,8.637695312e-01,1.069384212e+04
singulaer,handed,1.367187500e-01,8.632812500e-01,1.069384212e+04
singulaer,handed,1.372070312e-01,8.627929688e-01,1.069384212e+04
singulaer,handed,1.376953125e-01,8.623046875e-01,1.069384212e+04
singulaer,handed,1.381835938e-01,8.618164062e-01,1.069384212e+04
singulaer,handed,1.386718750e-01,8.613281250e-01,1.069384212e+04
singulaer,handed,1.391601562e-01,8.608398438e-01,1.069384212e+04
singulaer,handed,1.396484375e-01,8.603515625e-01,1.069384212e+04
singulaer,handed,1.401367188e-01,8.598632812e-01,1.069384212e+04
singulaer,handed,1.406250000e-01,8.593750000e-01,1.069384212e+04
singulaer,handed,1.411132812e-01,8.588867188e-01,1.069384212e+04
singulaer,handed,1.416015625e-01,8.583984375e-01,1.069384212e+04
singulaer,handed,1.420898438e-01,8.579101562e-01,1.069384212e+04
singulaer,handed,1.425781250e-01,8.574218750e-01,1.069384212e+04
singulaer,handed,1.430664062e-01,8.569335938e-01,1.069384212e+04
singulaer,handed,1.435546875e-01,8.564453125e-01,1.069384212e+04
singulaer,handed,1.440429688e-01,8.559570312e-01,1.069384212e+04
singulaer,handed,1.445312500e-01,8.554687500e-01,1.069384212e+04
singulaer,handed,1.450195312e-01,8.549804688e-01,1.069384212e+04
singulaer,handed,1.455078125e-01,8.544921875e-01,1.069384212e+04
singulaer,handed,1.459960938e-01,8.540039062e-01,1.069384212e+04
singulaer,handed,1.464843750e-01,8.535156250e-01,1.069384212e+04
singulaer,handed,1.469726562e-01,8.530273438e-01,1.069384212e+04
singulaer,handed,1.474609375e-01,8.525390625e-01,1.069384212e+04
singulaer,handed,1.479492188e-01,8.520507812e-01,1.069384212e+04
singulaer,handed,1.484375000e-01,8.515625000e-01,1.069384212e+04
singulaer,handed,1.489257812e-01,8.510742188e-01,1.068398743e+04
singulaer,handed,1.494140625e-01,8.505859375e-01,1.067600959e+04
singulaer,handed,1.499023438e-01,8.500976562e-01,1.067001824e+04
singulaer,handed,1.503906250e-01,8.496093750e-01,1.066609772e+04
singulaer,handed,1.508789062e-01,8.491210938e-01,1.066430414e+04
singulaer,handed,1.513671875e-01,8.486328125e-01,1.066466343e+04
singulaer,handed,1.518554688e-01,8.481445313e-01,1.066717040e+04
singulaer,handed,1.523437500e-01,8.476562500e-01,1.067178888e+04
singulaer,handed,1.528320312e-01,8.471679688e-01,1.067845308e+04
singulaer,handed,1.533203125e-01,8.466796875e-01,1.068706986e+04
singulaer,handed,1.538085938e-01,8.461914062e-01,1.069752195e+04
singulaer,handed,1.542968750e-01,8.457031250e-01,1.070967175e+04
singulaer,handed,1.547851562e-01,8.452148438e-01,1.072336568e+04
singulaer,handed,1.552734375e-01,8.447265625e-01,1.073843868e+04
singulaer,handed,1.557617188e-01,8.442382813e-01,1.075471868e+04
singulaer,handed,1.562500000e-01,8.437500000e-01,1.077203089e+04
singulaer,handed,1.567382812e-01,8.432617187e-01,1.079708365e+04
singulaer,handed,1.572265625e-01,8.427734375e-01,1.081858944e+04
singulaer,handed,1.577148438e-01,8.422851562e-01,1.083694210e+04
singulaer,handed,1.582031250e-01,8.417968750e-01,1.085245765e+04
singulaer,handed,1.586914062e-01,8.413085938e-01,1.086538923e+04
singulaer,handed,1.591796875e-01,8.408203125e-01,1.087593823e+04
singulaer,handed,1.596679688e-01,8.403320312e-01,1.088426261e+04
singulaer,handed,1.601562500e-01,8.398437500e-01,1.089048306e+04
singulaer,handed,1.606445312e-01,8.393554687e-01,1.089468750e+04
singulaer,handed,1.611328125e-01,8.388671875e-01,1.089693431e+04
singulaer,handed,1.616210938e-01,8.383789062e-01,1.089725431e+04
singulaer,handed,1.621093750e-01,8.378906250e-01,1.089565188e+04
singulaer,handed,1.625976562e-01,8.374023438e-01,1.089210507e+04
singulaer,handed,1.630859375e-01,8.369140625e-01,1.088656488e+04
singulaer,handed,1.635742188e-01,8.364257812e-01,1.087895353e+04
singulaer,handed,1.640625000e-01,8.359375000e-01,1.086916167e+04
singulaer,handed,1.645507812e-01,8.354492188e-01,1.086916167e+04
singulaer,handed,1.650390625e-01,8.349609375e-01,1.086916167e+04
singulaer,handed,1.655273438e-01,8.344726562e-01,1.086916167e+04
singulaer,handed,1.660156250e-01,8.339843750e-01,1.086916167e+04
singulaer,handed,1.665039062e-01,8.334960938e-01,1.086916167e+04
singulaer,handed,1.669921875e-01,8.330078125e-01,1.086916167e+04
singulaer,handed,1.674804688e-01,8.325195312e-01,1.086916167e+04
singulaer,handed,1.679687500e-01,8.320312500e-01,1.086916167e+04
singulaer,handed,1.684570312e-01,8.315429688e-01,1.086916167e+04
singulaer,handed,1.689453125e-01,8.310546875e-01,1.086916167e+04
singulaer,handed,1.694335938e-01,8.305664062e-01,1.086916167e+04
singulaer,handed,1.699218750e-01,8.300781250e-01,1.086916167e+04
singulaer,handed,1.704101562e-01,8.295898438e-01,1.086916167e+04
singulaer,handed,1.708984375e-01,8.291015625e-01,1.086916167e+04
singulaer,handed,1.713867188e-01,8.286132812e-01,1.086916167e+04
singulaer,handed,1.718750000e-01,8.281250000e-01,1.086916167e+04
singulaer,handed,1.723632812e-01,8.276367188e-01,1.086916167e+04
singulaer,handed,1.728515625e-01,8.271484375e-01,1.086916167e+04
singulaer,handed,1.733398438e-01,8.266601562e-01,1.086916167e+04
singulaer,handed,1.738281250e-01,8.261718750e-01,1.086916167e+04
singulaer,handed,1.743164062e-01,8.256835938e-01,1.086916167e+04
singulaer,handed,1.748046875e-01,8.251953125e-01,1.086916167e+04
singulaer,handed,1.752929688e-01,8.247070312e-01,1.086916167e+04
singulaer,handed,1.757812500e-01,8.242187500e-01,1.086916167e+04
singulaer,handed,1.762695312e-01,8.237304688e-01,1.086916167e+04
singulaer,handed,1.767578125e-01,8.232421875e-01,1.086916167e+04
singulaer,handed,1.772460938e-01,8.227539062e-01,1.086916167e+04
singulaer,handed,1.777343750e-01,8.222656250e-01,1.086916167e+04
singulaer,handed,1.782226562e-01,8.217773438e-01,1.086916167e+04
singulaer,handed,1.787109375e-01,8.212890625e-01,1.086916167e+04
singulaer,handed,1.791992188e-01,8.208007812e-01,1.086916167e+04
singulaer,handed,1.796875000e-01,8.203125000e-01,1.086916167e+04
singulaer,handed,1.801757812e-01,8.198242188e-01,1.085873643e+04
singulaer,handed,1.806640625e-01,8.193359375e-01,1.085032576e+04
singulaer,handed,1.811523438e-01,8.188476563e-01,1.084402638e+04
singulaer,handed,1.816406250e-01,8.183593750e-01,1.083991217e+04
singulaer,handed,1.821289062e-01,8.178710938e-01,1.083803205e+04
singulaer,handed,1.826171875e-01,8.173828125e-01,1.083840858e+04
singulaer,handed,1.831054688e-01,8.168945312e-01,1.084103722e+04
singulaer,handed,1.835937500e-01,8.164062500e-01,1.084588653e+04
singulaer,handed,1.840820312e-01,8.159179688e-01,1.085289906e+04
singulaer,handed,1.845703125e-01,8.154296875e-01,1.086199305e+04
singulaer,handed,1.850585938e-01,8.149414063e-01,1.087306476e+04
singulaer,handed,1.855468750e-01,8.144531250e-01,1.088599138e+04
singulaer,handed,1.860351562e-01,8.139648437e-01,1.090063424e+04
singulaer,handed,1.865234375e-01,8.134765625e-01,1.091684235e+04
singulaer,handed,1.870117188e-01,8.129882812e-01,1.093445600e+04
singulaer,handed,1.875000000e-01,8.125000000e-01,1.095331022e+04
singulaer,handed,1.879882812e-01,8.120117188e-01,1.097904437e+04
singulaer,handed,1.884765625e-01,8.115234375e-01,1.100132930e+04
singulaer,handed,1.889648438e-01,8.110351563e-01,1.102049050e+04
singulaer,handed,1.894531250e-01,8.105468750e-01,1.103679386e+04
singulaer,handed,1.899414062e-01,8.100585937e-01,1.105045570e+04
singulaer,handed,1.904296875e-01,8.095703125e-01,1.106165037e+04
singulaer,handed,1.909179688e-01,8.090820312e-01,1.107051613e+04
singulaer,handed,1.914062500e-01,8.085937500e-01,1.107715957e+04
singulaer,handed,1.918945312e-01,8.081054688e-01,1.108165890e+04
singulaer,handed,1.923828125e-01,8.076171875e-01,1.108406626e+04
singulaer,handed,1.928710938e-01,8.071289062e-01,1.108440929e+04
singulaer,handed,1.933593750e-01,8.066406250e-01,1.108269193e+04
singulaer,handed,1.938476562e-01,8.061523437e-01,1.107889449e+04
singulaer,handed,1.943359375e-01,8.056640625e-01,1.107297312e+04
singulaer,handed,1.948242188e-01,8.051757812e-01,1.106485851e+04
singulaer,handed,1.953125000e-01,8.046875000e-01,1.105445386e+04
singulaer,handed,1.958007812e-01,8.041992188e-01,1.105445386e+04
singulaer,handed,1.962890625e-01,8.037109375e-01,1.105445386e+04
singulaer,handed,1.967773438e-01,8.032226562e-01,1.105445386e+04
singulaer,handed,1.972656250e-01,8.027343750e-01,1.105445386e+04
singulaer,handed,1.977539062e-01,8.022460938e-01,1.105445386e+04
singulaer,handed,1.982421875e-01,8.017578125e-01,1.105445386e+04
singulaer,handed,1.987304688e-01,8.012695312e-01,1.105445386e+04
singulaer,handed,1.992187500e-01,8.007812500e-01,1.105445386e+04
singulaer,handed,1.997070312e-01,8.002929688e-01,1.105445386e+04
singulaer,handed,2.001953125e-01,7.998046875e-01,1.105445386e+04
singulaer,handed,2.006835938e-01,7.993164062e-01,1.105445386e+04
singulaer,handed,2.011718750e-01,7.988281250e-01,1.105445386e+04
singulaer,handed,2.016601562e-01,7.983398438e-01,1.105445386e+04
singulaer,handed,2.021484375e-01,7.978515625e-01,1.105445386e+04
singulaer,handed,2.026367188e-01,7.973632812e-01,1.105445386e+04
singulaer,handed,2.031250000e-01,7.968750000e-01,1.105445386e+04
singulaer,handed,2.036132812e-01,7.963867188e-01,1.105445386e+04
singulaer,handed,2.041015625e-01,7.958984375e-01,1.105445386e+04
singulaer,handed,2.045898438e-01,7.954101562e-01,1.105445386e+04
singulaer,handed,2.050781250e-01,7.949218750e-01,1.105445386e+04
singulaer,handed,2.055664062e-01,7.944335938e-01,1.105445386e+04
singulaer,handed,2.060546875e-01,7.939453125e-01,1.105445386e+04
singulaer,handed,2.065429688e-01,7.934570312e-01,1.105445386e+04
singulaer,handed,2.070312500e-01,7.929687500e-01,1.105445386e+04
singulaer,handed,2.075195312e-01,7.924804688e-01,1.105445386e+04
singulaer,handed,2.080078125e-01,7.919921875e-01,1.105445386e+04
singulaer,handed,2.084960938e-01,7.915039062e-01,1.105445386e+04
singulaer,handed,2.089843750e-01,7.910156250e-01,1.105445386e+04
singulaer,handed,2.094726562e-01,7.905273438e-01,1.105445386e+04
singulaer,handed,2.099609375e-01,7.900390625e-01,1.105445386e+04
singulaer,handed,2.104492188e-01,7.895507812e-01,1.105445386e+04
singulaer,handed,2.109375000e-01,7.890625000e-01,1.105445386e+04
singulaer,handed,2.114257812e-01,7.885742188e-01,1.104341372e+04
singulaer,handed,2.119140625e-01,7.880859375e-01,1.103452883e+04
singulaer,handed,2.124023438e-01,7.875976562e-01,1.102788701e+04
singulaer,handed,2.128906250e-01,7.871093750e-01,1.102355502e+04
singulaer,handed,2.133789062e-01,7.866210938e-01,1.102157693e+04
singulaer,handed,2.138671875e-01,7.861328125e-01,1.102197300e+04
singulaer,handed,2.143554688e-01,7.856445313e-01,1.102473917e+04
singulaer,handed,2.148437500e-01,7.851562500e-01,1.102984715e+04
singulaer,handed,2.153320312e-01,7.846679688e-01,1.103724515e+04
singulaer,handed,2.158203125e-01,7.841796875e-01,1.104685920e+04
singulaer,handed,2.163085938e-01,7.836914062e-01,1.105859491e+04
singulaer,handed,2.167968750e-01,7.832031250e-01,1.107233980e+04
singulaer,handed,2.172851562e-01,7.827148438e-01,1.108796586e+04
singulaer,handed,2.177734375e-01,7.822265625e-01,1.110533240e+04
singulaer,handed,2.182617188e-01,7.817382813e-01,1.112428900e+04
singulaer,handed,2.187500000e-01,7.812500000e-01,1.114467847e+04
singulaer,handed,2.192382812e-01,7.807617187e-01,1.117137771e+04
singulaer,handed,2.197265625e-01,7.802734375e-01,1.119463997e+04
singulaer,handed,2.202148438e-01,7.797851562e-01,1.121474747e+04
singulaer,handed,2.207031250e-01,7.792968750e-01,1.123193374e+04
singulaer,handed,2.211914062e-01,7.788085938e-01,1.124639081e+04
singulaer,handed,2.216796875e-01,7.783203125e-01,1.125827495e+04
singulaer,handed,2.221679688e-01,7.778320312e-01,1.126771104e+04
singulaer,handed,2.226562500e-01,7.773437500e-01,1.127479597e+04
singulaer,handed,2.231445312e-01,7.768554687e-01,1.127960119e+04
singulaer,handed,2.236328125e-01,7.763671875e-01,1.128217450e+04
singulaer,handed,2.241210938e-01,7.758789062e-01,1.128254132e+04
singulaer,handed,2.246093750e-01,7.753906250e-01,1.128070524e+04
singulaer,handed,2.250976562e-01,7.749023438e-01,1.127664818e+04
singulaer,handed,2.255859375e-01,7.744140625e-01,1.127032989e+04
singulaer,handed,2.260742188e-01,7.739257812e-01,1.126168699e+04
singulaer,handed,2.265625000e-01,7.734375000e-01,1.125063130e+04
singulaer,handed,2.270507812e-01,7.729492188e-01,1.125063130e+04
singulaer,handed,2.275390625e-01,7.724609375e-01,1.125063130e+04
singulaer,handed,2.280273438e-01,7.719726562e-01,1.125063130e+04
singulaer,handed,2.285156250e-01,7.714843750e-01,1.125063130e+04
singulaer,handed,2.290039062e-01,7.709960938e-01,1.125063130e+04
singulaer,handed,2.294921875e-01,7.705078125e-01,1.125063130e+04
singulaer,handed,2.299804688e-01,7.700195312e-01,1.125063130e+04
singulaer,handed,2.304687500e-01,7.695312500e-01,1.125063130e+04
singulaer,handed,2.309570312e-01,7.690429688e-01,1.125063130e+04
singulaer,handed,2.314453125e-01,7.685546875e-01,1.125063130e+04
singulaer,handed,2.319335938e-01,7.680664062e-01,1.125063130e+04
singulaer,handed,2.324218750e-01,7.675781250e-01,1.125063130e+04
singulaer,handed,2.329101562e-01,7.670898438e-01,1.125063130e+04
singulaer,handed,2.333984375e-01,7.666015625e-01,1.125063130e+04
singulaer,handed,2.338867188e-01,7.661132812e-01,1.125063130e+04
singulaer,handed,2.343750000e-01,7.656250000e-01,1.125063130e+04
singulaer,handed,2.348632812e-01,7.651367188e-01,1.125063130e+04
singulaer,handed,2.353515625e-01,7.646484375e-01,1.125063130e+04
singulaer,handed,2.358398438e-01,7.641601562e-01,1.125063130e+04
singulaer,handed,2.363281250e-01,7.636718750e-01,1.125063130e+04
singulaer,handed,2.368164062e-01,7.631835938e-01,1.125063130e+04
singulaer,handed,2.373046875e-01,7.626953125e-01,1.125063130e+04
singulaer,handed,2.377929688e-01,7.622070312e-01,1.125063130e+04
singulaer,handed,2.382812500e-01,7.617187500e-01,1.125063130e+04
singulaer,handed,2.387695312e-01,7.612304688e-01,1.125063130e+04
singulaer,handed,2.392578125e-01,7.607421875e-01,1.125063130e+04
singulaer,handed,2.397460938e-01,7.602539062e-01,1.125063130e+04
singulaer,handed,2.402343750e-01,7.597656250e-01,1.125063130e+04
singulaer,handed,2.407226562e-01,7.592773438e-01,1.125063130e+04
singulaer,handed,2.412109375e-01,7.587890625e-01,1.125063130e+04
singulaer,handed,2.416992188e-01,7.583007812e-01,1.125063130e+04
singulaer,handed,2.421875000e-01,7.578125000e-01,1.125063130e+04
singulaer,handed,2.426757812e-01,7.573242188e-01,1.123891939e+04
singulaer,handed,2.431640625e-01,7.568359375e-01,1.122951120e+04
singulaer,handed,2.436523438e-01,7.563476562e-01,1.122248824e+04
singulaer,handed,2.441406250e-01,7.558593750e-01,1.121791230e+04
singulaer,handed,2.446289062e-01,7.553710938e-01,1.121582402e+04
singulaer,handed,2.451171875e-01,7.548828125e-01,1.121624209e+04
singulaer,handed,2.456054688e-01,7.543945312e-01,1.121916276e+04
singulaer,handed,2.460937500e-01,7.539062500e-01,1.122455996e+04
singulaer,handed,2.465820312e-01,7.534179688e-01,1.123238587e+04
singulaer,handed,2.470703125e-01,7.529296875e-01,1.124257195e+04
singulaer,handed,2.475585938e-01,7.524414062e-01,1.125503047e+04
singulaer,handed,2.480468750e-01,7.519531250e-01,1.126965632e+04
singulaer,handed,2.485351562e-01,7.514648438e-01,1.128632915e+04
singulaer,handed,2.490234375e-01,7.509765625e-01,1.130491579e+04
singulaer,handed,2.495117188e-01,7.504882812e-01,1.132527271e+04
singulaer,handed,2.500000000e-01,7.500000000e-01,1.134724858e+04
singulaer,handed,2.504882812e-01,7.495117188e-01,1.137515137e+04
singulaer,handed,2.509765625e-01,7.490234375e-01,1.139957191e+04
singulaer,handed,2.514648438e-01,7.485351562e-01,1.142076344e+04
singulaer,handed,2.519531250e-01,7.480468750e-01,1.143893743e+04
singulaer,handed,2.524414062e-01,7.475585938e-01,1.145426927e+04
singulaer,handed,2.529296875e-01,7.470703125e-01,1.146690264e+04
singulaer,handed,2.534179688e-01,7.465820312e-01,1.147695306e+04
singulaer,handed,2.539062500e-01,7.460937500e-01,1.148451059e+04
singulaer,handed,2.543945312e-01,7.456054688e-01,1.148964188e+04
singulaer,handed,2.548828125e-01,7.451171875e-01,1.149239166e+04
singulaer,handed,2.553710938e-01,7.446289062e-01,1.149278374e+04
singulaer,handed,2.558593750e-01,7.441406250e-01,1.149082149e+04
singulaer,handed,2.563476562e-01,7.436523438e-01,1.148648796e+04
singulaer,handed,2.568359375e-01,7.431640625e-01,1.147974547e+04
singulaer,handed,2.573242188e-01,7.426757812e-01,1.147053482e+04
singulaer,handed,2.578125000e-01,7.421875000e-01,1.145877396e+04
singulaer,handed,2.583007812e-01,7.416992188e-01,1.145877396e+04
singulaer,handed,2.587890625e-01,7.412109375e-01,1.145877396e+04
singulaer,handed,2.592773438e-01,7.407226562e-01,1.145877396e+04
singulaer,handed,2.597656250e-01,7.402343750e-01,1.145877396e+04
singulaer,handed,2.602539062e-01,7.397460938e-01,1.145877396e+04
singulaer,handed,2.607421875e-01,7.392578125e-01,1.145877396e+04
singulaer,handed,2.612304688e-01,7.387695312e-01,1.145877396e+04
singulaer,handed,2.617187500e-01,7.382812500e-01,1.145877396e+04
singulaer,handed,2.622070312e-01,7.377929688e-01,1.145877396e+04
singulaer,handed,2.626953125e-01,7.373046875e-01,1.145877396e+04
singulaer,handed,2.631835938e-01,7.368164062e-01,1.145877396e+04
singulaer,handed,2.636718750e-01,7.363281250e-01,1.145877396e+04
singulaer,handed,2.641601562e-01,7.358398438e-01,1.145877396e+04
singulaer,handed,2.646484375e-01,7.353515625e-01,1.145877396e+04
singulaer,handed,2.651367188e-01,7.348632812e-01,1.145877396e+04
singulaer,handed,2.656250000e-01,7.343750000e-01,1.145877396e+04
singulaer,handed,2.661132812e-01,7.338867188e-01,1.145877396e+04
singulaer,handed,2.666015625e-01,7.333984375e-01,1.145877396e+04
singulaer,handed,2.670898438e-01,7.329101562e-01,1.145877396e+04
singulaer,handed,2.675781250e-01,7.324218750e-01,1.145877396e+04
singulaer,handed,2.680664062e-01,7.319335938e-01,1.145877396e+04
singulaer,handed,2.685546875e-01,7.314453125e-01,1.145877396e+04
singulaer,handed,2.690429688e-01,7.309570312e-01,1.145877396e+04
singulaer,handed,2.695312500e-01,7.304687500e-01,1.145877396e+04
singulaer,handed,2.700195312e-01,7.299804688e-01,1.145877396e+04
singulaer,handed,2.705078125e-01,7.294921875e-01,1.145877396e+04
singulaer,handed,2.709960938e-01,7.290039062e-01,1.145877396e+04
singulaer,handed,2.714843750e-01,7.285156250e-01,1.145877396e+04
singulaer,handed,2.719726562e-01,7.280273438e-01,1.145877396e+04
singulaer,handed,2.724609375e-01,7.275390625e-01,1.145877396e+04
singulaer,handed,2.729492188e-01,7.270507812e-01,1.145877396e+04
singulaer,handed,2.734375000e-01,7.265625000e-01,1.145877396e+04
singulaer,handed,2.739257812e-01,7.260742188e-01,1.144632200e+04
singulaer,handed,2.744140625e-01,7.255859375e-01,1.143633359e+04
singulaer,handed,2.749023438e-01,7.250976562e-01,1.142888579e+04
singulaer,handed,2.753906250e-01,7.246093750e-01,1.142403682e+04
singulaer,handed,2.758789062e-01,7.241210938e-01,1.142182495e+04
singulaer,handed,2.763671875e-01,7.236328125e-01,1.142226772e+04
singulaer,handed,2.768554688e-01,7.231445312e-01,1.142536160e+04
singulaer,handed,2.773437500e-01,7.226562500e-01,1.143108210e+04
singulaer,handed,2.778320312e-01,7.221679688e-01,1.143938420e+04
singulaer,handed,2.783203125e-01,7.216796875e-01,1.145020325e+04
singulaer,handed,2.788085938e-01,7.211914062e-01,1.146345622e+04
singulaer,handed,2.792968750e-01,7.207031250e-01,1.147904327e+04
singulaer,handed,2.797851562e-01,7.202148438e-01,1.149684954e+04
singulaer,handed,2.802734375e-01,7.197265625e-01,1.151674724e+04
singulaer,handed,2.807617188e-01,7.192382812e-01,1.153859779e+04
singulaer,handed,2.812500000e-01,7.187500000e-01,1.156225408e+04
singulaer,handed,2.817382812e-01,7.182617188e-01,1.159158597e+04
singulaer,handed,2.822265625e-01,7.177734375e-01,1.161734613e+04
singulaer,handed,2.827148438e-01,7.172851562e-01,1.163976769e+04
singulaer,handed,2.832031250e-01,7.167968750e-01,1.165904678e+04
singulaer,handed,2.836914062e-01,7.163085938e-01,1.167534707e+04
singulaer,handed,2.841796875e-01,7.158203125e-01,1.168880341e+04
singulaer,handed,2.846679688e-01,7.153320312e-01,1.169952469e+04
singulaer,handed,2.851562500e-01,7.148437500e-01,1.170759612e+04
singulaer,handed,2.856445312e-01,7.143554688e-01,1.171308096e+04
singulaer,handed,2.861328125e-01,7.138671875e-01,1.171602175e+04
singulaer,handed,2.866210938e-01,7.133789062e-01,1.171644114e+04
singulaer,handed,2.871093750e-01,7.128906250e-01,1.171434237e+04
singulaer,handed,2.875976562e-01,7.124023438e-01,1.170970928e+04
singulaer,handed,2.880859375e-01,7.119140625e-01,1.170250603e+04
singulaer,handed,2.885742188e-01,7.114257812e-01,1.169267639e+04
singulaer,handed,2.890625000e-01,7.109375000e-01,1.168014263e+04
singulaer,handed,2.895507812e-01,7.104492188e-01,1.168014263e+04
singulaer,handed,2.900390625e-01,7.099609375e-01,1.168014263e+04
