# strukturiertes Volumennetz: Knoten (i,j) -> (r,z)
# nr=239 nz=313
i,j,r_m,z_m
141,233,2.870851727e-04,6.355318616e-04
142,233,2.974263273e-04,6.355318616e-04
143,233,3.087203809e-04,6.355318616e-04
144,233,3.210579460e-04,6.355318616e-04
145,233,3.345353188e-04,6.355318616e-04
146,233,3.492615949e-04,6.355318616e-04
147,233,3.653317449e-04,6.355318616e-04
148,233,3.828930231e-04,6.355318616e-04
149,233,4.020809215e-04,6.355318616e-04
150,233,4.230318110e-04,6.355318616e-04
151,233,4.459114310e-04,6.355318616e-04
152,233,4.709074923e-04,6.355318616e-04
153,233,4.982272631e-04,6.355318616e-04
154,233,5.280468223e-04,6.355318616e-04
155,233,5.606176878e-04,6.355318616e-04
156,233,5.961968980e-04,6.355318616e-04
157,233,6.350512450e-04,6.355318616e-04
158,233,6.774964929e-04,6.355318616e-04
159,233,7.238672441e-04,6.355318616e-04
160,233,7.745057743e-04,6.355318616e-04
161,233,8.298365598e-04,6.355318616e-04
162,233,8.902404685e-04,6.355318616e-04
163,233,9.562452265e-04,6.355318616e-04
164,233,1.028315419e-03,6.355318616e-04
165,233,1.107064121e-03,6.355318616e-04
166,233,1.193057227e-03,6.355318616e-04
167,233,1.286983765e-03,6.355318616e-04
168,233,1.389582490e-03,6.355318616e-04
169,233,1.501687528e-03,6.355318616e-04
170,233,1.618967549e-03,6.355318616e-04
171,233,1.727165678e-03,6.355318616e-04
172,233,1.826235815e-03,6.355318616e-04
173,233,1.916950625e-03,6.355318616e-04
174,233,2.000000000e-03,6.355318616e-04
175,233,2.082774889e-03,6.355318616e-04
176,233,2.173107050e-03,6.355318616e-04
177,233,2.271750002e-03,6.355318616e-04
178,233,2.379493458e-03,6.355318616e-04
179,233,2.497113169e-03,6.355318616e-04
180,233,2.625517812e-03,6.355318616e-04
181,233,2.765775452e-03,6.355318616e-04
182,233,2.918996293e-03,6.355318616e-04
183,233,3.080897764e-03,6.355318616e-04
184,233,3.243063259e-03,6.355318616e-04
185,233,3.405228754e-03,6.355318616e-04
186,233,3.567394249e-03,6.355318616e-04
187,233,3.729559744e-03,6.355318616e-04
188,233,3.891725240e-03,6.355318616e-04
189,233,4.053890735e-03,6.355318616e-04
190,233,4.216056230e-03,6.355318616e-04
191,233,4.378221725e-03,6.355318616e-04
192,233,4.540387220e-03,6.355318616e-04
193,233,4.702552716e-03,6.355318616e-04
194,233,4.864718211e-03,6.355318616e-04
195,233,5.026883706e-03,6.355318616e-04
196,233,5.189049201e-03,6.355318616e-04
197,233,5.351214697e-03,6.355318616e-04
198,233,5.513380192e-03,6.355318616e-04
199,233,5.675545687e-03,6.355318616e-04
200,233,5.837711182e-03,6.355318616e-04
201,233,5.999876677e-03,6.355318616e-04
202,233,6.162042173e-03,6.355318616e-04
203,233,6.324207668e-03,6.355318616e-04
204,233,6.486373163e-03,6.355318616e-04
205,233,6.648538658e-03,6.355318616e-04
206,233,6.810704153e-03,6.355318616e-04
207,233,6.972869649e-03,6.355318616e-04
208,233,7.135035144e-03,6.355318616e-04
209,233,7.297200639e-03,6.355318616e-04
210,233,7.459366134e-03,6.355318616e-04
211,233,7.621531629e-03,6.355318616e-04
212,233,7.783697125e-03,6.355318616e-04
213,233,7.945862620e-03,6.355318616e-04
214,233,8.108028115e-03,6.355318616e-04
215,233,8.270193610e-03,6.355318616e-04
216,233,8.432359105e-03,6.355318616e-04
217,233,8.594524601e-03,6.355318616e-04
218,233,8.756690096e-03,6.355318616e-04
219,233,8.918855591e-03,6.355318616e-04
220,233,9.081021086e-03,6.355318616e-04
221,233,9.243186581e-03,6.355318616e-04
222,233,9.405352077e-03,6.355318616e-04
223,233,9.567517572e-03,6.355318616e-04
224,233,9.729683067e-03,6.355318616e-04
225,233,9.891848562e-03,6.355318616e-04
226,233,1.005401406e-02,6.355318616e-04
227,233,1.021617955e-02,6.355318616e-04
228,233,1.037834505e-02,6.355318616e-04
229,233,1.054051054e-02,6.355318616e-04
230,233,1.070267604e-02,6.355318616e-04
231,233,1.086484153e-02,6.355318616e-04
232,233,1.102700703e-02,6.355318616e-04
233,233,1.118917252e-02,6.355318616e-04
234,233,1.135133802e-02,6.355318616e-04
235,233,1.151350351e-02,6.355318616e-04
236,233,1.167566901e-02,6.355318616e-04
237,233,1.183783450e-02,6.355318616e-04
238,233,1.200000000e-02,6.355318616e-04
0,234,0.000000000e+00,6.411268411e-04
1,234,2.253927972e-07,6.411268411e-04
2,234,4.710108625e-07,6.411268411e-04
3,234,7.388114821e-07,6.411268411e-04
4,234,1.030777353e-06,6.411268411e-04
5,234,1.349134956e-06,6.411268411e-04
6,234,1.696071563e-06,6.411268411e-04
7,234,2.065284294e-06,6.411268411e-04
8,234,2.411371865e-06,6.411268411e-04
9,234,2.728827367e-06,6.411268411e-04
10,234,3.019944202e-06,6.411268411e-04
11,234,3.287031469e-06,6.411268411e-04
12,234,3.531983203e-06,6.411268411e-04
13,234,3.756739224e-06,6.411268411e-04
14,234,3.962851098e-06,6.411268411e-04
15,234,4.151964219e-06,6.411268411e-04
16,234,4.325432522e-06,6.411268411e-04
17,234,4.484611324e-06,6.411268411e-04
18,234,4.630594259e-06,6.411268411e-04
19,234,4.764494569e-06,6.411268411e-04
20,234,4.887303601e-06,6.411268411e-04
21,234,5.000000000e-06,6.411268411e-04
22,234,5.114848341e-06,6.411268411e-04
23,234,5.240242801e-06,6.411268411e-04
24,234,5.377141563e-06,6.411268411e-04
25,234,5.526597356e-06,6.411268411e-04
26,234,5.689894263e-06,6.411268411e-04
27,234,5.868073768e-06,6.411268411e-04
28,234,6.062641445e-06,6.411268411e-04
29,234,6.275108672e-06,6.411268411e-04
30,234,6.507073731e-06,6.411268411e-04
31,234,6.760297723e-06,6.411268411e-04
32,234,7.036854475e-06,6.411268411e-04
33,234,7.338797496e-06,6.411268411e-04
34,234,7.661202504e-06,6.411268411e-04
35,234,7.963145525e-06,6.411268411e-04
36,234,8.239702277e-06,6.411268411e-04
37,234,8.492926269e-06,6.411268411e-04
38,234,8.724891328e-06,6.411268411e-04
39,234,8.937358555e-06,6.411268411e-04
40,234,9.131926232e-06,6.411268411e-04
41,234,9.310105737e-06,6.411268411e-04
42,234,9.473402644e-06,6.411268411e-04
43,234,9.622858437e-06,6.411268411e-04
44,234,9.759757199e-06,6.411268411e-04
45,234,9.885151659e-06,6.411268411e-04
46,234,1.000000000e-05,6.411268411e-04
47,234,1.011405930e-05,6.411268411e-04
48,234,1.023850579e-05,6.411268411e-04
49,234,1.037429763e-05,6.411268411e-04
50,234,1.052248756e-05,6.411268411e-04
51,234,1.068427451e-05,6.411268411e-04
52,234,1.086064888e-05,6.411268411e-04
53,234,1.105320963e-05,6.411268411e-04
54,234,1.126339234e-05,6.411268411e-04
55,234,1.149266672e-05,6.411268411e-04
56,234,1.174289551e-05,6.411268411e-04
57,234,1.201593262e-05,6.411268411e-04
58,234,1.231386622e-05,6.411268411e-04
59,234,1.263910470e-05,6.411268411e-04
60,234,1.299392977e-05,6.411268411e-04
61,234,1.338107707e-05,6.411268411e-04
62,234,1.380356934e-05,6.411268411e-04
63,234,1.426460972e-05,6.411268411e-04
64,234,1.476758416e-05,6.411268411e-04
65,234,1.531658835e-05,6.411268411e-04
66,234,1.591572931e-05,6.411268411e-04
67,234,1.656945854e-05,6.411268411e-04
68,234,1.726290196e-05,6.411268411e-04
69,234,1.791004978e-05,6.411268411e-04
70,234,1.850280949e-05,6.411268411e-04
71,234,1.904597685e-05,6.411268411e-04
72,234,1.954376278e-05,6.411268411e-04
73,234,2.000000000e-05,6.411268411e-04
74,234,2.045916536e-05,6.411268411e-04
75,234,2.096027299e-05,6.411268411e-04
76,234,2.150750030e-05,6.411268411e-04
77,234,2.210488231e-05,6.411268411e-04
78,234,2.275725049e-05,6.411268411e-04
79,234,2.346966455e-05,6.411268411e-04
80,234,2.424709708e-05,6.411268411e-04
81,234,2.509583491e-05,6.411268411e-04
82,234,2.602297258e-05,6.411268411e-04
83,234,2.703470044e-05,6.411268411e-04
84,234,2.813980329e-05,6.411268411e-04
85,234,2.934601584e-05,6.411268411e-04
86,234,3.066314436e-05,6.411268411e-04
87,234,3.210179721e-05,6.411268411e-04
88,234,3.367127719e-05,6.411268411e-04
89,234,3.538565249e-05,6.411268411e-04
90,234,3.725684459e-05,6.411268411e-04
91,234,3.930020206e-05,6.411268411e-04
92,234,4.153132481e-05,6.411268411e-04
93,234,4.396693786e-05,6.411268411e-04
94,234,4.662636647e-05,6.411268411e-04
95,234,4.952955859e-05,6.411268411e-04
96,234,5.270131566e-05,6.411268411e-04
97,234,5.616231216e-05,6.411268411e-04
98,234,5.994062673e-05,6.411268411e-04
99,234,6.406670377e-05,6.411268411e-04
100,234,6.857052640e-05,6.411268411e-04
101,234,7.348863074e-05,6.411268411e-04
102,234,7.885880941e-05,6.411268411e-04
103,234,8.472112729e-05,6.411268411e-04
104,234,9.112499402e-05,6.411268411e-04
105,234,9.811342557e-05,6.411268411e-04
106,234,1.057410232e-04,6.411268411e-04
107,234,1.140723874e-04,6.411268411e-04
108,234,1.230724572e-04,6.411268411e-04
109,234,1.316426770e-04,6.411268411e-04
110,234,1.394949624e-04,6.411268411e-04
111,234,1.466842192e-04,6.411268411e-04
112,234,1.532682039e-04,6.411268411e-04
113,234,1.593014787e-04,6.411268411e-04
114,234,1.648266140e-04,6.411268411e-04
115,234,1.698859017e-04,6.411268411e-04
116,234,1.745200288e-04,6.411268411e-04
117,234,1.787647477e-04,6.411268411e-04
118,234,1.826520855e-04,6.411268411e-04
119,234,1.862127249e-04,6.411268411e-04
120,234,1.894754874e-04,6.411268411e-04
121,234,1.924613893e-04,6.411268411e-04
122,234,1.951984325e-04,6.411268411e-04
123,234,1.977042412e-04,6.411268411e-04
124,234,2.000000000e-04,6.411268411e-04
125,234,2.023073590e-04,6.411268411e-04
126,234,2.048262778e-04,6.411268411e-04
127,234,2.075787525e-04,6.411268411e-04
128,234,2.105843091e-04,6.411268411e-04
129,234,2.138679432e-04,6.411268411e-04
130,234,2.174546697e-04,6.411268411e-04
131,234,2.213724959e-04,6.411268411e-04
132,234,2.256503856e-04,6.411268411e-04
133,234,2.303242912e-04,6.411268411e-04
134,234,2.354283816e-04,6.411268411e-04
135,234,2.410037832e-04,6.411268411e-04
136,234,2.470936058e-04,6.411268411e-04
137,234,2.537446444e-04,6.411268411e-04
138,234,2.610133227e-04,6.411268411e-04
139,234,2.689484386e-04,6.411268411e-04
140,234,2.776157494e-04,6.411268411e-04
141,234,2.870851727e-04,6.411268411e-04
142,234,2.974263273e-04,6.411268411e-04
143,234,3.087203809e-04,6.411268411e-04
144,234,3.210579460e-04,6.411268411e-04
145,234,3.345353188e-04,6.411268411e-04
146,234,3.492615949e-04,6.411268411e-04
147,234,3.653317449e-04,6.411268411e-04
148,234,3.828930231e-04,6.411268411e-04
149,234,4.020809215e-04,6.411268411e-04
150,234,4.230318110e-04,6.411268411e-04
151,234,4.459114310e-04,6.411268411e-04
152,234,4.709074923e-04,6.411268411e-04
153,234,4.982272631e-04,6.411268411e-04
154,234,5.280468223e-04,6.411268411e-04
155,234,5.606176878e-04,6.411268411e-04
156,234,5.961968980e-04,6.411268411e-04
157,234,6.350512450e-04,6.411268411e-04
158,234,6.774964929e-04,6.411268411e-04
159,234,7.238672441e-04,6.411268411e-04
160,234,7.745057743e-04,6.411268411e-04
161,234,8.298365598e-04,6.411268411e-04
162,234,8.902404685e-04,6.411268411e-04
163,234,9.562452265e-04,6.411268411e-04
164,234,1.028315419e-03,6.411268411e-04
165,234,1.107064121e-03,6.411268411e-04
166,234,1.193057227e-03,6.411268411e-04
167,234,1.286983765e-03,6.411268411e-04
168,234,1.389582490e-03,6.411268411e-04
169,234,1.501687528e-03,6.411268411e-04
170,234,1.618967549e-03,6.411268411e-04
171,234,1.727165678e-03,6.411268411e-04
172,234,1.826235815e-03,6.411268411e-04
173,234,1.916950625e-03,6.411268411e-04
174,234,2.000000000e-03,6.411268411e-04
175,234,2.082774889e-03,6.411268411e-04
176,234,2.173107050e-03,6.411268411e-04
177,234,2.271750002e-03,6.411268411e-04
178,234,2.379493458e-03,6.411268411e-04
179,234,2.497113169e-03,6.411268411e-04
180,234,2.625517812e-03,6.411268411e-04
181,234,2.765775452e-03,6.411268411e-04
182,234,2.918996293e-03,6.411268411e-04
183,234,3.080897764e-03,6.411268411e-04
184,234,3.243063259e-03,6.411268411e-04
185,234,3.405228754e-03,6.411268411e-04
186,234,3.567394249e-03,6.411268411e-04
187,234,3.729559744e-03,6.411268411e-04
188,234,3.891725240e-03,6.411268411e-04
189,234,4.053890735e-03,6.411268411e-04
190,234,4.216056230e-03,6.411268411e-04
191,234,4.378221725e-03,6.411268411e-04
192,234,4.540387220e-03,6.411268411e-04
193,234,4.702552716e-03,6.411268411e-04
194,234,4.864718211e-03,6.411268411e-04
195,234,5.026883706e-03,6.411268411e-04
196,234,5.189049201e-03,6.411268411e-04
197,234,5.351214697e-03,6.411268411e-04
198,234,5.513380192e-03,6.411268411e-04
199,234,5.675545687e-03,6.411268411e-04
200,234,5.837711182e-03,6.411268411e-04
201,234,5.999876677e-03,6.411268411e-04
202,234,6.162042173e-03,6.411268411e-04
203,234,6.324207668e-03,6.411268411e-04
204,234,6.486373163e-03,6.411268411e-04
205,234,6.648538658e-03,6.411268411e-04
206,234,6.810704153e-03,6.411268411e-04
207,234,6.972869649e-03,6.411268411e-04
208,234,7.135035144e-03,6.411268411e-04
209,234,7.297200639e-03,6.411268411e-04
210,234,7.459366134e-03,6.411268411e-04
211,234,7.621531629e-03,6.411268411e-04
212,234,7.783697125e-03,6.411268411e-04
213,234,7.945862620e-03,6.411268411e-04
214,234,8.108028115e-03,6.411268411e-04
215,234,8.270193610e-03,6.411268411e-04
216,234,8.432359105e-03,6.411268411e-04
217,234,8.594524601e-03,6.411268411e-04
218,234,8.756690096e-03,6.411268411e-04
219,234,8.918855591e-03,6.411268411e-04
220,234,9.081021086e-03,6.411268411e-04
221,234,9.243186581e-03,6.411268411e-04
222,234,9.405352077e-03,6.411268411e-04
223,234,9.567517572e-03,6.411268411e-04
224,234,9.729683067e-03,6.411268411e-04
225,234,9.891848562e-03,6.411268411e-04
226,234,1.005401406e-02,6.411268411e-04
227,234,1.021617955e-02,6.411268411e-04
228,234,1.037834505e-02,6.411268411e-04
229,234,1.054051054e-02,6.411268411e-04
230,234,1.070267604e-02,6.411268411e-04
231,234,1.086484153e-02,6.411268411e-04
232,234,1.102700703e-02,6.411268411e-04
233,234,1.118917252e-02,6.411268411e-04
234,234,1.135133802e-02,6.411268411e-04
235,234,1.151350351e-02,6.411268411e-04
236,234,1.167566901e-02,6.411268411e-04
237,234,1.183783450e-02,6.411268411e-04
238,234,1.200000000e-02,6.411268411e-04
0,235,0.000000000e+00,6.472401094e-04
1,235,2.253927972e-07,6.472401094e-04
2,235,4.710108625e-07,6.472401094e-04
3,235,7.388114821e-07,6.472401094e-04
4,235,1.030777353e-06,6.472401094e-04
5,235,1.349134956e-06,6.472401094e-04
6,235,1.696071563e-06,6.472401094e-04
7,235,2.065284294e-06,6.472401094e-04
8,235,2.411371865e-06,6.472401094e-04
9,235,2.728827367e-06,6.472401094e-04
10,235,3.019944202e-06,6.472401094e-04
11,235,3.287031469e-06,6.472401094e-04
12,235,3.531983203e-06,6.472401094e-04
13,235,3.756739224e-06,6.472401094e-04
14,235,3.962851098e-06,6.472401094e-04
15,235,4.151964219e-06,6.472401094e-04
16,235,4.325432522e-06,6.472401094e-04
17,235,4.484611324e-06,6.472401094e-04
18,235,4.630594259e-06,6.472401094e-04
19,235,4.764494569e-06,6.472401094e-04
20,235,4.887303601e-06,6.472401094e-04
21,235,5.000000000e-06,6.472401094e-04
22,235,5.114848341e-06,6.472401094e-04
23,235,5.240242801e-06,6.472401094e-04
24,235,5.377141563e-06,6.472401094e-04
25,235,5.526597356e-06,6.472401094e-04
26,235,5.689894263e-06,6.472401094e-04
27,235,5.868073768e-06,6.472401094e-04
28,235,6.062641445e-06,6.472401094e-04
29,235,6.275108672e-06,6.472401094e-04
30,235,6.507073731e-06,6.472401094e-04
31,235,6.760297723e-06,6.472401094e-04
32,235,7.036854475e-06,6.472401094e-04
33,235,7.338797496e-06,6.472401094e-04
34,235,7.661202504e-06,6.472401094e-04
35,235,7.963145525e-06,6.472401094e-04
36,235,8.239702277e-06,6.472401094e-04
37,235,8.492926269e-06,6.472401094e-04
38,235,8.724891328e-06,6.472401094e-04
39,235,8.937358555e-06,6.472401094e-04
40,235,9.131926232e-06,6.472401094e-04
41,235,9.310105737e-06,6.472401094e-04
42,235,9.473402644e-06,6.472401094e-04
43,235,9.622858437e-06,6.472401094e-04
44,235,9.759757199e-06,6.472401094e-04
45,235,9.885151659e-06,6.472401094e-04
46,235,1.000000000e-05,6.472401094e-04
47,235,1.011405930e-05,6.472401094e-04
48,235,1.023850579e-05,6.472401094e-04
49,235,1.037429763e-05,6.472401094e-04
50,235,1.052248756e-05,6.472401094e-04
51,235,1.068427451e-05,6.472401094e-04
52,235,1.086064888e-05,6.472401094e-04
53,235,1.105320963e-05,6.472401094e-04
54,235,1.126339234e-05,6.472401094e-04
55,235,1.149266672e-05,6.472401094e-04
56,235,1.174289551e-05,6.472401094e-04
57,235,1.201593262e-05,6.472401094e-04
58,235,1.231386622e-05,6.472401094e-04
59,235,1.263910470e-05,6.472401094e-04
60,235,1.299392977e-05,6.472401094e-04
61,235,1.338107707e-05,6.472401094e-04
62,235,1.380356934e-05,6.472401094e-04
63,235,1.426460972e-05,6.472401094e-04
64,235,1.476758416e-05,6.472401094e-04
65,235,1.531658835e-05,6.472401094e-04
66,235,1.591572931e-05,6.472401094e-04
67,235,1.656945854e-05,6.472401094e-04
68,235,1.726290196e-05,6.472401094e-04
69,235,1.791004978e-05,6.472401094e-04
70,235,1.850280949e-05,6.472401094e-04
71,235,1.904597685e-05,6.472401094e-04
72,235,1.954376278e-05,6.472401094e-04
73,235,2.000000000e-05,6.472401094e-04
74,235,2.045916536e-05,6.472401094e-04
75,235,2.096027299e-05,6.472401094e-04
76,235,2.150750030e-05,6.472401094e-04
77,235,2.210488231e-05,6.472401094e-04
78,235,2.275725049e-05,6.472401094e-04
79,235,2.346966455e-05,6.472401094e-04
80,235,2.424709708e-05,6.472401094e-04
81,235,2.509583491e-05,6.472401094e-04
82,235,2.602297258e-05,6.472401094e-04
83,235,2.703470044e-05,6.472401094e-04
84,235,2.813980329e-05,6.472401094e-04
85,235,2.934601584e-05,6.472401094e-04
86,235,3.066314436e-05,6.472401094e-04
87,235,3.210179721e-05,6.472401094e-04
88,235,3.367127719e-05,6.472401094e-04
89,235,3.538565249e-05,6.472401094e-04
90,235,3.725684459e-05,6.472401094e-04
91,235,3.930020206e-05,6.472401094e-04
92,235,4.153132481e-05,6.472401094e-04
93,235,4.396693786e-05,6.472401094e-04
94,235,4.662636647e-05,6.472401094e-04
95,235,4.952955859e-05,6.472401094e-04
96,235,5.270131566e-05,6.472401094e-04
97,235,5.616231216e-05,6.472401094e-04
98,235,5.994062673e-05,6.472401094e-04
99,235,6.406670377e-05,6.472401094e-04
100,235,6.857052640e-05,6.472401094e-04
101,235,7.348863074e-05,6.472401094e-04
102,235,7.885880941e-05,6.472401094e-04
103,235,8.472112729e-05,6.472401094e-04
104,235,9.112499402e-05,6.472401094e-04
105,235,9.811342557e-05,6.472401094e-04
106,235,1.057410232e-04,6.472401094e-04
107,235,1.140723874e-04,6.472401094e-04
108,235,1.230724572e-04,6.472401094e-04
109,235,1.316426770e-04,6.472401094e-04
110,235,1.394949624e-04,6.472401094e-04
111,235,1.466842192e-04,6.472401094e-04
112,235,1.532682039e-04,6.472401094e-04
113,235,1.593014787e-04,6.472401094e-04
114,235,1.648266140e-04,6.472401094e-04
115,235,1.698859017e-04,6.472401094e-04
116,235,1.745200288e-04,6.472401094e-04
117,235,1.787647477e-04,6.472401094e-04
118,235,1.826520855e-04,6.472401094e-04
119,235,1.862127249e-04,6.472401094e-04
120,235,1.894754874e-04,6.472401094e-04
121,235,1.924613893e-04,6.472401094e-04
122,235,1.951984325e-04,6.472401094e-04
123,235,1.977042412e-04,6.472401094e-04
124,235,2.000000000e-04,6.472401094e-04
125,235,2.023073590e-04,6.472401094e-04
126,235,2.048262778e-04,6.472401094e-04
127,235,2.075787525e-04,6.472401094e-04
128,235,2.105843091e-04,6.472401094e-04
129,235,2.138679432e-04,6.472401094e-04
130,235,2.174546697e-04,6.472401094e-04
131,235,2.213724959e-04,6.472401094e-04
132,235,2.256503856e-04,6.472401094e-04
133,235,2.303242912e-04,6.472401094e-04
134,235,2.354283816e-04,6.472401094e-04
135,235,2.410037832e-04,6.472401094e-04
136,235,2.470936058e-04,6.472401094e-04
137,235,2.537446444e-04,6.472401094e-04
138,235,2.610133227e-04,6.472401094e-04
139,235,2.689484386e-04,6.472401094e-04
140,235,2.776157494e-04,6.472401094e-04
141,235,2.870851727e-04,6.472401094e-04
142,235,2.974263273e-04,6.472401094e-04
143,235,3.087203809e-04,6.472401094e-04
144,235,3.210579460e-04,6.472401094e-04
145,235,3.345353188e-04,6.472401094e-04
146,235,3.492615949e-04,6.472401094e-04
147,235,3.653317449e-04,6.472401094e-04
148,235,3.828930231e-04,6.472401094e-04
149,235,4.020809215e-04,6.472401094e-04
150,235,4.230318110e-04,6.472401094e-04
151,235,4.459114310e-04,6.472401094e-04
152,235,4.709074923e-04,6.472401094e-04
153,235,4.982272631e-04,6.472401094e-04
154,235,5.280468223e-04,6.472401094e-04
155,235,5.606176878e-04,6.472401094e-04
156,235,5.961968980e-04,6.472401094e-04
157,235,6.350512450e-04,6.472401094e-04
158,235,6.774964929e-04,6.472401094e-04
159,235,7.238672441e-04,6.472401094e-04
160,235,7.745057743e-04,6.472401094e-04
161,235,8.298365598e-04,6.472401094e-04
162,235,8.902404685e-04,6.472401094e-04
163,235,9.562452265e-04,6.472401094e-04
164,235,1.028315419e-03,6.472401094e-04
165,235,1.107064121e-03,6.472401094e-04
166,235,1.193057227e-03,6.472401094e-04
167,235,1.286983765e-03,6.472401094e-04
168,235,1.389582490e-03,6.472401094e-04
169,235,1.501687528e-03,6.472401094e-04
170,235,1.618967549e-03,6.472401094e-04
171,235,1.727165678e-03,6.472401094e-04
172,235,1.826235815e-03,6.472401094e-04
173,235,1.916950625e-03,6.472401094e-04
174,235,2.000000000e-03,6.472401094e-04
175,235,2.082774889e-03,6.472401094e-04
176,235,2.173107050e-03,6.472401094e-04
177,235,2.271750002e-03,6.472401094e-04
178,235,2.379493458e-03,6.472401094e-04
179,235,2.497113169e-03,6.472401094e-04
180,235,2.625517812e-03,6.472401094e-04
181,235,2.765775452e-03,6.472401094e-04
182,235,2.918996293e-03,6.472401094e-04
183,235,3.080897764e-03,6.472401094e-04
184,235,3.243063259e-03,6.472401094e-04
185,235,3.405228754e-03,6.472401094e-04
186,235,3.567394249e-03,6.472401094e-04
187,235,3.729559744e-03,6.472401094e-04
188,235,3.891725240e-03,6.472401094e-04
189,235,4.053890735e-03,6.472401094e-04
190,235,4.216056230e-03,6.472401094e-04
191,235,4.378221725e-03,6.472401094e-04
192,235,4.540387220e-03,6.472401094e-04
193,235,4.702552716e-03,6.472401094e-04
194,235,4.864718211e-03,6.472401094e-04
195,235,5.026883706e-03,6.472401094e-04
196,235,5.189049201e-03,6.472401094e-04
197,235,5.351214697e-03,6.472401094e-04
198,235,5.513380192e-03,6.472401094e-04
199,235,5.675545687e-03,6.472401094e-04
200,235,5.837711182e-03,6.472401094e-04
201,235,5.999876677e-03,6.472401094e-04
202,235,6.162042173e-03,6.472401094e-04
203,235,6.324207668e-03,6.472401094e-04
204,235,6.486373163e-03,6.472401094e-04
205,235,6.648538658e-03,6.472401094e-04
206,235,6.810704153e-03,6.472401094e-04
207,235,6.972869649e-03,6.472401094e-04
208,235,7.135035144e-03,6.472401094e-04
209,235,7.297200639e-03,6.472401094e-04
210,235,7.459366134e-03,6.472401094e-04
211,235,7.621531629e-03,6.472401094e-04
212,235,7.783697125e-03,6.472401094e-04
213,235,7.945862620e-03,6.472401094e-04
214,235,8.108028115e-03,6.472401094e-04
215,235,8.270193610e-03,6.472401094e-04
216,235,8.432359105e-03,6.472401094e-04
217,235,8.594524601e-03,6.472401094e-04
218,235,8.756690096e-03,6.472401094e-04
219,235,8.918855591e-03,6.472401094e-04
220,235,9.081021086e-03,6.472401094e-04
221,235,9.243186581e-03,6.472401094e-04
222,235,9.405352077e-03,6.472401094e-04
223,235,9.567517572e-03,6.472401094e-04
224,235,9.729683067e-03,6.472401094e-04
225,235,9.891848562e-03,6.472401094e-04
226,235,1.005401406e-02,6.472401094e-04
227,235,1.021617955e-02,6.472401094e-04
228,235,1.037834505e-02,6.472401094e-04
229,235,1.054051054e-02,6.472401094e-04
230,235,1.070267604e-02,6.472401094e-04
231,235,1.086484153e-02,6.472401094e-04
232,235,1.102700703e-02,6.472401094e-04
233,235,1.118917252e-02,6.472401094e-04
234,235,1.135133802e-02,6.472401094e-04
235,235,1.151350351e-02,6.472401094e-04
236,235,1.167566901e-02,6.472401094e-04
237,235,1.183783450e-02,6.472401094e-04
238,235,1.200000000e-02,6.472401094e-04
0,236,0.000000000e+00,6.539200123e-04
1,236,2.253927972e-07,6.539200123e-04
2,236,4.710108625e-07,6.539200123e-04
3,236,7.388114821e-07,6.539200123e-04
4,236,1.030777353e-06,6.539200123e-04
5,236,1.349134956e-06,6.539200123e-04
6,236,1.696071563e-06,6.539200123e-04
7,236,2.065284294e-06,6.539200123e-04
8,236,2.411371865e-06,6.539200123e-04
9,236,2.728827367e-06,6.539200123e-04
10,236,3.019944202e-06,6.539200123e-04
11,236,3.287031469e-06,6.539200123e-04
12,236,3.531983203e-06,6.539200123e-04
13,236,3.756739224e-06,6.539200123e-04
14,236,3.962851098e-06,6.539200123e-04
15,236,4.151964219e-06,6.539200123e-04
16,236,4.325432522e-06,6.539200123e-04
17,236,4.484611324e-06,6.539200123e-04
18,236,4.630594259e-06,6.539200123e-04
19,236,4.764494569e-06,6.539200123e-04
20,236,4.887303601e-06,6.539200123e-04
21,236,5.000000000e-06,6.539200123e-04
22,236,5.114848341e-06,6.539200123e-04
23,236,5.240242801e-06,6.539200123e-04
24,236,5.377141563e-06,6.539200123e-04
25,236,5.526597356e-06,6.539200123e-04
26,236,5.689894263e-06,6.539200123e-04
27,236,5.868073768e-06,6.539200123e-04
28,236,6.062641445e-06,6.539200123e-04
29,236,6.275108672e-06,6.539200123e-04
30,236,6.507073731e-06,6.539200123e-04
31,236,6.760297723e-06,6.539200123e-04
32,236,7.036854475e-06,6.539200123e-04
33,236,7.338797496e-06,6.539200123e-04
34,236,7.661202504e-06,6.539200123e-04
35,236,7.963145525e-06,6.539200123e-04
36,236,8.239702277e-06,6.539200123e-04
37,236,8.492926269e-06,6.539200123e-04
38,236,8.724891328e-06,6.539200123e-04
39,236,8.937358555e-06,6.539200123e-04
40,236,9.131926232e-06,6.539200123e-04
41,236,9.310105737e-06,6.539200123e-04
42,236,9.473402644e-06,6.539200123e-04
43,236,9.622858437e-06,6.539200123e-04
44,236,9.759757199e-06,6.539200123e-04
45,236,9.885151659e-06,6.539200123e-04
46,236,1.000000000e-05,6.539200123e-04
47,236,1.011405930e-05,6.539200123e-04
48,236,1.023850579e-05,6.539200123e-04
49,236,1.037429763e-05,6.539200123e-04
50,236,1.052248756e-05,6.539200123e-04
51,236,1.068427451e-05,6.539200123e-04
52,236,1.086064888e-05,6.539200123e-04
53,236,1.105320963e-05,6.539200123e-04
54,236,1.126339234e-05,6.539200123e-04
55,236,1.149266672e-05,6.539200123e-04
56,236,1.174289551e-05,6.539200123e-04
