# strukturiertes Volumennetz: Knoten (i,j) -> (r,z)
# nr=239 nz=313
i,j,r_m,z_m
201,42,5.999876677e-03,-2.723926365e-04
202,42,6.162042173e-03,-2.723926365e-04
203,42,6.324207668e-03,-2.723926365e-04
204,42,6.486373163e-03,-2.723926365e-04
205,42,6.648538658e-03,-2.723926365e-04
206,42,6.810704153e-03,-2.723926365e-04
207,42,6.972869649e-03,-2.723926365e-04
208,42,7.135035144e-03,-2.723926365e-04
209,42,7.297200639e-03,-2.723926365e-04
210,42,7.459366134e-03,-2.723926365e-04
211,42,7.621531629e-03,-2.723926365e-04
212,42,7.783697125e-03,-2.723926365e-04
213,42,7.945862620e-03,-2.723926365e-04
214,42,8.108028115e-03,-2.723926365e-04
215,42,8.270193610e-03,-2.723926365e-04
216,42,8.432359105e-03,-2.723926365e-04
217,42,8.594524601e-03,-2.723926365e-04
218,42,8.756690096e-03,-2.723926365e-04
219,42,8.918855591e-03,-2.723926365e-04
220,42,9.081021086e-03,-2.723926365e-04
221,42,9.243186581e-03,-2.723926365e-04
222,42,9.405352077e-03,-2.723926365e-04
223,42,9.567517572e-03,-2.723926365e-04
224,42,9.729683067e-03,-2.723926365e-04
225,42,9.891848562e-03,-2.723926365e-04
226,42,1.005401406e-02,-2.723926365e-04
227,42,1.021617955e-02,-2.723926365e-04
228,42,1.037834505e-02,-2.723926365e-04
229,42,1.054051054e-02,-2.723926365e-04
230,42,1.070267604e-02,-2.723926365e-04
231,42,1.086484153e-02,-2.723926365e-04
232,42,1.102700703e-02,-2.723926365e-04
233,42,1.118917252e-02,-2.723926365e-04
234,42,1.135133802e-02,-2.723926365e-04
235,42,1.151350351e-02,-2.723926365e-04
236,42,1.167566901e-02,-2.723926365e-04
237,42,1.183783450e-02,-2.723926365e-04
238,42,1.200000000e-02,-2.723926365e-04
0,43,0.000000000e+00,-2.518151366e-04
1,43,2.253927972e-07,-2.518151366e-04
2,43,4.710108625e-07,-2.518151366e-04
3,43,7.388114821e-07,-2.518151366e-04
4,43,1.030777353e-06,-2.518151366e-04
5,43,1.349134956e-06,-2.518151366e-04
6,43,1.696071563e-06,-2.518151366e-04
7,43,2.065284294e-06,-2.518151366e-04
8,43,2.411371865e-06,-2.518151366e-04
9,43,2.728827367e-06,-2.518151366e-04
10,43,3.019944202e-06,-2.518151366e-04
11,43,3.287031469e-06,-2.518151366e-04
12,43,3.531983203e-06,-2.518151366e-04
13,43,3.756739224e-06,-2.518151366e-04
14,43,3.962851098e-06,-2.518151366e-04
15,43,4.151964219e-06,-2.518151366e-04
16,43,4.325432522e-06,-2.518151366e-04
17,43,4.484611324e-06,-2.518151366e-04
18,43,4.630594259e-06,-2.518151366e-04
19,43,4.764494569e-06,-2.518151366e-04
20,43,4.887303601e-06,-2.518151366e-04
21,43,5.000000000e-06,-2.518151366e-04
22,43,5.344545024e-06,-2.518151366e-04
23,43,5.720728404e-06,-2.518151366e-04
24,43,6.131424688e-06,-2.518151366e-04
25,43,6.579792067e-06,-2.518151366e-04
26,43,7.069682790e-06,-2.518151366e-04
27,43,7.604221304e-06,-2.518151366e-04
28,43,8.187924336e-06,-2.518151366e-04
29,43,8.825326016e-06,-2.518151366e-04
30,43,9.521221193e-06,-2.518151366e-04
31,43,1.028089317e-05,-2.518151366e-04
32,43,1.111056343e-05,-2.518151366e-04
33,43,1.201639249e-05,-2.518151366e-04
34,43,1.298360751e-05,-2.518151366e-04
35,43,1.388943657e-05,-2.518151366e-04
36,43,1.471910683e-05,-2.518151366e-04
37,43,1.547877881e-05,-2.518151366e-04
38,43,1.617467398e-05,-2.518151366e-04
39,43,1.681207566e-05,-2.518151366e-04
40,43,1.739577870e-05,-2.518151366e-04
41,43,1.793031721e-05,-2.518151366e-04
42,43,1.842020793e-05,-2.518151366e-04
43,43,1.886857531e-05,-2.518151366e-04
44,43,1.927927160e-05,-2.518151366e-04
45,43,1.965545498e-05,-2.518151366e-04
46,43,2.000000000e-05,-2.518151366e-04
47,43,2.010805618e-05,-2.518151366e-04
48,43,2.022595285e-05,-2.518151366e-04
49,43,2.035459775e-05,-2.518151366e-04
50,43,2.049498821e-05,-2.518151366e-04
51,43,2.064826006e-05,-2.518151366e-04
52,43,2.081535157e-05,-2.518151366e-04
53,43,2.099777754e-05,-2.518151366e-04
54,43,2.119689800e-05,-2.518151366e-04
55,43,2.141410532e-05,-2.518151366e-04
56,43,2.165116416e-05,-2.518151366e-04
57,43,2.190983090e-05,-2.518151366e-04
58,43,2.219208379e-05,-2.518151366e-04
59,43,2.250020445e-05,-2.518151366e-04
60,43,2.283635452e-05,-2.518151366e-04
61,43,2.320312564e-05,-2.518151366e-04
62,43,2.360338148e-05,-2.518151366e-04
63,43,2.404015658e-05,-2.518151366e-04
64,43,2.451665868e-05,-2.518151366e-04
65,43,2.503676791e-05,-2.518151366e-04
66,43,2.560437513e-05,-2.518151366e-04
67,43,2.622369757e-05,-2.518151366e-04
68,43,2.688064397e-05,-2.518151366e-04
69,43,2.749373137e-05,-2.518151366e-04
70,43,2.805529321e-05,-2.518151366e-04
71,43,2.856987281e-05,-2.518151366e-04
72,43,2.904145948e-05,-2.518151366e-04
73,43,2.947368421e-05,-2.518151366e-04
74,43,2.990868297e-05,-2.518151366e-04
75,43,3.038341652e-05,-2.518151366e-04
76,43,3.090184239e-05,-2.518151366e-04
77,43,3.146778324e-05,-2.518151366e-04
78,43,3.208581625e-05,-2.518151366e-04
79,43,3.276073484e-05,-2.518151366e-04
80,43,3.349724986e-05,-2.518151366e-04
81,43,3.430131728e-05,-2.518151366e-04
82,43,3.517965823e-05,-2.518151366e-04
83,43,3.613813726e-05,-2.518151366e-04
84,43,3.718507681e-05,-2.518151366e-04
85,43,3.832780448e-05,-2.518151366e-04
86,43,3.957561045e-05,-2.518151366e-04
87,43,4.093854473e-05,-2.518151366e-04
88,43,4.242542050e-05,-2.518151366e-04
89,43,4.404956552e-05,-2.518151366e-04
90,43,4.582227382e-05,-2.518151366e-04
91,43,4.775808616e-05,-2.518151366e-04
92,43,4.987178140e-05,-2.518151366e-04
93,43,5.217920429e-05,-2.518151366e-04
94,43,5.469866297e-05,-2.518151366e-04
95,43,5.744905551e-05,-2.518151366e-04
96,43,6.045387799e-05,-2.518151366e-04
97,43,6.373271678e-05,-2.518151366e-04
98,43,6.731217269e-05,-2.518151366e-04
99,43,7.122108778e-05,-2.518151366e-04
100,43,7.548786712e-05,-2.518151366e-04
101,43,8.014712385e-05,-2.518151366e-04
102,43,8.523466155e-05,-2.518151366e-04
103,43,9.078843638e-05,-2.518151366e-04
104,43,9.685525750e-05,-2.518151366e-04
105,43,1.034758769e-04,-2.518151366e-04
106,43,1.107020219e-04,-2.518151366e-04
107,43,1.185948933e-04,-2.518151366e-04
108,43,1.271212752e-04,-2.518151366e-04
109,43,1.352404309e-04,-2.518151366e-04
110,43,1.426794381e-04,-2.518151366e-04
111,43,1.494903129e-04,-2.518151366e-04
112,43,1.557277722e-04,-2.518151366e-04
113,43,1.614435061e-04,-2.518151366e-04
114,43,1.666778448e-04,-2.518151366e-04
115,43,1.714708543e-04,-2.518151366e-04
116,43,1.758610799e-04,-2.518151366e-04
117,43,1.798823926e-04,-2.518151366e-04
118,43,1.835651336e-04,-2.518151366e-04
119,43,1.869383710e-04,-2.518151366e-04
120,43,1.900294091e-04,-2.518151366e-04
121,43,1.928581583e-04,-2.518151366e-04
122,43,1.954511466e-04,-2.518151366e-04
123,43,1.978250706e-04,-2.518151366e-04
124,43,2.000000000e-04,-2.518151366e-04
125,43,2.023073590e-04,-2.518151366e-04
126,43,2.048262778e-04,-2.518151366e-04
127,43,2.075787525e-04,-2.518151366e-04
128,43,2.105843091e-04,-2.518151366e-04
129,43,2.138679432e-04,-2.518151366e-04
130,43,2.174546697e-04,-2.518151366e-04
131,43,2.213724959e-04,-2.518151366e-04
132,43,2.256503856e-04,-2.518151366e-04
133,43,2.303242912e-04,-2.518151366e-04
134,43,2.354283816e-04,-2.518151366e-04
135,43,2.410037832e-04,-2.518151366e-04
136,43,2.470936058e-04,-2.518151366e-04
137,43,2.537446444e-04,-2.518151366e-04
138,43,2.610133227e-04,-2.518151366e-04
139,43,2.689484386e-04,-2.518151366e-04
140,43,2.776157494e-04,-2.518151366e-04
141,43,2.870851727e-04,-2.518151366e-04
142,43,2.974263273e-04,-2.518151366e-04
143,43,3.087203809e-04,-2.518151366e-04
144,43,3.210579460e-04,-2.518151366e-04
145,43,3.345353188e-04,-2.518151366e-04
146,43,3.492615949e-04,-2.518151366e-04
147,43,3.653317449e-04,-2.518151366e-04
148,43,3.828930231e-04,-2.518151366e-04
149,43,4.020809215e-04,-2.518151366e-04
150,43,4.230318110e-04,-2.518151366e-04
151,43,4.459114310e-04,-2.518151366e-04
152,43,4.709074923e-04,-2.518151366e-04
153,43,4.982272631e-04,-2.518151366e-04
154,43,5.280468223e-04,-2.518151366e-04
155,43,5.606176878e-04,-2.518151366e-04
156,43,5.961968980e-04,-2.518151366e-04
157,43,6.350512450e-04,-2.518151366e-04
158,43,6.774964929e-04,-2.518151366e-04
159,43,7.238672441e-04,-2.518151366e-04
160,43,7.745057743e-04,-2.518151366e-04
161,43,8.298365598e-04,-2.518151366e-04
162,43,8.902404685e-04,-2.518151366e-04
163,43,9.562452265e-04,-2.518151366e-04
164,43,1.028315419e-03,-2.518151366e-04
165,43,1.107064121e-03,-2.518151366e-04
166,43,1.193057227e-03,-2.518151366e-04
167,43,1.286983765e-03,-2.518151366e-04
168,43,1.389582490e-03,-2.518151366e-04
169,43,1.501687528e-03,-2.518151366e-04
170,43,1.618967549e-03,-2.518151366e-04
171,43,1.727165678e-03,-2.518151366e-04
172,43,1.826235815e-03,-2.518151366e-04
173,43,1.916950625e-03,-2.518151366e-04
174,43,2.000000000e-03,-2.518151366e-04
175,43,2.082774889e-03,-2.518151366e-04
176,43,2.173107050e-03,-2.518151366e-04
177,43,2.271750002e-03,-2.518151366e-04
178,43,2.379493458e-03,-2.518151366e-04
179,43,2.497113169e-03,-2.518151366e-04
180,43,2.625517812e-03,-2.518151366e-04
181,43,2.765775452e-03,-2.518151366e-04
182,43,2.918996293e-03,-2.518151366e-04
183,43,3.080897764e-03,-2.518151366e-04
184,43,3.243063259e-03,-2.518151366e-04
185,43,3.405228754e-03,-2.518151366e-04
186,43,3.567394249e-03,-2.518151366e-04
187,43,3.729559744e-03,-2.518151366e-04
188,43,3.891725240e-03,-2.518151366e-04
189,43,4.053890735e-03,-2.518151366e-04
190,43,4.216056230e-03,-2.518151366e-04
191,43,4.378221725e-03,-2.518151366e-04
192,43,4.540387220e-03,-2.518151366e-04
193,43,4.702552716e-03,-2.518151366e-04
194,43,4.864718211e-03,-2.518151366e-04
195,43,5.026883706e-03,-2.518151366e-04
196,43,5.189049201e-03,-2.518151366e-04
197,43,5.351214697e-03,-2.518151366e-04
198,43,5.513380192e-03,-2.518151366e-04
199,43,5.675545687e-03,-2.518151366e-04
200,43,5.837711182e-03,-2.518151366e-04
201,43,5.999876677e-03,-2.518151366e-04
202,43,6.162042173e-03,-2.518151366e-04
203,43,6.324207668e-03,-2.518151366e-04
204,43,6.486373163e-03,-2.518151366e-04
205,43,6.648538658e-03,-2.518151366e-04
206,43,6.810704153e-03,-2.518151366e-04
207,43,6.972869649e-03,-2.518151366e-04
208,43,7.135035144e-03,-2.518151366e-04
209,43,7.297200639e-03,-2.518151366e-04
210,43,7.459366134e-03,-2.518151366e-04
211,43,7.621531629e-03,-2.518151366e-04
212,43,7.783697125e-03,-2.518151366e-04
213,43,7.945862620e-03,-2.518151366e-04
214,43,8.108028115e-03,-2.518151366e-04
215,43,8.270193610e-03,-2.518151366e-04
216,43,8.432359105e-03,-2.518151366e-04
217,43,8.594524601e-03,-2.518151366e-04
218,43,8.756690096e-03,-2.518151366e-04
219,43,8.918855591e-03,-2.518151366e-04
220,43,9.081021086e-03,-2.518151366e-04
221,43,9.243186581e-03,-2.518151366e-04
222,43,9.405352077e-03,-2.518151366e-04
223,43,9.567517572e-03,-2.518151366e-04
224,43,9.729683067e-03,-2.518151366e-04
225,43,9.891848562e-03,-2.518151366e-04
226,43,1.005401406e-02,-2.518151366e-04
227,43,1.021617955e-02,-2.518151366e-04
228,43,1.037834505e-02,-2.518151366e-04
229,43,1.054051054e-02,-2.518151366e-04
230,43,1.070267604e-02,-2.518151366e-04
231,43,1.086484153e-02,-2.518151366e-04
232,43,1.102700703e-02,-2.518151366e-04
233,43,1.118917252e-02,-2.518151366e-04
234,43,1.135133802e-02,-2.518151366e-04
235,43,1.151350351e-02,-2.518151366e-04
236,43,1.167566901e-02,-2.518151366e-04
237,43,1.183783450e-02,-2.518151366e-04
238,43,1.200000000e-02,-2.518151366e-04
0,44,0.000000000e+00,-2.329904290e-04
1,44,2.253927972e-07,-2.329904290e-04
2,44,4.710108625e-07,-2.329904290e-04
3,44,7.388114821e-07,-2.329904290e-04
4,44,1.030777353e-06,-2.329904290e-04
5,44,1.349134956e-06,-2.329904290e-04
6,44,1.696071563e-06,-2.329904290e-04
7,44,2.065284294e-06,-2.329904290e-04
8,44,2.411371865e-06,-2.329904290e-04
9,44,2.728827367e-06,-2.329904290e-04
10,44,3.019944202e-06,-2.329904290e-04
11,44,3.287031469e-06,-2.329904290e-04
12,44,3.531983203e-06,-2.329904290e-04
13,44,3.756739224e-06,-2.329904290e-04
14,44,3.962851098e-06,-2.329904290e-04
15,44,4.151964219e-06,-2.329904290e-04
16,44,4.325432522e-06,-2.329904290e-04
17,44,4.484611324e-06,-2.329904290e-04
18,44,4.630594259e-06,-2.329904290e-04
19,44,4.764494569e-06,-2.329904290e-04
20,44,4.887303601e-06,-2.329904290e-04
21,44,5.000000000e-06,-2.329904290e-04
22,44,5.344545024e-06,-2.329904290e-04
23,44,5.720728404e-06,-2.329904290e-04
24,44,6.131424688e-06,-2.329904290e-04
25,44,6.579792067e-06,-2.329904290e-04
26,44,7.069682790e-06,-2.329904290e-04
27,44,7.604221304e-06,-2.329904290e-04
28,44,8.187924336e-06,-2.329904290e-04
29,44,8.825326016e-06,-2.329904290e-04
30,44,9.521221193e-06,-2.329904290e-04
31,44,1.028089317e-05,-2.329904290e-04
32,44,1.111056343e-05,-2.329904290e-04
33,44,1.201639249e-05,-2.329904290e-04
34,44,1.298360751e-05,-2.329904290e-04
35,44,1.388943657e-05,-2.329904290e-04
36,44,1.471910683e-05,-2.329904290e-04
37,44,1.547877881e-05,-2.329904290e-04
38,44,1.617467398e-05,-2.329904290e-04
39,44,1.681207566e-05,-2.329904290e-04
40,44,1.739577870e-05,-2.329904290e-04
41,44,1.793031721e-05,-2.329904290e-04
42,44,1.842020793e-05,-2.329904290e-04
43,44,1.886857531e-05,-2.329904290e-04
44,44,1.927927160e-05,-2.329904290e-04
45,44,1.965545498e-05,-2.329904290e-04
46,44,2.000000000e-05,-2.329904290e-04
47,44,2.010805618e-05,-2.329904290e-04
48,44,2.022595285e-05,-2.329904290e-04
49,44,2.035459775e-05,-2.329904290e-04
50,44,2.049498821e-05,-2.329904290e-04
51,44,2.064826006e-05,-2.329904290e-04
52,44,2.081535157e-05,-2.329904290e-04
53,44,2.099777754e-05,-2.329904290e-04
54,44,2.119689800e-05,-2.329904290e-04
55,44,2.141410532e-05,-2.329904290e-04
56,44,2.165116416e-05,-2.329904290e-04
57,44,2.190983090e-05,-2.329904290e-04
58,44,2.219208379e-05,-2.329904290e-04
59,44,2.250020445e-05,-2.329904290e-04
60,44,2.283635452e-05,-2.329904290e-04
61,44,2.320312564e-05,-2.329904290e-04
62,44,2.360338148e-05,-2.329904290e-04
63,44,2.404015658e-05,-2.329904290e-04
64,44,2.451665868e-05,-2.329904290e-04
65,44,2.503676791e-05,-2.329904290e-04
66,44,2.560437513e-05,-2.329904290e-04
67,44,2.622369757e-05,-2.329904290e-04
68,44,2.688064397e-05,-2.329904290e-04
69,44,2.749373137e-05,-2.329904290e-04
70,44,2.805529321e-05,-2.329904290e-04
71,44,2.856987281e-05,-2.329904290e-04
72,44,2.904145948e-05,-2.329904290e-04
73,44,2.947368421e-05,-2.329904290e-04
74,44,2.990868297e-05,-2.329904290e-04
75,44,3.038341652e-05,-2.329904290e-04
76,44,3.090184239e-05,-2.329904290e-04
77,44,3.146778324e-05,-2.329904290e-04
78,44,3.208581625e-05,-2.329904290e-04
79,44,3.276073484e-05,-2.329904290e-04
80,44,3.349724986e-05,-2.329904290e-04
81,44,3.430131728e-05,-2.329904290e-04
82,44,3.517965823e-05,-2.329904290e-04
83,44,3.613813726e-05,-2.329904290e-04
84,44,3.718507681e-05,-2.329904290e-04
85,44,3.832780448e-05,-2.329904290e-04
86,44,3.957561045e-05,-2.329904290e-04
87,44,4.093854473e-05,-2.329904290e-04
88,44,4.242542050e-05,-2.329904290e-04
89,44,4.404956552e-05,-2.329904290e-04
90,44,4.582227382e-05,-2.329904290e-04
91,44,4.775808616e-05,-2.329904290e-04
92,44,4.987178140e-05,-2.329904290e-04
93,44,5.217920429e-05,-2.329904290e-04
94,44,5.469866297e-05,-2.329904290e-04
95,44,5.744905551e-05,-2.329904290e-04
96,44,6.045387799e-05,-2.329904290e-04
97,44,6.373271678e-05,-2.329904290e-04
98,44,6.731217269e-05,-2.329904290e-04
99,44,7.122108778e-05,-2.329904290e-04
100,44,7.548786712e-05,-2.329904290e-04
101,44,8.014712385e-05,-2.329904290e-04
102,44,8.523466155e-05,-2.329904290e-04
103,44,9.078843638e-05,-2.329904290e-04
104,44,9.685525750e-05,-2.329904290e-04
105,44,1.034758769e-04,-2.329904290e-04
106,44,1.107020219e-04,-2.329904290e-04
107,44,1.185948933e-04,-2.329904290e-04
108,44,1.271212752e-04,-2.329904290e-04
109,44,1.352404309e-04,-2.329904290e-04
110,44,1.426794381e-04,-2.329904290e-04
111,44,1.494903129e-04,-2.329904290e-04
112,44,1.557277722e-04,-2.329904290e-04
113,44,1.614435061e-04,-2.329904290e-04
114,44,1.666778448e-04,-2.329904290e-04
115,44,1.714708543e-04,-2.329904290e-04
116,44,1.758610799e-04,-2.329904290e-04
117,44,1.798823926e-04,-2.329904290e-04
118,44,1.835651336e-04,-2.329904290e-04
119,44,1.869383710e-04,-2.329904290e-04
120,44,1.900294091e-04,-2.329904290e-04
121,44,1.928581583e-04,-2.329904290e-04
122,44,1.954511466e-04,-2.329904290e-04
123,44,1.978250706e-04,-2.329904290e-04
124,44,2.000000000e-04,-2.329904290e-04
125,44,2.023073590e-04,-2.329904290e-04
126,44,2.048262778e-04,-2.329904290e-04
127,44,2.075787525e-04,-2.329904290e-04
128,44,2.105843091e-04,-2.329904290e-04
129,44,2.138679432e-04,-2.329904290e-04
130,44,2.174546697e-04,-2.329904290e-04
131,44,2.213724959e-04,-2.329904290e-04
132,44,2.256503856e-04,-2.329904290e-04
133,44,2.303242912e-04,-2.329904290e-04
134,44,2.354283816e-04,-2.329904290e-04
135,44,2.410037832e-04,-2.329904290e-04
136,44,2.470936058e-04,-2.329904290e-04
137,44,2.537446444e-04,-2.329904290e-04
138,44,2.610133227e-04,-2.329904290e-04
139,44,2.689484386e-04,-2.329904290e-04
140,44,2.776157494e-04,-2.329904290e-04
141,44,2.870851727e-04,-2.329904290e-04
142,44,2.974263273e-04,-2.329904290e-04
143,44,3.087203809e-04,-2.329904290e-04
144,44,3.210579460e-04,-2.329904290e-04
145,44,3.345353188e-04,-2.329904290e-04
146,44,3.492615949e-04,-2.329904290e-04
147,44,3.653317449e-04,-2.329904290e-04
148,44,3.828930231e-04,-2.329904290e-04
149,44,4.020809215e-04,-2.329904290e-04
150,44,4.230318110e-04,-2.329904290e-04
151,44,4.459114310e-04,-2.329904290e-04
152,44,4.709074923e-04,-2.329904290e-04
153,44,4.982272631e-04,-2.329904290e-04
154,44,5.280468223e-04,-2.329904290e-04
155,44,5.606176878e-04,-2.329904290e-04
156,44,5.961968980e-04,-2.329904290e-04
157,44,6.350512450e-04,-2.329904290e-04
158,44,6.774964929e-04,-2.329904290e-04
159,44,7.238672441e-04,-2.329904290e-04
160,44,7.745057743e-04,-2.329904290e-04
161,44,8.298365598e-04,-2.329904290e-04
162,44,8.902404685e-04,-2.329904290e-04
163,44,9.562452265e-04,-2.329904290e-04
164,44,1.028315419e-03,-2.329904290e-04
165,44,1.107064121e-03,-2.329904290e-04
166,44,1.193057227e-03,-2.329904290e-04
167,44,1.286983765e-03,-2.329904290e-04
168,44,1.389582490e-03,-2.329904290e-04
169,44,1.501687528e-03,-2.329904290e-04
170,44,1.618967549e-03,-2.329904290e-04
171,44,1.727165678e-03,-2.329904290e-04
172,44,1.826235815e-03,-2.329904290e-04
173,44,1.916950625e-03,-2.329904290e-04
174,44,2.000000000e-03,-2.329904290e-04
175,44,2.082774889e-03,-2.329904290e-04
176,44,2.173107050e-03,-2.329904290e-04
177,44,2.271750002e-03,-2.329904290e-04
178,44,2.379493458e-03,-2.329904290e-04
179,44,2.497113169e-03,-2.329904290e-04
180,44,2.625517812e-03,-2.329904290e-04
181,44,2.765775452e-03,-2.329904290e-04
182,44,2.918996293e-03,-2.329904290e-04
183,44,3.080897764e-03,-2.329904290e-04
184,44,3.243063259e-03,-2.329904290e-04
185,44,3.405228754e-03,-2.329904290e-04
186,44,3.567394249e-03,-2.329904290e-04
187,44,3.729559744e-03,-2.329904290e-04
188,44,3.891725240e-03,-2.329904290e-04
189,44,4.053890735e-03,-2.329904290e-04
190,44,4.216056230e-03,-2.329904290e-04
191,44,4.378221725e-03,-2.329904290e-04
192,44,4.540387220e-03,-2.329904290e-04
193,44,4.702552716e-03,-2.329904290e-04
194,44,4.864718211e-03,-2.329904290e-04
195,44,5.026883706e-03,-2.329904290e-04
196,44,5.189049201e-03,-2.329904290e-04
197,44,5.351214697e-03,-2.329904290e-04
198,44,5.513380192e-03,-2.329904290e-04
199,44,5.675545687e-03,-2.329904290e-04
200,44,5.837711182e-03,-2.329904290e-04
201,44,5.999876677e-03,-2.329904290e-04
202,44,6.162042173e-03,-2.329904290e-04
203,44,6.324207668e-03,-2.329904290e-04
204,44,6.486373163e-03,-2.329904290e-04
205,44,6.648538658e-03,-2.329904290e-04
206,44,6.810704153e-03,-2.329904290e-04
207,44,6.972869649e-03,-2.329904290e-04
208,44,7.135035144e-03,-2.329904290e-04
209,44,7.297200639e-03,-2.329904290e-04
210,44,7.459366134e-03,-2.329904290e-04
211,44,7.621531629e-03,-2.329904290e-04
212,44,7.783697125e-03,-2.329904290e-04
213,44,7.945862620e-03,-2.329904290e-04
214,44,8.108028115e-03,-2.329904290e-04
215,44,8.270193610e-03,-2.329904290e-04
216,44,8.432359105e-03,-2.329904290e-04
217,44,8.594524601e-03,-2.329904290e-04
218,44,8.756690096e-03,-2.329904290e-04
219,44,8.918855591e-03,-2.329904290e-04
220,44,9.081021086e-03,-2.329904290e-04
221,44,9.243186581e-03,-2.329904290e-04
222,44,9.405352077e-03,-2.329904290e-04
223,44,9.567517572e-03,-2.329904290e-04
224,44,9.729683067e-03,-2.329904290e-04
225,44,9.891848562e-03,-2.329904290e-04
226,44,1.005401406e-02,-2.329904290e-04
227,44,1.021617955e-02,-2.329904290e-04
228,44,1.037834505e-02,-2.329904290e-04
229,44,1.054051054e-02,-2.329904290e-04
230,44,1.070267604e-02,-2.329904290e-04
231,44,1.086484153e-02,-2.329904290e-04
232,44,1.102700703e-02,-2.329904290e-04
233,44,1.118917252e-02,-2.329904290e-04
234,44,1.135133802e-02,-2.329904290e-04
235,44,1.151350351e-02,-2.329904290e-04
236,44,1.167566901e-02,-2.329904290e-04
237,44,1.183783450e-02,-2.329904290e-04
238,44,1.200000000e-02,-2.329904290e-04
0,45,0.000000000e+00,-2.157668264e-04
1,45,2.253927972e-07,-2.157668264e-04
2,45,4.710108625e-07,-2.157668264e-04
3,45,7.388114821e-07,-2.157668264e-04
4,45,1.030777353e-06,-2.157668264e-04
5,45,1.349134956e-06,-2.157668264e-04
6,45,1.696071563e-06,-2.157668264e-04
7,45,2.065284294e-06,-2.157668264e-04
8,45,2.411371865e-06,-2.157668264e-04
9,45,2.728827367e-06,-2.157668264e-04
10,45,3.019944202e-06,-2.157668264e-04
11,45,3.287031469e-06,-2.157668264e-04
12,45,3.531983203e-06,-2.157668264e-04
13,45,3.756739224e-06,-2.157668264e-04
14,45,3.962851098e-06,-2.157668264e-04
15,45,4.151964219e-06,-2.157668264e-04
